ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
2	50	4.640000	fies	IATneg	32	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	20	4.197000	widerlich	IATneg	33	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	70	5.052000	Lächeln	posPrime	34	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	70	5.286000	Kuss	posPrime	35	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	70	5.184000	erfolgreich	IATpos	36	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	60	5.898000	Humor	IATpos	37	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	30	8.669000	Müll	negPrime	38	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	21	10.769000	böse	IATneg	39	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	70	3.047000	glücklich	posPrime	40	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	80	2.685000	Natur	MemTestPos	41	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	30	3.381000	töten	MemTestNeg	42	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	91	5.012000	Freude	IATpos	43	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	10	4.516000	ekelhaft	IATneg	44	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	71	2.964000	super	IATpos	45	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	80	2.585000	Blume	posPrime	46	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	31	4.017000	Gestank	negPrime	47	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	50	5.317000	betrunken	MemTestNeg	48	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	30	3.566000	Hölle	negPrime	49	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	60	5.100000	Vertrauen	IATpos	50	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	41	5.567000	hektisch	IATneg	51	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	50	4.098000	Tod	negPrime	52	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	80	3.881000	wundervoll	IATpos	53	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	90	3.016000	hübsch	posPrime	54	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	30	3.059000	schrecklich	IATneg	55	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	80	3.447000	Regenbogen	MemTestPos	56	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	50	3.333000	Welpe	posPrime	57	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	70	2.761000	Geschenk	posPrime	58	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	60	5.128000	Kätzchen	posPrime	59	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	70	3.451000	frisch	MemTestPos	60	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
