ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
2	70	17.190000	begabt	IATpos	1	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	10	5.833000	Verbrechen	MemTestNeg	2	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	10	5.052000	verletzt	negPrime	3	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	30	4.702000	Flutung	MemTestNeg	4	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	80	7.981000	Süßigkeiten	MemTestPos	5	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	100	4.027000	Freund	posPrime	6	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	79	6.687000	Bargeld	MemTestPos	7	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	80	4.380000	Feier	posPrime	8	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	30	4.582000	Horror	MemTestNeg	9	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	70	4.186000	Umarmung	MemTestPos	10	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	30	5.016000	Angst	MemTestNeg	11	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	40	13.253000	entsetzlich	IATneg	12	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	21	6.186000	erstechen	MemTestNeg	13	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	70	3.499000	beten	MemTestPos	14	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	60	3.434000	Zufriedenheit	IATpos	15	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	80	3.735000	Liebe	IATpos	16	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	30	3.882000	Schmerz	negPrime	17	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	20	4.517000	Krieg	negPrime	18	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	20	3.609000	Verlust	MemTestNeg	19	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	80	4.687000	Spaß	MemTestPos	20	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	80	3.950000	Sonnenschein	MemTestPos	21	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	20	5.768000	Qual	IATneg	22	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	10	3.416000	Bombe	MemTestNeg	23	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	20	3.550000	Leiche	negPrime	24	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	50	4.414000	Spinne	negPrime	25	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	50	3.761000	Fehlschlag	IATneg	26	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	80	6.203000	schön	MemTestPos	27	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	70	4.565000	Frieden	IATpos	28	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	30	5.587000	furchtbar	IATneg	29	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	40	4.415000	hässlich	negPrime	30	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
2	50	3.830000	Pistole	MemTestNeg	31	MacBook-Pro-3.local	2016-06-15_19.51.21.745374
