ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
16	100	19.255000	Freund	posPrime	1	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	8.016000	Qual	IATneg	2	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	6.694000	Spaß	MemTestPos	3	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	6.432000	Müll	negPrime	4	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	80	17.340000	Regenbogen	MemTestPos	5	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	90	9.006000	Kuss	posPrime	6	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	6.262000	Verbrechen	MemTestNeg	7	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	80	52.734000	schön	MemTestPos	8	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	4.073000	Umarmung	MemTestPos	9	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	4.267000	schrecklich	IATneg	10	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	50	8.298000	Welpe	posPrime	11	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	5.278000	erfolgreich	IATpos	12	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	3.637000	Lächeln	posPrime	13	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.580000	verletzt	negPrime	14	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	60	8.337000	beten	MemTestPos	15	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	70	14.634000	frisch	MemTestPos	16	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.760000	entsetzlich	IATneg	17	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	40	38.824000	Süßigkeiten	MemTestPos	18	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	4.760000	töten	MemTestNeg	19	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	80	11.083000	Natur	MemTestPos	20	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	80	10.782000	Blume	posPrime	21	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	5.490000	Freude	IATpos	22	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	4.413000	Hölle	negPrime	23	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	50	139.041000	Kätzchen	posPrime	24	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.310000	ekelhaft	IATneg	25	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	3.497000	Liebe	IATpos	26	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.591000	Horror	MemTestNeg	27	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	4.178000	Bargeld	MemTestPos	28	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	3.544000	glücklich	posPrime	29	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	40	7.460000	Pistole	MemTestNeg	30	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	4.206000	wundervoll	IATpos	31	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	10	6.515000	Flutung	MemTestNeg	32	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	4.696000	Vertrauen	IATpos	33	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	50	4.931000	Spinne	negPrime	34	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.796000	Leiche	negPrime	35	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.964000	Verlust	MemTestNeg	36	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.706000	fies	IATneg	37	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	40	6.483000	betrunken	MemTestNeg	38	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	5.243000	Bombe	MemTestNeg	39	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	4.148000	erstechen	MemTestNeg	40	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	5.530000	Krieg	negPrime	41	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	4.577000	Geschenk	posPrime	42	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.685000	widerlich	IATneg	43	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	6.093000	Angst	MemTestNeg	44	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	3.880000	hübsch	posPrime	45	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	90	9.155000	Feier	posPrime	46	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	10	4.512000	hektisch	IATneg	47	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	90	4.172000	super	IATpos	48	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	3.708000	Zufriedenheit	IATpos	49	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.326000	Gestank	negPrime	50	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.012000	hässlich	negPrime	51	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	10	4.030000	böse	IATneg	52	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	5.629000	Frieden	IATpos	53	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	3.644000	Sonnenschein	MemTestPos	54	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	20	15.395000	Fehlschlag	IATneg	55	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.965000	Tod	negPrime	56	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	3.530000	begabt	IATpos	57	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	100	4.208000	Humor	IATpos	58	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	3.053000	Schmerz	negPrime	59	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
16	0	2.712000	furchtbar	IATneg	60	Sarahs-MacBook.local	2016-06-19_21.50.27.126912
