ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
11	74	17.224000	Regenbogen	MemTestPos	1	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	84	4.825000	Vertrauen	IATpos	2	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	85	3.679000	Lächeln	posPrime	3	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	57	4.849000	beten	MemTestPos	4	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	28	4.128000	hässlich	negPrime	5	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	94	3.973000	schön	MemTestPos	6	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	18	2.664000	ekelhaft	IATneg	7	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	64	4.715000	frisch	MemTestPos	8	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	28	4.813000	widerlich	IATneg	9	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	88	3.298000	Liebe	IATpos	10	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	78	2.678000	Zufriedenheit	IATpos	11	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	8	2.925000	Krieg	negPrime	12	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	27	2.898000	Hölle	negPrime	13	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	39	4.276000	Spinne	negPrime	14	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	24	4.264000	verletzt	negPrime	15	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	32	2.995000	fies	IATneg	16	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	20	3.726000	Fehlschlag	IATneg	17	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	28	3.146000	Müll	negPrime	18	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	16	2.527000	Pistole	MemTestNeg	19	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	83	2.549000	super	IATpos	20	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	86	7.956000	Freund	posPrime	21	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	16	5.238000	Bombe	MemTestNeg	22	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	85	3.611000	Frieden	IATpos	23	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	17	3.830000	Horror	MemTestNeg	24	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	19	5.319000	Verlust	MemTestNeg	25	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	17	4.531000	erstechen	MemTestNeg	26	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	26	4.927000	furchtbar	IATneg	27	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	87	6.126000	Natur	MemTestPos	28	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	97	6.128000	Kätzchen	posPrime	29	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	84	3.267000	Humor	IATpos	30	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	18	5.700000	Gestank	negPrime	31	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	27	7.315000	hektisch	IATneg	32	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	20	4.282000	entsetzlich	IATneg	33	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	27	6.730000	Flutung	MemTestNeg	34	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	1	3.821000	Tod	negPrime	35	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	30	2.923000	betrunken	MemTestNeg	36	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	18	5.659000	Schmerz	negPrime	37	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	8	4.593000	Qual	IATneg	38	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	77	4.372000	erfolgreich	IATpos	39	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	88	4.454000	hübsch	posPrime	40	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	89	3.126000	Freude	IATpos	41	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	89	2.795000	Spaß	MemTestPos	42	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
11	65	3.701000	begabt	IATpos	43	Sarahs-MacBook.local	2016-06-18_23.27.25.365422
