ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
9	25	8.164000	Angst	MemTestNeg	30	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	78	8.914000	Lächeln	posPrime	31	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	86	15.578000	Freude	IATpos	32	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	71	9.182000	begabt	IATpos	33	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	69	9.444000	Süßigkeiten	MemTestPos	34	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	18	4.354000	furchtbar	IATneg	35	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	28	3.389000	fies	IATneg	36	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	31	5.743000	Bombe	MemTestNeg	37	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	66	5.644000	Kätzchen	posPrime	38	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	37	5.710000	betrunken	MemTestNeg	39	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	28	8.776000	Schmerz	negPrime	40	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	64	3.360000	Spaß	MemTestPos	41	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	38	3.599000	Spinne	negPrime	42	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	42	13.791000	Fehlschlag	IATneg	43	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	68	3.323000	wundervoll	IATpos	44	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	29	4.780000	Horror	MemTestNeg	45	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	40	4.038000	Verlust	MemTestNeg	46	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	30	6.849000	Müll	negPrime	47	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	15	3.844000	Pistole	MemTestNeg	48	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	37	9.862000	Gestank	negPrime	49	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	35	15.845000	töten	MemTestNeg	50	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	62	7.560000	erfolgreich	IATpos	51	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	65	4.796000	Sonnenschein	MemTestPos	52	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	27	6.411000	hässlich	negPrime	53	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	87	6.277000	super	IATpos	54	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	63	20.440000	Kuss	posPrime	55	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	25	5.653000	böse	IATneg	56	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	100	4.046000	Frieden	IATpos	57	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	76	3.230000	Natur	MemTestPos	58	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	78	7.329000	Freund	posPrime	59	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
9	18	7.740000	Hölle	negPrime	60	Sarahs-MacBook.local	2016-06-18_23.09.45.953276
