ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
5	0	13.816000	widerlich	IATneg	1	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	10	11.281000	böse	IATneg	2	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	1	6.179000	ekelhaft	IATneg	3	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	100	5.280000	erfolgreich	IATpos	4	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	50	6.752000	Bargeld	MemTestPos	5	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	20	6.544000	Fehlschlag	IATneg	6	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	90	3.894000	schön	MemTestPos	7	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	100	3.562000	super	IATpos	8	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	10	5.442000	hässlich	negPrime	9	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	100	6.142000	Humor	IATpos	10	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	70	5.254000	Regenbogen	MemTestPos	11	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	100	3.849000	glücklich	posPrime	12	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	90	5.124000	frisch	MemTestPos	13	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	90	3.983000	Natur	MemTestPos	14	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	90	3.331000	Blume	posPrime	15	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	10	4.948000	schrecklich	IATneg	16	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	0	3.829000	töten	MemTestNeg	17	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	0	3.744000	Leiche	negPrime	18	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	20	6.877000	fies	IATneg	19	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	40	8.563000	Müll	negPrime	20	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	10	3.823000	Verlust	MemTestNeg	21	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	10	3.413000	verletzt	negPrime	22	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	0	3.663000	Horror	MemTestNeg	23	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	10	5.085000	Hölle	negPrime	24	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	100	10.995000	Frieden	IATpos	25	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	60	12.615000	Umarmung	MemTestPos	26	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	70	8.607000	Spaß	MemTestPos	27	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	0	5.590000	Krieg	negPrime	28	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	0	13.149000	erstechen	MemTestNeg	29	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	70	8.399000	begabt	IATpos	30	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	10	5.139000	Bombe	MemTestNeg	31	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	20	3.325000	Pistole	MemTestNeg	32	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	50	7.898000	Flutung	MemTestNeg	33	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	20	6.269000	entsetzlich	IATneg	34	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	10	4.612000	furchtbar	IATneg	35	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	0	6.483000	Tod	negPrime	36	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	10	5.226000	Gestank	negPrime	37	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	100	4.728000	Liebe	IATpos	38	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	30	5.980000	Schmerz	negPrime	39	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	30	4.691000	hektisch	IATneg	40	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	60	11.095000	Welpe	posPrime	41	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	40	4.242000	betrunken	MemTestNeg	42	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	70	6.192000	Kätzchen	posPrime	43	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
5	30	4.397000	beten	MemTestPos	44	Sarahs-MacBook.fritz.box	2016-06-18_17.06.52.498683
