ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
6	80	24.745000	begabt	IATpos	1	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	20	4.377000	Müll	negPrime	2	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	70	3.611000	Lächeln	posPrime	3	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	70	2.402000	Spaß	MemTestPos	4	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	0	3.410000	Verlust	MemTestNeg	5	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	50	3.577000	Pistole	MemTestNeg	6	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	60	2.076000	Zufriedenheit	IATpos	7	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	90	2.546000	schön	MemTestPos	8	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	100	2.659000	wundervoll	IATpos	9	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	30	5.560000	Verbrechen	MemTestNeg	10	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	100	6.445000	Umarmung	MemTestPos	11	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	50	4.339000	betrunken	MemTestNeg	12	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	19	26.597000	Qual	IATneg	13	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	0	5.575000	Welpe	posPrime	14	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	70	2.592000	beten	MemTestPos	15	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	70	2.745000	Blume	posPrime	16	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	29	3.060000	Leiche	negPrime	17	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	51	1.976000	Humor	IATpos	18	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	16	3.558000	Fehlschlag	IATneg	19	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	87	5.929000	Süßigkeiten	MemTestPos	20	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	74	8.598000	Feier	posPrime	21	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	75	2.358000	hübsch	posPrime	22	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	71	19.144000	Vertrauen	IATpos	23	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	17	7.344000	widerlich	IATneg	24	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	19	13.661000	Natur	MemTestPos	25	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	29	7.230000	töten	MemTestNeg	26	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	21	3.711000	ekelhaft	IATneg	27	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	26	8.224000	schrecklich	IATneg	28	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	27	5.310000	Bombe	MemTestNeg	29	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	32	5.146000	Sonnenschein	MemTestPos	30	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	87	5.150000	erfolgreich	IATpos	31	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	33	5.713000	hektisch	IATneg	32	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	30	3.969000	Schmerz	negPrime	33	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	76	3.742000	Regenbogen	MemTestPos	34	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	73	8.261000	Bargeld	MemTestPos	35	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	24	3.896000	furchtbar	IATneg	36	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	33	2.822000	Flutung	MemTestNeg	37	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	92	3.667000	Geschenk	posPrime	38	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	25	3.747000	Gestank	negPrime	39	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	82	9.688000	Freude	IATpos	40	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	71	4.125000	Frieden	IATpos	41	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	18	2.523000	verletzt	negPrime	42	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	4	3.458000	Angst	MemTestNeg	43	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	95	5.198000	Kuss	posPrime	44	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	96	6.561000	Liebe	IATpos	45	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	24	2.393000	hässlich	negPrime	46	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
