ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
6	21	6.062000	Horror	MemTestNeg	47	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	16	2.174000	Hölle	negPrime	48	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	62	7.225000	frisch	MemTestPos	49	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	14	6.212000	Tod	negPrime	50	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	15	5.475000	böse	IATneg	51	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	83	5.005000	Freund	posPrime	52	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	26	3.537000	fies	IATneg	53	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	83	249.889000	glücklich	posPrime	54	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	0	5.040000	Krieg	negPrime	55	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	16	2.462000	Spinne	negPrime	56	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	15	3.359000	erstechen	MemTestNeg	57	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	92	4.846000	super	IATpos	58	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	25	3.125000	Kätzchen	posPrime	59	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
6	23	4.093000	entsetzlich	IATneg	60	Sarahs-MacBook.local	2016-06-18_22.37.34.388634
