ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
10	83	9.174000	schön	MemTestPos	1	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	94	3.341000	Liebe	IATpos	2	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	78	3.527000	Feier	posPrime	3	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	13	3.766000	Tod	negPrime	4	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	93	2.913000	Kuss	posPrime	5	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	3	3.611000	böse	IATneg	6	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	2	3.308000	verletzt	negPrime	7	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	63	3.064000	Geschenk	posPrime	8	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	72	2.591000	Zufriedenheit	IATpos	9	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	95	3.081000	glücklich	posPrime	10	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	0	5.584000	erstechen	MemTestNeg	11	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	34	3.847000	Verbrechen	MemTestNeg	12	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	50	3.744000	Bargeld	MemTestPos	13	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	22	3.366000	widerlich	IATneg	14	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	99	4.844000	Vertrauen	IATpos	15	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	88	4.161000	Sonnenschein	MemTestPos	16	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	29	4.029000	betrunken	MemTestNeg	17	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	62	5.677000	hübsch	posPrime	18	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	83	2.546000	Freude	IATpos	19	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	3	3.165000	furchtbar	IATneg	20	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	91	4.627000	Freund	posPrime	21	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	60	8.482000	Humor	IATpos	22	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	60	5.717000	Welpe	posPrime	23	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	18	5.908000	Müll	negPrime	24	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	7	5.340000	Gestank	negPrime	25	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	3	3.627000	Verlust	MemTestNeg	26	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	0	9.046000	Spinne	negPrime	27	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	0	4.211000	Schmerz	negPrime	28	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	50	5.026000	beten	MemTestPos	29	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	10	11.515000	ekelhaft	IATneg	30	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	14	7.407000	hektisch	IATneg	31	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	83	3.640000	Spaß	MemTestPos	32	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	100	11.035000	wundervoll	IATpos	33	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	90	5.853000	Lächeln	posPrime	34	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	70	6.488000	erfolgreich	IATpos	35	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	10	7.764000	Horror	MemTestNeg	36	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	13	4.522000	Fehlschlag	IATneg	37	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	0	6.016000	Qual	IATneg	38	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	2	3.975000	schrecklich	IATneg	39	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	100	4.894000	Frieden	IATpos	40	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	100	4.759000	Kätzchen	posPrime	41	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	0	4.160000	Krieg	negPrime	42	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	27	4.641000	Hölle	negPrime	43	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	43	4.895000	Bombe	MemTestNeg	44	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	11	5.788000	Angst	MemTestNeg	45	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	80	5.111000	Regenbogen	MemTestPos	46	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	87	7.609000	Umarmung	MemTestPos	47	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	24	3.342000	fies	IATneg	48	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	79	5.119000	begabt	IATpos	49	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	8	5.975000	entsetzlich	IATneg	50	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	50	5.375000	Süßigkeiten	MemTestPos	51	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	50	4.546000	Flutung	MemTestNeg	52	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	16	3.962000	Leiche	negPrime	53	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	0	6.859000	töten	MemTestNeg	54	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	62	7.340000	frisch	MemTestPos	55	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	82	2.978000	super	IATpos	56	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	23	7.210000	Pistole	MemTestNeg	57	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	35	3.774000	hässlich	negPrime	58	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	78	4.193000	Natur	MemTestPos	59	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
10	76	3.793000	Blume	posPrime	60	Sarahs-MacBook.local	2016-06-18_23.19.56.281196
