ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
15	70	10.573000	frisch	MemTestPos	1	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	99	8.058000	Umarmung	MemTestPos	2	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	70	5.336000	glücklich	posPrime	3	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	59	4.550000	Lächeln	posPrime	4	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	90	5.222000	Freund	posPrime	5	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	0	7.261000	Bombe	MemTestNeg	6	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	100	5.614000	Natur	MemTestPos	7	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	1	5.597000	Gestank	negPrime	8	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	0	4.953000	erstechen	MemTestNeg	9	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	100	4.408000	wundervoll	IATpos	10	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	80	4.013000	Sonnenschein	MemTestPos	11	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	20	5.673000	entsetzlich	IATneg	12	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	90	6.164000	Feier	posPrime	13	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	20	4.961000	böse	IATneg	14	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	43	5.292000	hässlich	negPrime	15	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	79	7.805000	Freude	IATpos	16	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	30	4.110000	Verbrechen	MemTestNeg	17	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	0	5.207000	Pistole	MemTestNeg	18	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	80	4.326000	Regenbogen	MemTestPos	19	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	70	3.749000	super	IATpos	20	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	70	4.477000	erfolgreich	IATpos	21	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	10	4.681000	Horror	MemTestNeg	22	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	20	5.713000	Spinne	negPrime	23	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	10	4.773000	ekelhaft	IATneg	24	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	20	3.633000	Schmerz	negPrime	25	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	40	4.655000	hektisch	IATneg	26	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	60	3.513000	schön	MemTestPos	27	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	20	4.929000	Qual	IATneg	28	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	100	4.164000	Kuss	posPrime	29	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	39	3.614000	Verlust	MemTestNeg	30	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	30	4.558000	furchtbar	IATneg	31	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	50	4.729000	Süßigkeiten	MemTestPos	32	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	80	3.959000	Spaß	MemTestPos	33	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	30	3.915000	fies	IATneg	34	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	30	5.773000	Kätzchen	posPrime	35	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	0	4.054000	Leiche	negPrime	36	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	0	4.527000	Tod	negPrime	37	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	90	5.024000	Bargeld	MemTestPos	38	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	39	3.664000	Angst	MemTestNeg	39	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	71	4.322000	Geschenk	posPrime	40	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	0	5.296000	Krieg	negPrime	41	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	60	7.100000	betrunken	MemTestNeg	42	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	63	6.022000	beten	MemTestPos	43	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	18	4.421000	widerlich	IATneg	44	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	20	11.649000	Flutung	MemTestNeg	45	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	100	4.141000	Liebe	IATpos	46	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	80	7.733000	Welpe	posPrime	47	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	60	4.742000	hübsch	posPrime	48	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	9	4.197000	Hölle	negPrime	49	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	25	3.637000	schrecklich	IATneg	50	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	82	4.858000	begabt	IATpos	51	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	100	3.989000	Vertrauen	IATpos	52	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	0	6.009000	Müll	negPrime	53	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	21	4.509000	Fehlschlag	IATneg	54	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	80	5.866000	Zufriedenheit	IATpos	55	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	100	3.831000	Humor	IATpos	56	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	0	3.723000	töten	MemTestNeg	57	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	35	3.396000	verletzt	negPrime	58	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	86	3.579000	Frieden	IATpos	59	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
15	59	3.758000	Blume	posPrime	60	Sarahs-MacBook.local	2016-06-19_21.43.33.490615
