ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
8	75	11.159000	Natur	MemTestPos	1	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	98	3.795000	Kuss	posPrime	2	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	99	2.857000	wundervoll	IATpos	3	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	72	3.011000	Regenbogen	MemTestPos	4	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	93	3.328000	glücklich	posPrime	5	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	13	3.542000	Bombe	MemTestNeg	6	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	25	2.859000	Verbrechen	MemTestNeg	7	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	64	2.974000	hübsch	posPrime	8	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	83	4.078000	frisch	MemTestPos	9	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	15	4.262000	Qual	IATneg	10	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	28	2.841000	fies	IATneg	11	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	29	3.690000	Horror	MemTestNeg	12	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	62	2.794000	schön	MemTestPos	13	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	36	3.041000	Tod	negPrime	14	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	23	3.316000	Verlust	MemTestNeg	15	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	24	3.505000	hässlich	negPrime	16	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	23	5.174000	furchtbar	IATneg	17	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	37	2.740000	Hölle	negPrime	18	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	38	3.327000	Krieg	negPrime	19	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	49	5.127000	Flutung	MemTestNeg	20	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	64	3.061000	Frieden	IATpos	21	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	84	2.758000	Geschenk	posPrime	22	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
8	87	2.276000	begabt	IATpos	23	Sarahs-MacBook.local	2016-06-18_22.57.28.803238
