ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
12	7	23.030000	Gestank	negPrime	1	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	20	8.682000	Spinne	negPrime	2	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	11.231000	verletzt	negPrime	3	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	3.715000	widerlich	IATneg	4	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	90	6.597000	erfolgreich	IATpos	5	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	5.115000	Krieg	negPrime	6	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	80	5.262000	Regenbogen	MemTestPos	7	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	20	2.528000	entsetzlich	IATneg	8	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	90	5.928000	Welpe	posPrime	9	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	7.027000	Verbrechen	MemTestNeg	10	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	5.195000	Freund	posPrime	11	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	3.006000	Humor	IATpos	12	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	2.884000	fies	IATneg	13	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	90	6.606000	Sonnenschein	MemTestPos	14	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	20	3.037000	furchtbar	IATneg	15	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	10	2.340000	Horror	MemTestNeg	16	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	50	8.635000	beten	MemTestPos	17	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	5.456000	Lächeln	posPrime	18	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	90	4.638000	Frieden	IATpos	19	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	2.962000	Vertrauen	IATpos	20	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	3.468000	Zufriedenheit	IATpos	21	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	2.171000	Liebe	IATpos	22	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	50	4.554000	frisch	MemTestPos	23	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	60	2.777000	schön	MemTestPos	24	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	70	4.709000	Blume	posPrime	25	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	60	7.438000	Bargeld	MemTestPos	26	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	60	4.533000	super	IATpos	27	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	4.246000	töten	MemTestNeg	28	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	2.193000	böse	IATneg	29	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	2.275000	erstechen	MemTestNeg	30	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	2.934000	Spaß	MemTestPos	31	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	3.079000	Leiche	negPrime	32	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	20	2.676000	schrecklich	IATneg	33	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	50	2.747000	hektisch	IATneg	34	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	60	2.853000	Geschenk	posPrime	35	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	3.156000	Qual	IATneg	36	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	30	10.251000	Fehlschlag	IATneg	37	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	50	6.517000	Flutung	MemTestNeg	38	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	3.812000	Kuss	posPrime	39	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	3.313000	Verlust	MemTestNeg	40	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	2.329000	Bombe	MemTestNeg	41	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	2.795000	Hölle	negPrime	42	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	7.169000	Natur	MemTestPos	43	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	30	9.134000	Tod	negPrime	44	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	50	4.262000	hübsch	posPrime	45	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	50	2.898000	hässlich	negPrime	46	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	3.978000	Freude	IATpos	47	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	6.274000	ekelhaft	IATneg	48	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	2.897000	glücklich	posPrime	49	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	50	3.647000	Müll	negPrime	50	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	20	3.911000	Schmerz	negPrime	51	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	4.092000	Kätzchen	posPrime	52	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	0	4.709000	Angst	MemTestNeg	53	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	80	4.628000	Feier	posPrime	54	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	50	2.825000	begabt	IATpos	55	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
12	100	3.223000	Umarmung	MemTestPos	56	Sarahs-MacBook.local	2016-06-19_11.36.59.655352
