ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
1	94	9.617000	Frieden	IATpos	1	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	50	6.268000	Schmerz	negPrime	2	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	95	5.298000	Bargeld	MemTestPos	3	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	39	5.151000	Bombe	MemTestNeg	4	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	28	5.081000	Fehlschlag	IATneg	5	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	13	3.430000	Verlust	MemTestNeg	6	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	19	3.602000	Flutung	MemTestNeg	7	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	52	5.702000	beten	MemTestPos	8	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	90	4.639000	Spaß	MemTestPos	9	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	85	3.066000	hübsch	posPrime	10	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	78	2.616000	Freude	IATpos	11	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	14	5.015000	furchtbar	IATneg	12	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	9	4.002000	verletzt	negPrime	13	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	16	4.967000	töten	MemTestNeg	14	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	73	2.414000	Blume	posPrime	15	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	18	2.515000	Verbrechen	MemTestNeg	16	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	71	3.431000	Feier	posPrime	17	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	17	3.330000	Tod	negPrime	18	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	89	2.731000	Kuss	posPrime	19	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	19	3.549000	erstechen	MemTestNeg	20	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	72	4.835000	Kätzchen	posPrime	21	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	19	2.721000	schrecklich	IATneg	22	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	81	2.076000	Umarmung	MemTestPos	23	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	75	2.997000	Lächeln	posPrime	24	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	62	3.413000	begabt	IATpos	25	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	9	4.520000	Krieg	negPrime	26	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	89	2.996000	Freund	posPrime	27	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	73	2.664000	Süßigkeiten	MemTestPos	28	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	81	2.232000	super	IATpos	29	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	50	4.286000	Hölle	negPrime	30	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	93	5.832000	erfolgreich	IATpos	31	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	90	2.669000	glücklich	posPrime	32	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	23	5.100000	widerlich	IATneg	33	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	26	2.428000	Gestank	negPrime	34	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	28	2.203000	Spinne	negPrime	35	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	32	3.433000	Pistole	MemTestNeg	36	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	72	3.050000	frisch	MemTestPos	37	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	29	3.118000	hässlich	negPrime	38	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	88	3.228000	Zufriedenheit	IATpos	39	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	29	3.467000	ekelhaft	IATneg	40	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	9	3.813000	Qual	IATneg	41	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	29	2.321000	Angst	MemTestNeg	42	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	98	2.547000	Liebe	IATpos	43	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	88	1.867000	wundervoll	IATpos	44	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	67	2.196000	Regenbogen	MemTestPos	45	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	38	2.921000	Müll	negPrime	46	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	81	2.218000	Sonnenschein	MemTestPos	47	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	47	3.151000	hektisch	IATneg	48	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	82	2.660000	Welpe	posPrime	49	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	42	3.368000	betrunken	MemTestNeg	50	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	80	2.936000	Natur	MemTestPos	51	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	90	2.847000	Humor	IATpos	52	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	42	3.488000	Leiche	negPrime	53	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	58	2.885000	schön	MemTestPos	54	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	30	4.636000	Horror	MemTestNeg	55	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	28	4.252000	entsetzlich	IATneg	56	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	45	3.880000	böse	IATneg	57	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	87	6.336000	Geschenk	posPrime	58	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	91	3.315000	Vertrauen	IATpos	59	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
1	52	3.399000	fies	IATneg	60	MacBook-Pro-3.local	2016-06-15_19.45.05.784626
