ParticipantNumber	likingRating	likingRT	Word	List	TrialNr	computerName	timeStamp
13	100	34.492000	Süßigkeiten	MemTestPos	1	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	40	8.073000	begabt	IATpos	2	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	30	10.687000	Flutung	MemTestNeg	3	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	30	21.144000	schrecklich	IATneg	4	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	70	5.290000	schön	MemTestPos	5	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	70	6.277000	Lächeln	posPrime	6	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	10	9.348000	verletzt	negPrime	7	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	90	5.681000	hübsch	posPrime	8	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	90	6.876000	Spaß	MemTestPos	9	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	100	6.272000	Blume	posPrime	10	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	60	10.330000	super	IATpos	11	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	20	9.062000	Leiche	negPrime	12	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	100	4.479000	Kuss	posPrime	13	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	90	5.948000	Humor	IATpos	14	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	40	5.416000	Spinne	negPrime	15	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	30	10.843000	Angst	MemTestNeg	16	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	30	3.754000	furchtbar	IATneg	17	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	20	3.605000	erstechen	MemTestNeg	18	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	100	3.268000	Sonnenschein	MemTestPos	19	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	20	4.731000	Hölle	negPrime	20	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	20	4.213000	beten	MemTestPos	21	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	10	4.558000	Verbrechen	MemTestNeg	22	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	0	4.058000	Tod	negPrime	23	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	0	4.328000	Schmerz	negPrime	24	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	91	6.093000	Vertrauen	IATpos	25	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	55	5.556000	Bargeld	MemTestPos	26	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	58	6.155000	Frieden	IATpos	27	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	35	3.845000	Pistole	MemTestNeg	28	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	68	3.635000	wundervoll	IATpos	29	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	80	3.001000	glücklich	posPrime	30	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	90	3.982000	Freund	posPrime	31	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	50	4.234000	Fehlschlag	IATneg	32	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	80	6.671000	Welpe	posPrime	33	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	81	5.159000	Zufriedenheit	IATpos	34	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	90	2.972000	Geschenk	posPrime	35	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	60	6.982000	betrunken	MemTestNeg	36	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	40	3.219000	hektisch	IATneg	37	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	90	4.254000	Regenbogen	MemTestPos	38	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	70	5.734000	Freude	IATpos	39	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	19	5.447000	fies	IATneg	40	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	90	10.231000	Natur	MemTestPos	41	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	80	3.905000	frisch	MemTestPos	42	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	50	6.126000	Müll	negPrime	43	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	30	14.183000	entsetzlich	IATneg	44	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	20	5.748000	widerlich	IATneg	45	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	0	4.362000	Qual	IATneg	46	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	72	3.990000	erfolgreich	IATpos	47	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	20	8.632000	Gestank	negPrime	48	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	90	18.788000	Umarmung	MemTestPos	49	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	84	4.662000	Horror	MemTestNeg	50	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	81	3.362000	Feier	posPrime	51	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	30	6.977000	hässlich	negPrime	52	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	0	2.867000	Verlust	MemTestNeg	53	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	90	2.978000	Kätzchen	posPrime	54	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	20	8.220000	töten	MemTestNeg	55	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	30	6.875000	ekelhaft	IATneg	56	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	20	20.034000	böse	IATneg	57	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	13	3.813000	Bombe	MemTestNeg	58	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	2	5.495000	Krieg	negPrime	59	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
13	85	3.647000	Liebe	IATpos	60	Sarahs-MacBook.local	2016-06-19_11.46.24.712172
