subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
43,1,1,ec_control,2,negative,K   I   G   M,maske_2.bmp,maske_1.bmp,2710.bmp,0.5,H   Y   V   Z,K   I   G   M,T   E   H   V,G   M   U   X,no,yes,no,no,
43,1,2,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,9561.bmp,0.5,H   Y   V   Z,T   E   H   V,K   I   G   M,G   M   U   X,no,no,no,yes,
43,1,3,ec,6,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2050.bmp,0.072,J   O   R   F,S   W   A   D,D   W   A   P,J   O   R   B,yes,no,no,no,
43,1,4,ec,5,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,9830.bmp,0.072,D   A   N   S,B   O   R   F,F   L   O   R,W   A   P   S,no,no,no,yes,
43,1,5,ec,2,negative,D   A   P   S,maske_2.bmp,maske_1.bmp,3550.bmp,0.072,D   A   P   S,J   O   R   F,F   O   R   B,W   A   P   S,no,yes,no,no,
43,1,6,ec,1,positive,F   O   R   B,maske_1.bmp,maske_2.bmp,2058.bmp,0.072,B   R   O   F,W   A   P   S,D   A   N   S,F   O   R   B,no,no,no,yes,
43,1,7,ec,4,negative,S   N   A   W,maske_2.bmp,maske_1.bmp,6311.bmp,0.072,D   W   A   P,S   N   A   W,F   O   R   B,B   O   R   F,no,yes,no,no,
43,1,8,ec,2,positive,B   O   R   F,maske_1.bmp,maske_2.bmp,8540.bmp,0.072,B   O   R   F,S   N   A   W,S   W   A   D,F   L   O   R,no,no,no,yes,
43,1,9,ec,6,negative,D   W   A   P,maske_2.bmp,maske_1.bmp,2276.bmp,0.072,B   O   R   L,D   W   A   P,B   R   O   F,S   W   A   D,no,no,no,yes,
43,1,10,ec,1,negative,S   W   A   D,maske_2.bmp,maske_1.bmp,9421.bmp,0.072,B   R   O   F,J   O   R   F,S   N   A   W,S   W   A   D,no,no,no,yes,
43,1,11,ec,8,positive,B   R   O   F,maske_2.bmp,maske_1.bmp,2900.2.bmp,0.072,D   A   N   S,W   A   D   S,B   R   O   F,B   O   R   L,no,no,yes,no,
43,1,12,ec,7,positive,B   O   R   L,maske_1.bmp,maske_2.bmp,8080.bmp,0.072,B   O   R   L,D   A   P   S,N   A   P   S,B   O   R   F,yes,no,no,no,
43,1,13,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,2071.bmp,0.5,T   E   H   V,K   I   G   M,H   Y   V   Z,G   M   U   X,yes,no,no,no,
43,1,14,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,2150.bmp,0.5,H   Y   V   Z,G   M   U   X,K   I   G   M,T   E   H   V,yes,no,no,no,
43,1,15,ec,8,negative,D   A   N   S,maske_2.bmp,maske_1.bmp,3160.bmp,0.072,B   R   O   L,D   A   N   S,B   O   R   L,D   A   P   S,no,yes,no,no,
43,1,16,ec,3,negative,N   A   P   S,maske_2.bmp,maske_1.bmp,2750.bmp,0.072,W   A   D   S,B   R   O   L,N   A   P   S,J   O   R   B,no,no,yes,no,
43,1,17,ec,4,positive,J   O   R   B,maske_2.bmp,maske_1.bmp,1710.bmp,0.072,J   O   R   F,J   O   R   B,N   A   P   S,D   A   P   S,yes,no,no,no,
43,1,18,ec,5,positive,B   R   O   L,maske_1.bmp,maske_2.bmp,4220.bmp,0.072,B   R   O   L,D   W   A   P,S   N   A   W,F   O   R   B,yes,no,no,no,
43,1,19,ec,3,positive,F   L   O   R,maske_1.bmp,maske_2.bmp,2208.bmp,0.072,W   A   D   S,F   L   O   R,W   A   P   S,B   R   O   L,no,no,no,yes,
43,1,20,ec,7,negative,W   A   D   S,maske_1.bmp,maske_2.bmp,9630.bmp,0.072,W   A   D   S,N   A   P   S,J   O   R   B,F   L   O   R,yes,no,no,no,
43,2,1,ec,5,positive,B   R   O   L,maske_1.bmp,maske_2.bmp,7230.bmp,0.072,B   R   O   L,D   A   N   S,N   A   P   S,B   R   O   F,no,no,yes,no,
43,2,2,ec,4,positive,J   O   R   B,maske_2.bmp,maske_1.bmp,1710.bmp,0.072,F   L   O   R,J   O   R   B,N   A   P   S,W   A   P   S,no,yes,no,no,
43,2,3,ec,7,positive,B   O   R   L,maske_1.bmp,maske_2.bmp,2900.2.bmp,0.072,B   O   R   F,B   O   R   L,W   A   D   S,D   W   A   P,no,yes,no,no,
43,2,4,ec,2,positive,B   O   R   F,maske_1.bmp,maske_2.bmp,2091.bmp,0.072,B   R   O   L,D   A   P   S,S   W   A   D,B   O   R   F,no,no,no,yes,
43,2,5,ec,2,negative,D   A   P   S,maske_2.bmp,maske_1.bmp,9331.bmp,0.072,J   O   R   F,B   R   O   F,D   A   P   S,S   W   A   D,no,no,yes,no,
43,2,6,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,4606.bmp,0.5,K   I   G   M,T   E   H   V,G   M   U   X,H   Y   V   Z,no,no,no,yes,
43,2,7,ec,6,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,8496.bmp,0.072,W   A   P   S,S   N   A   W,J   O   R   F,F   O   R   B,no,no,yes,no,
43,2,8,ec,3,negative,N   A   P   S,maske_2.bmp,maske_1.bmp,9000.bmp,0.072,S   N   A   W,J   O   R   F,N   A   P   S,J   O   R   B,no,no,yes,no,
43,2,9,ec,7,negative,W   A   D   S,maske_2.bmp,maske_1.bmp,9330.bmp,0.072,W   A   D   S,D   W   A   P,F   O   R   B,B   O   R   F,no,no,yes,no,
43,2,10,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,9920.bmp,0.5,G   M   U   X,T   E   H   V,H   Y   V   Z,K   I   G   M,yes,no,no,no,
43,2,11,ec,1,positive,F   O   R   B,maske_1.bmp,maske_2.bmp,5831.bmp,0.072,B   O   R   L,S   N   A   W,D   A   N   S,F   O   R   B,yes,no,no,no,
43,2,12,ec,6,negative,D   W   A   P,maske_2.bmp,maske_1.bmp,9006.bmp,0.072,F   L   O   R,W   A   P   S,D   W   A   P,J   O   R   B,no,yes,no,no,
43,2,13,ec,8,positive,B   R   O   F,maske_2.bmp,maske_1.bmp,8540.bmp,0.072,B   R   O   F,D   W   A   P,J   O   R   F,W   A   D   S,yes,no,no,no,
43,2,14,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,2660.bmp,0.5,H   Y   V   Z,K   I   G   M,T   E   H   V,G   M   U   X,no,no,yes,no,
43,2,15,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9280.bmp,0.5,K   I   G   M,H   Y   V   Z,T   E   H   V,G   M   U   X,yes,no,no,no,
43,2,16,ec,1,negative,S   W   A   D,maske_1.bmp,maske_2.bmp,2710.bmp,0.072,S   W   A   D,D   A   N   S,B   O   R   L,B   R   O   L,yes,no,no,no,
43,2,17,ec,8,negative,D   A   N   S,maske_2.bmp,maske_1.bmp,9630.bmp,0.072,B   R   O   F,F   O   R   B,D   A   N   S,D   A   P   S,yes,no,no,no,
43,2,18,ec,5,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,9340.bmp,0.072,B   R   O   L,W   A   P   S,N   A   P   S,F   L   O   R,no,yes,no,no,
43,2,19,ec,4,negative,S   N   A   W,maske_1.bmp,maske_2.bmp,2375.1.bmp,0.072,S   N   A   W,W   A   D   S,B   O   R   F,B   O   R   L,yes,no,no,no,
