subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
29,1,1,ec,5,negative,K   L   E   H,maske_2.bmp,maske_1.bmp,9435.bmp,0.082,C   L   E   M,K   L   E   H,Z   U   D   T,G   U   N   T,yes,no,no,no,
29,1,2,ec,3,positive,D   U   G   T,maske_1.bmp,maske_2.bmp,7502.bmp,0.082,K   L   E   H,C   E   L   M,D   U   G   T,T   U   N   G,no,no,yes,no,
29,1,3,ec_control,1,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,8540.bmp,0.5,V   A   S   P,J   O   R   F,F   R   I   B,P   Y   W   S,no,yes,no,no,
29,1,4,ec,8,negative,K   E   H   M,maske_2.bmp,maske_1.bmp,6242.bmp,0.082,G   U   T   Z,D   U   G   T,K   E   H   M,K   L   E   H,no,no,no,yes,
29,1,5,ec,6,positive,Z   U   N   T,maske_1.bmp,maske_2.bmp,2080.bmp,0.082,C   H   E   K,Z   U   N   T,C   L   E   M,D   U   G   T,no,yes,no,no,
29,1,6,ec,4,positive,G   U   N   T,maske_2.bmp,maske_1.bmp,4606.bmp,0.082,G   U   N   T,K   E   H   M,G   N   U   D,C   L   E   M,no,no,yes,no,
29,1,7,ec,7,negative,H   E   L   K,maske_1.bmp,maske_2.bmp,9330.bmp,0.082,C   E   L   M,T   U   N   G,Z   U   N   T,H   E   L   K,no,no,no,yes,
29,1,8,ec,8,positive,T   U   N   G,maske_2.bmp,maske_1.bmp,7350.bmp,0.082,H   E   L   K,G   U   T   Z,K   L   E   H,T   U   N   G,no,no,no,yes,
29,1,9,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,1525.bmp,0.5,P   Y   W   S,V   A   S   P,J   O   R   F,F   R   I   B,yes,no,no,no,
29,1,10,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,9430.bmp,0.5,P   Y   W   S,J   O   R   F,V   A   S   P,F   R   I   B,no,no,yes,no,
29,1,11,ec,4,negative,K   E   C   H,maske_1.bmp,maske_2.bmp,7380.bmp,0.082,Z   U   D   T,H   E   L   K,K   E   C   H,G   N   U   D,no,no,yes,no,
29,1,12,ec,1,positive,G   U   T   Z,maske_1.bmp,maske_2.bmp,2057.bmp,0.082,G   U   N   T,K   E   L   M,K   E   C   H,G   U   T   Z,no,no,no,yes,
29,1,13,ec,3,negative,C   H   E   K,maske_1.bmp,maske_2.bmp,9560.bmp,0.082,G   U   T   Z,T   U   G   Z,K   E   L   M,C   H   E   K,no,no,yes,no,
29,1,14,ec,1,negative,C   E   L   M,maske_1.bmp,maske_2.bmp,9000.bmp,0.082,T   U   G   Z,C   E   L   M,K   E   C   H,D   U   G   T,no,yes,no,no,
