subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3
7,1,1,ec,8,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,7230.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,2,ec,2,positive,C   E   L   M,maske_1.bmp,maske_2.bmp,8200.bmp,0.067,yes,no,no,no,no,no,no,no,no
7,1,3,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,9630.bmp,0.5,no,no,no,no,no,yes,no,no,no
7,1,4,ec,5,negative,Z   U   N   D,maske_1.bmp,maske_2.bmp,2053.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,5,ec,3,negative,N   U   G   Z,maske_1.bmp,maske_2.bmp,9220.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,6,ec,3,positive,M   E   H   K,maske_1.bmp,maske_2.bmp,7470.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,7,ec,1,positive,C   L   E   K,maske_2.bmp,maske_1.bmp,8470.bmp,0.067,yes,no,no,no,no,no,no,no,no
7,1,8,ec,2,negative,G   N   U   D,maske_2.bmp,maske_1.bmp,2710.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,9,ec,5,positive,C   H   E   L,maske_1.bmp,maske_2.bmp,2071.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,10,ec_control,1,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,4220.bmp,0.5,no,no,no,no,no,yes,no,no,no
7,1,11,ec,4,positive,K   L   E   H,maske_1.bmp,maske_2.bmp,2058.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,12,ec,6,negative,Z   U   N   G,maske_2.bmp,maske_1.bmp,9331.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,13,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9830.bmp,0.5,no,no,no,no,no,yes,no,no,no
7,1,14,ec,6,positive,H   E   L   K,maske_1.bmp,maske_2.bmp,7350.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,15,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,2080.bmp,0.5,no,no,no,no,no,yes,no,no,no
7,1,16,ec,7,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,9330.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,17,ec,7,positive,K   E   H   M,maske_2.bmp,maske_1.bmp,8540.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,18,ec,8,negative,T   N   U   D,maske_1.bmp,maske_2.bmp,9421.bmp,0.067,yes,no,no,no,no,no,no,no,no
7,1,19,ec,4,negative,Z   U   N   T,maske_2.bmp,maske_1.bmp,9920.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,1,20,ec,1,negative,D   U   G   T,maske_2.bmp,maske_1.bmp,6570.1.bmp,0.067,no,yes,no,no,no,no,no,no,no
7,2,1,ec,6,positive,H   E   L   K,maske_2.bmp,maske_1.bmp,2091.bmp,0.071,no,yes,no,no,no,no,no,no,no
7,2,2,ec,2,negative,G   N   U   D,maske_1.bmp,maske_2.bmp,9280.bmp,0.071,no,yes,no,no,no,no,no,no,no
7,2,3,ec,1,positive,C   L   E   K,maske_1.bmp,maske_2.bmp,2150.bmp,0.071,no,no,yes,no,no,no,no,no,no
7,2,4,ec,3,positive,M   E   H   K,maske_2.bmp,maske_1.bmp,8370.bmp,0.071,no,no,yes,no,no,no,no,no,no
7,2,5,ec,1,negative,D   U   G   T,maske_1.bmp,maske_2.bmp,3220.bmp,0.071,no,no,yes,no,no,no,no,no,no
7,2,6,ec,7,positive,K   E   H   M,maske_1.bmp,maske_2.bmp,2070.bmp,0.071,no,no,yes,no,no,no,no,no,no
7,2,7,ec,2,positive,C   E   L   M,maske_2.bmp,maske_1.bmp,8330.bmp,0.071,no,yes,no,no,no,no,no,no,no
7,2,8,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,7330.bmp,0.5,no,no,no,no,no,yes,no,no,no
7,2,9,ec,4,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,1463.bmp,0.071,no,yes,no,no,no,no,no,no,no
7,2,10,ec,6,negative,Z   U   N   G,maske_1.bmp,maske_2.bmp,9432.bmp,0.071,no,no,yes,no,no,no,no,no,no
7,2,11,ec,7,negative,G   U   N   D,maske_2.bmp,maske_1.bmp,9006.bmp,0.071,no,yes,no,no,no,no,no,no,no
7,2,12,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2050.bmp,0.5,no,no,no,no,no,yes,no,no,no
7,2,13,ec,5,negative,Z   U   N   D,maske_2.bmp,maske_1.bmp,2375.1.bmp,0.071,no,yes,no,no,no,no,no,no,no
7,2,14,ec,4,negative,Z   U   N   T,maske_1.bmp,maske_2.bmp,9404.bmp,0.071,no,yes,no,no,no,no,no,no,no
7,2,15,ec,5,positive,C   H   E   L,maske_2.bmp,maske_1.bmp,5460.bmp,0.071,no,no,yes,no,no,no,no,no,no
7,2,16,ec,3,negative,N   U   G   Z,maske_2.bmp,maske_1.bmp,3160.bmp,0.071,no,yes,no,no,no,no,no,no,no
7,2,17,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,9342.bmp,0.5,no,no,no,no,no,yes,no,no,no
7,2,18,ec,8,positive,M   E   C   H,maske_1.bmp,maske_2.bmp,5910.bmp,0.071,no,no,yes,no,no,no,no,no,no
7,2,19,ec,8,negative,T   N   U   D,maske_2.bmp,maske_1.bmp,9050.bmp,0.071,no,no,no,yes,no,no,no,no,no
7,2,20,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,9182.bmp,0.5,no,no,no,no,no,yes,no,no,no
7,3,1,ec,1,negative,D   U   G   T,maske_2.bmp,maske_1.bmp,6555.bmp,0.075,no,no,yes,no,no,no,no,no,no
7,3,2,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,9340.bmp,0.5,no,no,no,no,no,yes,no,no,no
7,3,3,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,1710.bmp,0.5,no,no,no,no,no,yes,no,no,no
7,3,4,ec,8,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,5594.bmp,0.075,no,no,no,yes,no,no,no,no,no
7,3,5,ec_control,1,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,8501.bmp,0.5,no,no,no,no,no,yes,no,no,no
7,3,6,ec,3,negative,N   U   G   Z,maske_2.bmp,maske_1.bmp,9500.bmp,0.075,no,no,yes,no,no,no,no,no,no
7,3,7,ec,1,positive,C   L   E   K,maske_1.bmp,maske_2.bmp,8496.bmp,0.075,no,no,no,yes,no,no,no,no,no
7,3,8,ec,8,negative,T   N   U   D,maske_1.bmp,maske_2.bmp,9041.bmp,0.075,no,no,no,yes,no,no,no,no,no
7,3,9,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,6242.bmp,0.5,no,no,no,no,no,yes,no,no,no
