subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
60,1,1,ec,2,negative,P   A   W   S,maske_2.bmp,maske_1.bmp,9050.bmp,0.071,P   A   W   S,B   O   R   L,J   O   R   B,W   A   N   S,yes,no,no,no,
60,1,2,ec,8,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,2311.bmp,0.071,W   A   N   S,B   O   L   F,L   O   R   B,W   A   P   S,no,no,no,yes,
60,1,3,ec,6,positive,B   O   R   L,maske_1.bmp,maske_2.bmp,2550.bmp,0.071,S   P   A   W,B   R   O   F,B   O   R   L,D   A   N   S,no,no,yes,no,
60,1,4,ec,3,negative,S   P   A   W,maske_2.bmp,maske_1.bmp,9006.bmp,0.071,J   O   L   F,S   N   A   W,S   P   A   W,J   O   R   F,no,yes,no,no,
60,1,5,ec,1,negative,S   N   A   W,maske_2.bmp,maske_1.bmp,6555.bmp,0.071,J   O   R   B,S   P   A   W,J   O   L   F,S   N   A   W,no,yes,no,no,
60,1,6,ec_control,2,positive,K   I   G   M,maske_2.bmp,maske_1.bmp,2900.2.bmp,0.5,K   I   G   M,G   M   U   X,H   Y   V   Z,T   E   H   V,yes,no,no,no,
60,1,7,ec_control,2,negative,H   Y   V   Z,maske_2.bmp,maske_1.bmp,9007.bmp,0.5,H   Y   V   Z,K   I   G   M,G   M   U   X,T   E   H   V,yes,no,no,no,
60,1,8,ec,5,positive,B   R   O   F,maske_2.bmp,maske_1.bmp,2791.bmp,0.071,B   R   O   F,J   O   R   B,S   N   A   W,P   A   W   S,yes,no,no,no,
60,1,9,ec,6,negative,D   A   N   S,maske_1.bmp,maske_2.bmp,3220.bmp,0.071,P   A   W   S,B   O   L   F,B   R   O   F,D   A   N   S,yes,no,no,no,
60,1,10,ec,7,positive,L   O   R   B,maske_2.bmp,maske_1.bmp,4220.bmp,0.071,P   A   W   S,W   A   P   S,L   O   R   B,J   O   L   F,no,no,yes,no,
60,1,11,ec,4,negative,S   W   A   P,maske_1.bmp,maske_2.bmp,9404.bmp,0.071,B   O   R   L,S   W   A   P,J   O   R   F,D   A   N   S,no,yes,no,no,
60,1,12,ec,2,positive,F   R   O   B,maske_2.bmp,maske_1.bmp,5460.bmp,0.071,F   R   O   B,S   W   A   P,B   O   L   F,D   A   N   S,yes,no,no,no,
60,1,13,ec,3,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,2209.bmp,0.071,W   A   N   S,J   O   R   B,S   N   A   D,J   O   R   F,no,yes,no,no,
60,1,14,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,6570.1.bmp,0.5,T   E   H   V,K   I   G   M,G   M   U   X,H   Y   V   Z,yes,no,no,no,
60,1,15,ec,5,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,2900.bmp,0.071,W   A   P   S,L   O   R   B,S   N   A   D,F   R   O   B,yes,no,no,no,
60,1,16,ec_control,1,positive,G   M   U   X,maske_1.bmp,maske_2.bmp,5831.bmp,0.5,K   I   G   M,H   Y   V   Z,T   E   H   V,G   M   U   X,no,no,no,yes,
60,1,17,ec,8,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,3550.bmp,0.071,F   R   O   B,B   R   O   F,W   A   N   S,W   A   P   S,no,no,yes,no,
60,1,18,ec,7,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,9400.bmp,0.071,S   N   A   D,S   W   A   P,L   O   R   B,B   O   L   F,no,yes,no,no,
60,1,19,ec,1,positive,J   O   L   F,maske_2.bmp,maske_1.bmp,5830.bmp,0.071,J   O   L   F,B   O   R   L,S   N   A   W,S   N   A   D,yes,no,no,no,
60,1,20,ec,4,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,8080.bmp,0.071,J   O   R   F,F   R   O   B,S   W   A   P,S   P   A   W,yes,no,no,no,
60,2,1,ec,4,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,5629.bmp,0.071,J   O   R   F,S   N   A   D,D   A   N   S,B   O   R   L,no,no,no,yes,
60,2,2,ec,2,negative,P   A   W   S,maske_2.bmp,maske_1.bmp,9331.bmp,0.071,J   O   R   B,B   R   O   F,S   N   A   D,P   A   W   S,no,no,no,yes,
60,2,3,ec,7,positive,L   O   R   B,maske_1.bmp,maske_2.bmp,2070.bmp,0.071,W   A   N   S,L   O   R   B,P   A   W   S,B   O   L   F,no,no,no,yes,
60,2,4,ec,1,positive,J   O   L   F,maske_2.bmp,maske_1.bmp,5594.bmp,0.071,J   O   L   F,S   P   A   W,W   A   P   S,L   O   R   B,yes,no,no,no,
60,2,5,ec,1,negative,S   N   A   W,maske_1.bmp,maske_2.bmp,6242.bmp,0.071,F   R   O   B,S   N   A   W,B   O   L   F,S   P   A   W,no,yes,no,no,
60,2,6,ec,8,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,9430.bmp,0.071,J   O   R   F,F   R   O   B,W   A   P   S,W   A   N   S,no,no,yes,no,
60,2,7,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,9041.bmp,0.5,K   I   G   M,H   Y   V   Z,G   M   U   X,T   E   H   V,no,no,no,yes,
60,2,8,ec,7,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,3220.bmp,0.071,S   N   A   D,B   O   L   F,J   O   R   F,P   A   W   S,no,no,no,yes,
60,2,9,ec_control,2,positive,K   I   G   M,maske_2.bmp,maske_1.bmp,2311.bmp,0.5,T   E   H   V,G   M   U   X,H   Y   V   Z,K   I   G   M,no,no,no,yes,
60,2,10,ec,8,positive,B   O   L   F,maske_2.bmp,maske_1.bmp,2340.bmp,0.071,F   R   O   B,W   A   P   S,B   O   L   F,S   P   A   W,no,no,yes,no,
60,2,11,ec,3,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,8170.bmp,0.071,J   O   L   F,W   A   N   S,S   W   A   P,J   O   R   B,no,yes,no,no,
60,2,12,ec,6,positive,B   O   R   L,maske_2.bmp,maske_1.bmp,7580.bmp,0.071,S   W   A   P,B   R   O   F,S   N   A   W,B   O   R   L,no,no,no,yes,
60,2,13,ec,3,negative,S   P   A   W,maske_2.bmp,maske_1.bmp,9561.bmp,0.071,S   W   A   P,B   R   O   F,B   O   R   L,S   P   A   W,no,no,no,yes,
60,2,14,ec,6,negative,D   A   N   S,maske_2.bmp,maske_1.bmp,8485.bmp,0.071,L   O   R   B,W   A   N   S,D   A   N   S,J   O   L   F,no,no,yes,no,
60,2,15,ec,5,positive,B   R   O   F,maske_1.bmp,maske_2.bmp,8330.bmp,0.071,S   N   A   D,B   R   O   F,D   A   N   S,J   O   R   B,no,no,no,yes,
60,2,16,ec,5,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,3160.bmp,0.071,B   O   R   L,S   N   A   W,W   A   P   S,J   O   L   F,no,no,yes,no,
60,2,17,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,9432.bmp,0.5,G   M   U   X,K   I   G   M,H   Y   V   Z,T   E   H   V,no,no,yes,no,
