subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
21,1,1,ec,1,negative,C   H   E   L,maske_1.bmp,maske_2.bmp,9265.bmp,0.091,Z   U   N   D,C   H   E   L,G   N   U   D,K   L   E   H,no,no,yes,no,
21,1,2,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,2791.bmp,0.5,F   R   I   B,V   A   S   P,J   O   R   F,P   Y   W   S,yes,no,no,no,
21,1,3,ec,4,negative,K   L   E   H,maske_1.bmp,maske_2.bmp,9342.bmp,0.091,G   U   N   D,C   H   E   K,D   U   N   T,K   L   E   H,no,no,no,yes,
21,1,4,ec,7,positive,D   U   N   T,maske_1.bmp,maske_2.bmp,8470.bmp,0.091,D   U   N   T,K   E   C   H,G   U   N   D,C   H   E   L,no,yes,no,no,
21,1,5,ec,8,positive,N   U   G   Z,maske_1.bmp,maske_2.bmp,8190.bmp,0.091,K   L   E   H,N   U   G   Z,K   E   C   H,Z   U   N   D,no,yes,no,no,
21,1,6,ec,8,negative,C   H   E   K,maske_1.bmp,maske_2.bmp,9340.bmp,0.091,Z   U   N   T,T   U   N   G,M   E   C   H,C   H   E   K,no,no,yes,no,
21,1,7,ec,5,negative,K   E   L   M,maske_1.bmp,maske_2.bmp,6570.1.bmp,0.091,K   E   L   M,G   U   N   D,T   N   U   D,K   L   E   M,no,no,yes,no,
21,1,8,ec,6,positive,G   N   U   D,maske_2.bmp,maske_1.bmp,2040.bmp,0.091,C   H   E   K,M   E   C   H,G   N   U   D,Z   U   N   T,no,no,yes,no,
21,1,9,ec,6,negative,C   E   L   M,maske_2.bmp,maske_1.bmp,6020.bmp,0.091,T   U   N   G,N   U   G   Z,C   E   L   M,K   E   C   H,no,no,yes,no,
21,1,10,ec,3,negative,M   E   C   H,maske_1.bmp,maske_2.bmp,6831.bmp,0.091,M   E   C   H,C   E   L   M,Z   U   N   D,Z   U   N   T,yes,no,no,no,
21,1,11,ec,7,negative,K   L   E   M,maske_2.bmp,maske_1.bmp,9920.bmp,0.091,G   N   U   D,C   H   E   L,K   L   E   M,N   U   G   Z,no,no,yes,no,
21,1,12,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,6311.bmp,0.5,V   A   S   P,F   R   I   B,P   Y   W   S,J   O   R   F,yes,no,no,no,
21,1,13,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,9435.bmp,0.5,P   Y   W   S,V   A   S   P,J   O   R   F,F   R   I   B,yes,no,no,no,
21,1,14,ec,2,negative,K   E   C   H,maske_1.bmp,maske_2.bmp,9520.bmp,0.091,K   E   C   H,K   E   L   M,D   U   N   T,T   N   U   D,yes,no,no,no,
21,1,15,ec,2,positive,T   U   N   G,maske_1.bmp,maske_2.bmp,2071.bmp,0.091,C   H   E   L,N   U   G   Z,T   U   N   G,K   E   L   M,no,no,yes,no,
21,1,16,ec,3,positive,Z   U   N   T,maske_2.bmp,maske_1.bmp,5910.bmp,0.091,Z   U   N   T,D   U   N   T,K   L   E   M,C   E   L   M,yes,no,no,no,
21,1,17,ec_control,1,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,2057.bmp,0.5,F   R   I   B,J   O   R   F,P   Y   W   S,V   A   S   P,no,yes,no,no,
21,1,18,ec,4,positive,T   N   U   D,maske_2.bmp,maske_1.bmp,2050.bmp,0.091,T   N   U   D,K   L   E   M,T   U   N   G,K   L   E   H,no,yes,no,no,
21,1,19,ec,5,positive,G   U   N   D,maske_2.bmp,maske_1.bmp,4622.bmp,0.091,G   U   N   D,C   E   L   M,T   N   U   D,M   E   C   H,no,yes,no,no,
21,1,20,ec,1,positive,Z   U   N   D,maske_2.bmp,maske_1.bmp,1710.bmp,0.091,C   H   E   K,K   E   L   M,Z   U   N   D,G   N   U   D,no,no,yes,no,
21,2,1,ec,2,positive,T   U   N   G,maske_1.bmp,maske_2.bmp,8540.bmp,0.091,D   U   N   T,T   U   N   G,K   E   C   H,C   H   E   L,no,no,no,yes,
21,2,2,ec,7,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,9102.bmp,0.091,Z   U   N   T,K   E   L   M,G   N   U   D,K   L   E   M,no,yes,no,no,
21,2,3,ec,5,positive,G   U   N   D,maske_2.bmp,maske_1.bmp,5629.bmp,0.091,G   N   U   D,G   U   N   D,K   L   E   M,C   E   L   M,no,yes,no,no,
21,2,4,ec,4,positive,T   N   U   D,maske_2.bmp,maske_1.bmp,1463.bmp,0.091,T   U   N   G,K   E   C   H,T   N   U   D,C   H   E   L,no,yes,no,no,
21,2,5,ec,6,negative,C   E   L   M,maske_2.bmp,maske_1.bmp,2141.bmp,0.091,C   E   L   M,T   U   N   G,C   H   E   K,Z   U   N   T,yes,no,no,no,
21,2,6,ec,1,negative,C   H   E   L,maske_2.bmp,maske_1.bmp,9500.bmp,0.091,M   E   C   H,D   U   N   T,T   U   N   G,C   H   E   L,yes,no,no,no,
21,2,7,ec,1,positive,Z   U   N   D,maske_1.bmp,maske_2.bmp,4606.bmp,0.091,M   E   C   H,Z   U   N   T,K   L   E   M,Z   U   N   D,yes,no,no,no,
21,2,8,ec,5,negative,K   E   L   M,maske_2.bmp,maske_1.bmp,2053.bmp,0.091,K   L   E   H,K   E   L   M,Z   U   N   D,G   N   U   D,no,yes,no,no,
21,2,9,ec,8,negative,C   H   E   K,maske_2.bmp,maske_1.bmp,9560.bmp,0.091,Z   U   N   D,C   H   E   K,C   H   E   L,N   U   G   Z,no,no,no,yes,
21,2,10,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,8470.bmp,0.5,P   Y   W   S,F   R   I   B,J   O   R   F,V   A   S   P,no,yes,no,no,
21,2,11,ec,8,positive,N   U   G   Z,maske_1.bmp,maske_2.bmp,5910.bmp,0.091,G   U   N   D,K   E   L   M,C   H   E   K,N   U   G   Z,no,yes,no,no,
21,2,12,ec,3,negative,M   E   C   H,maske_2.bmp,maske_1.bmp,9330.bmp,0.091,M   E   C   H,C   E   L   M,G   U   N   D,T   N   U   D,no,yes,no,no,
21,2,13,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2900.2.bmp,0.5,V   A   S   P,J   O   R   F,F   R   I   B,P   Y   W   S,no,yes,no,no,
21,2,14,ec,6,positive,G   N   U   D,maske_2.bmp,maske_1.bmp,1440.bmp,0.091,K   E   L   M,C   H   E   K,T   N   U   D,G   N   U   D,no,no,no,yes,
21,2,15,ec,4,negative,K   L   E   H,maske_1.bmp,maske_2.bmp,3300.bmp,0.091,G   U   N   D,D   U   N   T,K   E   C   H,K   L   E   H,no,no,no,yes,
21,2,16,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,6570.1.bmp,0.5,F   R   I   B,P   Y   W   S,J   O   R   F,V   A   S   P,no,yes,no,no,
21,2,17,ec,7,positive,D   U   N   T,maske_1.bmp,maske_2.bmp,7230.bmp,0.091,D   U   N   T,K   L   E   H,N   U   G   Z,C   E   L   M,yes,no,no,no,
21,2,18,ec,2,negative,K   E   C   H,maske_2.bmp,maske_1.bmp,9006.bmp,0.091,K   L   E   M,K   E   C   H,T   N   U   D,N   U   G   Z,yes,no,no,no,
21,2,19,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9830.bmp,0.5,J   O   R   F,P   Y   W   S,V   A   S   P,F   R   I   B,no,no,yes,no,
21,2,20,ec,3,positive,Z   U   N   T,maske_2.bmp,maske_1.bmp,2057.bmp,0.091,K   L   E   H,M   E   C   H,Z   U   N   T,Z   U   N   D,yes,no,no,no,
21,3,1,ec,1,positive,Z   U   N   D,maske_1.bmp,maske_2.bmp,7350.bmp,0.091,Z   U   N   T,C   H   E   L,Z   U   N   D,K   E   C   H,yes,no,no,no,
21,3,2,ec,8,positive,N   U   G   Z,maske_1.bmp,maske_2.bmp,8470.bmp,0.091,N   U   G   Z,T   U   N   G,C   H   E   L,K   L   E   H,no,no,no,yes,
21,3,3,ec,7,positive,D   U   N   T,maske_1.bmp,maske_2.bmp,2091.bmp,0.091,M   E   C   H,G   N   U   D,D   U   N   T,K   E   L   M,no,no,yes,no,
21,3,4,ec_control,1,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,2160.bmp,0.5,F   R   I   B,P   Y   W   S,J   O   R   F,V   A   S   P,no,no,yes,no,
21,3,5,ec,4,positive,T   N   U   D,maske_2.bmp,maske_1.bmp,2071.bmp,0.091,M   E   C   H,K   E   L   M,D   U   N   T,T   N   U   D,no,no,no,yes,
21,3,6,ec,2,positive,T   U   N   G,maske_2.bmp,maske_1.bmp,8080.bmp,0.091,T   U   N   G,C   H   E   K,K   E   C   H,Z   U   N   D,no,no,no,yes,
21,3,7,ec,3,positive,Z   U   N   T,maske_2.bmp,maske_1.bmp,1999.bmp,0.091,K   L   E   M,C   E   L   M,G   U   N   D,Z   U   N   T,no,no,no,yes,
21,3,8,ec,5,negative,K   E   L   M,maske_2.bmp,maske_1.bmp,6570.1.bmp,0.091,T   U   N   G,K   L   E   H,K   E   L   M,D   U   N   T,no,no,yes,no,
21,3,9,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,9432.bmp,0.5,V   A   S   P,F   R   I   B,J   O   R   F,P   Y   W   S,no,no,no,yes,
21,3,10,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9920.bmp,0.5,F   R   I   B,J   O   R   F,P   Y   W   S,V   A   S   P,no,no,no,yes,
21,3,11,ec,6,negative,C   E   L   M,maske_1.bmp,maske_2.bmp,9182.bmp,0.091,Z   U   N   D,Z   U   N   T,C   H   E   K,C   E   L   M,no,no,no,yes,
21,3,12,ec,8,negative,C   H   E   K,maske_1.bmp,maske_2.bmp,6242.bmp,0.091,Z   U   N   D,G   N   U   D,K   L   E   M,C   H   E   K,no,no,no,yes,
21,3,13,ec,4,negative,K   L   E   H,maske_2.bmp,maske_1.bmp,2750.bmp,0.091,K   E   L   M,Z   U   N   T,K   L   E   H,G   U   N   D,no,yes,no,no,
21,3,14,ec,5,positive,G   U   N   D,maske_1.bmp,maske_2.bmp,8170.bmp,0.091,C   H   E   K,N   U   G   Z,G   U   N   D,K   L   E   H,no,no,yes,no,
21,3,15,ec,2,negative,K   E   C   H,maske_2.bmp,maske_1.bmp,9561.bmp,0.091,C   H   E   L,G   U   N   D,K   E   C   H,G   N   U   D,no,no,yes,no,
21,3,16,ec,7,negative,K   L   E   M,maske_2.bmp,maske_1.bmp,9330.bmp,0.091,K   L   E   M,D   U   N   T,N   U   G   Z,M   E   C   H,yes,no,no,no,
21,3,17,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,2058.bmp,0.5,V   A   S   P,P   Y   W   S,F   R   I   B,J   O   R   F,no,no,yes,no,
21,3,18,ec,6,positive,G   N   U   D,maske_2.bmp,maske_1.bmp,2080.bmp,0.091,G   N   U   D,K   L   E   M,T   N   U   D,C   E   L   M,yes,no,no,no,
21,3,19,ec,1,negative,C   H   E   L,maske_1.bmp,maske_2.bmp,3220.bmp,0.091,C   H   E   L,T   N   U   D,K   E   C   H,N   U   G   Z,yes,no,no,no,
21,3,20,ec,3,negative,M   E   C   H,maske_1.bmp,maske_2.bmp,2900.bmp,0.091,M   E   C   H,T   N   U   D,T   U   N   G,C   E   L   M,yes,no,no,no,
21,4,1,ec,5,positive,G   U   N   D,maske_2.bmp,maske_1.bmp,7230.bmp,0.091,N   U   G   Z,K   L   E   H,G   U   N   D,C   H   E   K,yes,no,no,no,
21,4,2,ec,7,negative,K   L   E   M,maske_2.bmp,maske_1.bmp,2276.bmp,0.091,Z   U   N   T,K   L   E   M,K   L   E   H,N   U   G   Z,no,yes,no,no,
21,4,3,ec,4,positive,T   N   U   D,maske_2.bmp,maske_1.bmp,2900.2.bmp,0.091,C   H   E   L,D   U   N   T,K   L   E   M,T   N   U   D,no,no,no,yes,
21,4,4,ec,6,negative,C   E   L   M,maske_2.bmp,maske_1.bmp,9435.bmp,0.091,K   E   L   M,N   U   G   Z,Z   U   N   D,C   E   L   M,yes,no,no,no,
21,4,5,ec,8,positive,N   U   G   Z,maske_1.bmp,maske_2.bmp,2058.bmp,0.091,N   U   G   Z,C   E   L   M,C   H   E   L,T   U   N   G,yes,no,no,no,
21,4,6,ec,4,negative,K   L   E   H,maske_2.bmp,maske_1.bmp,3160.bmp,0.091,G   U   N   D,K   L   E   M,K   L   E   H,T   N   U   D,no,no,yes,no,
21,4,7,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2160.bmp,0.5,F   R   I   B,J   O   R   F,V   A   S   P,P   Y   W   S,no,yes,no,no,
21,4,8,ec,2,positive,T   U   N   G,maske_1.bmp,maske_2.bmp,2057.bmp,0.091,K   L   E   H,M   E   C   H,Z   U   N   D,T   U   N   G,no,yes,no,no,
21,4,9,ec,6,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,7580.bmp,0.091,K   E   L   M,G   U   N   D,C   E   L   M,G   N   U   D,no,no,no,yes,
21,4,10,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,7380.bmp,0.5,P   Y   W   S,V   A   S   P,F   R   I   B,J   O   R   F,no,yes,no,no,
21,4,11,ec,3,positive,Z   U   N   T,maske_2.bmp,maske_1.bmp,7470.bmp,0.091,K   E   L   M,Z   U   N   T,K   E   C   H,T   N   U   D,yes,no,no,no,
21,4,12,ec,5,negative,K   E   L   M,maske_2.bmp,maske_1.bmp,9220.bmp,0.091,K   E   C   H,G   U   N   D,K   E   L   M,G   N   U   D,no,no,yes,no,
21,4,13,ec,8,negative,C   H   E   K,maske_1.bmp,maske_2.bmp,6555.bmp,0.091,Z   U   N   D,M   E   C   H,D   U   N   T,C   H   E   K,no,no,yes,no,
21,4,14,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,9331.bmp,0.5,F   R   I   B,P   Y   W   S,V   A   S   P,J   O   R   F,no,yes,no,no,
21,4,15,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,8470.bmp,0.5,F   R   I   B,V   A   S   P,P   Y   W   S,J   O   R   F,yes,no,no,no,
21,4,16,ec,2,negative,K   E   C   H,maske_2.bmp,maske_1.bmp,9630.bmp,0.091,K   E   C   H,D   U   N   T,T   N   U   D,C   H   E   L,yes,no,no,no,
21,4,17,ec,1,positive,Z   U   N   D,maske_1.bmp,maske_2.bmp,8540.bmp,0.091,Z   U   N   T,Z   U   N   D,M   E   C   H,C   H   E   K,no,yes,no,no,
21,4,18,ec,3,negative,M   E   C   H,maske_1.bmp,maske_2.bmp,9430.bmp,0.091,Z   U   N   T,M   E   C   H,T   U   N   G,C   H   E   K,no,yes,no,no,
21,4,19,ec,1,negative,C   H   E   L,maske_1.bmp,maske_2.bmp,9342.bmp,0.091,T   U   N   G,C   E   L   M,G   N   U   D,C   H   E   L,no,yes,no,no,
21,4,20,ec,7,positive,D   U   N   T,maske_2.bmp,maske_1.bmp,2209.bmp,0.091,D   U   N   T,G   N   U   D,K   L   E   M,K   E   C   H,no,yes,no,no,
21,5,1,ec,4,positive,T   N   U   D,maske_1.bmp,maske_2.bmp,7580.bmp,0.091,C   H   E   L,T   N   U   D,K   E   L   M,N   U   G   Z,no,yes,no,no,
21,5,2,ec,5,positive,G   U   N   D,maske_1.bmp,maske_2.bmp,8200.bmp,0.091,K   L   E   H,G   U   N   D,Z   U   N   D,K   L   E   M,no,yes,no,no,
21,5,3,ec,7,positive,D   U   N   T,maske_2.bmp,maske_1.bmp,2550.bmp,0.091,D   U   N   T,M   E   C   H,G   U   N   D,C   E   L   M,no,yes,no,no,
21,5,4,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,5830.bmp,0.5,P   Y   W   S,V   A   S   P,J   O   R   F,F   R   I   B,no,no,yes,no,
21,5,5,ec,6,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,2070.bmp,0.091,G   N   U   D,Z   U   N   T,C   E   L   M,K   E   L   M,yes,no,no,no,
21,5,6,ec,3,negative,M   E   C   H,maske_1.bmp,maske_2.bmp,9432.bmp,0.091,G   N   U   D,C   H   E   K,M   E   C   H,Z   U   N   D,no,no,yes,no,
21,5,7,ec,8,positive,N   U   G   Z,maske_2.bmp,maske_1.bmp,2660.bmp,0.091,N   U   G   Z,T   U   N   G,M   E   C   H,K   E   C   H,no,no,yes,no,
21,5,8,ec,1,positive,Z   U   N   D,maske_2.bmp,maske_1.bmp,2311.bmp,0.091,Z   U   N   D,C   H   E   K,D   U   N   T,K   L   E   M,no,no,yes,no,
21,5,9,ec,6,negative,C   E   L   M,maske_2.bmp,maske_1.bmp,6020.bmp,0.091,C   H   E   L,C   E   L   M,T   U   N   G,D   U   N   T,no,yes,no,no,
21,5,10,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,9006.bmp,0.5,F   R   I   B,P   Y   W   S,V   A   S   P,J   O   R   F,no,yes,no,no,
21,5,11,ec,3,positive,Z   U   N   T,maske_1.bmp,maske_2.bmp,7470.bmp,0.091,Z   U   N   T,C   H   E   K,T   N   U   D,K   E   C   H,no,yes,no,no,
21,5,12,ec,2,negative,K   E   C   H,maske_2.bmp,maske_1.bmp,6242.bmp,0.091,G   N   U   D,K   E   L   M,K   E   C   H,Z   U   N   D,no,yes,no,no,
21,5,13,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,2150.bmp,0.5,V   A   S   P,J   O   R   F,P   Y   W   S,F   R   I   B,no,no,no,yes,
21,5,14,ec,7,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,9182.bmp,0.091,G   U   N   D,M   E   C   H,N   U   G   Z,K   L   E   M,no,no,no,yes,
21,5,15,ec,1,negative,C   H   E   L,maske_1.bmp,maske_2.bmp,6831.bmp,0.091,G   U   N   D,C   E   L   M,N   U   G   Z,C   H   E   L,no,yes,no,no,
21,5,16,ec,5,negative,K   E   L   M,maske_2.bmp,maske_1.bmp,2276.bmp,0.091,T   U   N   G,K   E   L   M,Z   U   N   T,K   E   C   H,no,yes,no,no,
21,5,17,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9180.bmp,0.5,F   R   I   B,V   A   S   P,J   O   R   F,P   Y   W   S,no,yes,no,no,
21,5,18,ec,4,negative,K   L   E   H,maske_1.bmp,maske_2.bmp,6311.bmp,0.091,D   U   N   T,K   L   E   H,K   L   E   M,T   N   U   D,yes,no,no,no,
21,5,19,ec,8,negative,C   H   E   K,maske_2.bmp,maske_1.bmp,9630.bmp,0.091,T   N   U   D,C   H   E   K,K   L   E   H,Z   U   N   T,yes,no,no,no,
21,5,20,ec,2,positive,T   U   N   G,maske_2.bmp,maske_1.bmp,4622.bmp,0.091,K   L   E   H,G   N   U   D,T   U   N   G,C   H   E   L,no,no,yes,no,
