subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
65,1,1,ec,7,negative,J   O   L   F,maske_1.bmp,maske_2.bmp,9180.bmp,0.082,P   A   N   S,J   O   L   F,P   A   W   S,F   R   O   B,no,no,no,yes,
65,1,2,ec,5,positive,D   W   A   P,maske_2.bmp,maske_1.bmp,5830.bmp,0.082,D   W   A   P,B   R   O   L,J   O   L   F,S   N   A   D,no,yes,no,no,
65,1,3,ec,3,negative,F   O   R   B,maske_1.bmp,maske_2.bmp,9220.bmp,0.082,B   L   O   F,F   O   R   B,P   A   N   S,S   N   A   D,yes,no,no,no,
65,1,4,ec,8,positive,S   P   A   D,maske_2.bmp,maske_1.bmp,2150.bmp,0.082,S   N   A   W,L   O   R   B,J   O   R   B,S   P   A   D,no,no,no,yes,
65,1,5,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,9006.bmp,0.5,G   M   U   X,H   Y   V   Z,T   E   H   V,K   I   G   M,yes,no,no,no,
65,1,6,ec,6,negative,B   L   O   F,maske_1.bmp,maske_2.bmp,9265.bmp,0.082,S   N   A   D,F   L   O   R,S   P   A   D,B   L   O   F,no,yes,no,no,
65,1,7,ec,2,negative,F   L   O   R,maske_1.bmp,maske_2.bmp,1525.bmp,0.082,L   O   R   B,S   W   A   D,F   L   O   R,S   N   A   W,no,no,no,yes,
65,1,8,ec,6,positive,P   A   N   S,maske_2.bmp,maske_1.bmp,8501.bmp,0.082,S   W   A   D,J   O   L   F,P   A   N   S,B   R   O   L,no,no,yes,no,
65,1,9,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,8420.bmp,0.5,H   Y   V   Z,G   M   U   X,T   E   H   V,K   I   G   M,yes,no,no,no,
65,1,10,ec,2,positive,S   N   A   D,maske_1.bmp,maske_2.bmp,8170.bmp,0.082,W   A   N   S,J   O   R   B,B   L   O   F,S   N   A   D,no,no,no,yes,
65,1,11,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,5994.bmp,0.5,K   I   G   M,H   Y   V   Z,G   M   U   X,T   E   H   V,no,no,no,yes,
