subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
49,1,1,ec,5,positive,S   P   A   W,maske_1.bmp,maske_2.bmp,8330.bmp,0.077,B   R   O   L,S   P   A   W,S   W   A   P,B   O   R   L,no,yes,no,no,
49,1,2,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,4622.bmp,0.5,T   E   H   V,G   M   U   X,K   I   G   M,H   Y   V   Z,no,no,no,yes,
49,1,3,ec,3,positive,S   W   A   P,maske_2.bmp,maske_1.bmp,2660.bmp,0.077,S   N   A   W,F   O   R   B,S   W   A   P,J   O   R   B,no,no,yes,no,
49,1,4,ec,4,positive,S   W   A   D,maske_2.bmp,maske_1.bmp,7230.bmp,0.077,F   O   R   B,S   W   A   D,B   O   L   F,P   A   W   S,yes,no,no,no,
49,1,5,ec,8,negative,B   O   L   F,maske_1.bmp,maske_2.bmp,9435.bmp,0.077,W   A   N   S,B   O   R   L,S   W   A   P,B   O   L   F,no,yes,no,no,
49,1,6,ec,5,negative,B   O   R   L,maske_1.bmp,maske_2.bmp,9180.bmp,0.077,S   N   A   W,B   O   R   L,S   P   A   D,B   L   O   F,no,yes,no,no,
49,1,7,ec,2,positive,S   N   A   W,maske_2.bmp,maske_1.bmp,8420.bmp,0.077,S   N   A   W,B   O   R   L,S   W   A   D,B   L   O   R,yes,no,no,no,
49,1,8,ec,4,negative,B   R   O   L,maske_2.bmp,maske_1.bmp,3550.bmp,0.077,F   O   R   B,S   P   A   D,S   N   A   W,B   R   O   L,no,no,no,yes,
49,1,9,ec,2,negative,J   O   R   B,maske_1.bmp,maske_2.bmp,9404.bmp,0.077,B   O   L   F,S   P   A   W,D   W   A   P,J   O   R   B,no,no,no,yes,
49,1,10,ec,7,negative,F   O   R   B,maske_1.bmp,maske_2.bmp,6020.bmp,0.077,S   W   A   D,B   R   O   F,W   A   N   S,F   O   R   B,no,no,no,yes,
49,1,11,ec,1,negative,B   L   O   R,maske_1.bmp,maske_2.bmp,2141.bmp,0.077,S   W   A   P,B   L   O   R,J   O   R   B,S   W   A   D,no,no,yes,no,
49,1,12,ec,7,positive,W   A   N   S,maske_1.bmp,maske_2.bmp,2150.bmp,0.077,B   L   O   F,W   A   N   S,S   P   A   W,B   O   L   F,no,yes,no,no,
49,1,13,ec,3,negative,B   R   O   F,maske_2.bmp,maske_1.bmp,9330.bmp,0.077,B   R   O   F,D   W   A   P,B   L   O   R,P   A   W   S,yes,no,no,no,
49,1,14,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,5629.bmp,0.5,T   E   H   V,K   I   G   M,H   Y   V   Z,G   M   U   X,yes,no,no,no,
49,1,15,ec,6,positive,D   W   A   P,maske_1.bmp,maske_2.bmp,2040.bmp,0.077,D   W   A   P,B   R   O   F,S   P   A   D,B   L   O   F,yes,no,no,no,
49,1,16,ec,6,negative,B   L   O   F,maske_1.bmp,maske_2.bmp,9342.bmp,0.077,B   L   O   F,B   R   O   L,S   P   A   W,P   A   W   S,no,yes,no,no,
49,1,17,ec,1,positive,P   A   W   S,maske_2.bmp,maske_1.bmp,8080.bmp,0.077,B   R   O   L,B   L   O   R,P   A   W   S,W   A   N   S,no,no,yes,no,
49,1,18,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,9340.bmp,0.5,T   E   H   V,K   I   G   M,G   M   U   X,H   Y   V   Z,no,no,yes,no,
49,1,19,ec_control,2,negative,K   I   G   M,maske_2.bmp,maske_1.bmp,9400.bmp,0.5,H   Y   V   Z,K   I   G   M,T   E   H   V,G   M   U   X,no,yes,no,no,
49,1,20,ec,8,positive,S   P   A   D,maske_2.bmp,maske_1.bmp,8200.bmp,0.077,J   O   R   B,D   W   A   P,S   P   A   D,B   R   O   F,no,yes,no,no,
49,2,1,ec,5,positive,S   P   A   W,maske_2.bmp,maske_1.bmp,2209.bmp,0.077,P   A   W   S,S   P   A   W,B   L   O   F,F   O   R   B,no,yes,no,no,
49,2,2,ec,8,positive,S   P   A   D,maske_1.bmp,maske_2.bmp,2160.bmp,0.077,S   W   A   P,B   L   O   R,S   P   A   D,J   O   R   B,no,no,yes,no,
49,2,3,ec,4,positive,S   W   A   D,maske_1.bmp,maske_2.bmp,2340.bmp,0.077,S   W   A   D,F   O   R   B,W   A   N   S,B   R   O   L,yes,no,no,no,
