subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
74,1,1,ec,2,negative,L   O   R   B,maske_2.bmp,maske_1.bmp,9006.bmp,0.092,S   P   A   D,D   A   N   S,L   O   R   B,J   O   L   F,no,no,yes,no,
74,1,2,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,1440.bmp,0.5,H   Y   V   Z,K   I   G   M,G   M   U   X,T   E   H   V,no,yes,no,no,
74,1,3,ec,3,positive,S   P   A   D,maske_1.bmp,maske_2.bmp,7330.bmp,0.092,S   P   A   D,B   L   O   F,D   A   N   S,B   O   R   L,yes,no,no,no,
74,1,4,ec,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,6570.1.bmp,0.092,W   A   D   S,J   O   R   F,P   A   N   S,F   R   O   L,no,no,no,yes,
74,1,5,ec,7,positive,W   A   N   S,maske_2.bmp,maske_1.bmp,2660.bmp,0.092,B   O   R   F,W   A   N   S,W   A   D   S,B   O   R   L,no,yes,no,no,
74,1,6,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,3550.bmp,0.5,H   Y   V   Z,G   M   U   X,T   E   H   V,K   I   G   M,no,no,yes,no,
74,1,7,ec,4,positive,P   A   W   S,maske_2.bmp,maske_1.bmp,5629.bmp,0.092,J   O   L   F,F   R   O   L,P   A   W   S,P   A   N   S,no,no,yes,no,
74,1,8,ec,5,positive,D   W   A   P,maske_1.bmp,maske_2.bmp,2091.bmp,0.092,J   O   R   F,D   W   A   P,S   W   A   P,L   O   R   B,no,no,yes,no,
74,1,9,ec,6,positive,W   A   D   S,maske_1.bmp,maske_2.bmp,8420.bmp,0.092,J   O   R   B,B   O   R   F,W   A   D   S,W   A   N   S,no,no,yes,no,
74,1,10,ec,8,positive,D   A   N   S,maske_1.bmp,maske_2.bmp,2080.bmp,0.092,D   A   N   S,F   R   O   L,D   W   A   P,J   O   L   F,yes,no,no,no,
74,1,11,ec,2,positive,P   A   N   S,maske_2.bmp,maske_1.bmp,7580.bmp,0.092,S   P   A   D,J   O   R   F,P   A   N   S,L   O   R   B,no,no,yes,no,
