subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
59,1,1,ec,6,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,9280.bmp,0.08,B   L   O   R,W   A   D   S,F   L   O   R,S   P   A   D,no,no,no,yes,
59,1,2,ec,2,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,6831.bmp,0.08,J   O   L   F,S   N   A   W,W   A   N   S,B   L   O   R,no,no,yes,no,
59,1,3,ec,3,negative,D   W   A   P,maske_2.bmp,maske_1.bmp,2750.bmp,0.08,J   O   L   F,L   O   R   B,P   A   N   D,D   W   A   P,no,no,no,yes,
59,1,4,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,8170.bmp,0.5,H   Y   V   Z,G   M   U   X,T   E   H   V,K   I   G   M,no,no,yes,no,
59,1,5,ec,6,positive,B   L   O   R,maske_2.bmp,maske_1.bmp,5830.bmp,0.08,W   A   N   S,S   P   A   D,B   R   O   L,B   L   O   R,no,no,no,yes,
59,1,6,ec,1,positive,B   R   O   F,maske_2.bmp,maske_1.bmp,2209.bmp,0.08,S   P   A   D,P   A   N   D,B   R   O   F,B   L   O   R,no,no,yes,no,
59,1,7,ec_control,2,negative,K   I   G   M,maske_2.bmp,maske_1.bmp,9102.bmp,0.5,T   E   H   V,H   Y   V   Z,G   M   U   X,K   I   G   M,no,no,no,yes,
59,1,8,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,1525.bmp,0.5,G   M   U   X,K   I   G   M,T   E   H   V,H   Y   V   Z,yes,no,no,no,
59,1,9,ec,4,positive,F   L   O   R,maske_2.bmp,maske_1.bmp,2550.bmp,0.08,F   L   O   R,J   O   L   F,W   A   P   S,W   A   D   S,yes,no,no,no,
59,1,10,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,4220.bmp,0.5,K   I   G   M,H   Y   V   Z,G   M   U   X,T   E   H   V,no,yes,no,no,
59,1,11,ec,1,negative,P   A   N   D,maske_1.bmp,maske_2.bmp,3550.bmp,0.08,P   A   N   D,B   L   O   F,F   R   O   B,W   A   P   S,yes,no,no,no,
59,1,12,ec,7,negative,S   N   A   D,maske_2.bmp,maske_1.bmp,9041.bmp,0.08,S   N   A   D,B   R   O   F,L   O   R   B,W   A   N   S,yes,no,no,no,
59,1,13,ec,3,positive,B   L   O   F,maske_2.bmp,maske_1.bmp,8540.bmp,0.08,B   L   O   F,F   R   O   B,W   A   D   S,S   N   A   W,yes,no,no,no,
59,1,14,ec,5,positive,F   R   O   B,maske_1.bmp,maske_2.bmp,8330.bmp,0.08,F   L   O   R,D   W   A   P,F   R   O   B,S   N   A   D,yes,no,no,no,
59,1,15,ec,8,positive,J   O   L   F,maske_2.bmp,maske_1.bmp,2900.2.bmp,0.08,J   O   L   F,S   N   A   W,L   O   R   B,P   A   N   D,yes,no,no,no,
59,1,16,ec,8,negative,S   N   A   W,maske_1.bmp,maske_2.bmp,8485.bmp,0.08,F   R   O   B,S   N   A   W,S   P   A   D,F   L   O   R,no,yes,no,no,
59,1,17,ec,4,negative,W   A   D   S,maske_1.bmp,maske_2.bmp,2053.bmp,0.08,B   R   O   L,B   L   O   F,S   N   A   D,W   A   D   S,no,no,yes,no,
59,1,18,ec,7,positive,B   R   O   L,maske_1.bmp,maske_2.bmp,8370.bmp,0.08,W   A   P   S,B   L   O   F,W   A   N   S,B   R   O   L,no,no,no,yes,
59,1,19,ec,5,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,2276.bmp,0.08,B   R   O   F,B   R   O   L,D   W   A   P,W   A   P   S,no,no,no,yes,
59,1,20,ec,2,positive,L   O   R   B,maske_1.bmp,maske_2.bmp,1463.bmp,0.08,L   O   R   B,B   R   O   F,D   W   A   P,S   N   A   D,no,no,yes,no,
59,2,1,ec,7,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,9432.bmp,0.08,B   R   O   F,L   O   R   B,S   N   A   D,D   W   A   P,no,no,yes,no,
59,2,2,ec,3,negative,D   W   A   P,maske_1.bmp,maske_2.bmp,3300.bmp,0.08,B   R   O   F,D   W   A   P,B   L   O   R,W   A   N   S,no,yes,no,no,
59,2,3,ec,4,positive,F   L   O   R,maske_1.bmp,maske_2.bmp,5910.bmp,0.08,F   L   O   R,P   A   N   D,F   R   O   B,W   A   P   S,yes,no,no,no,
59,2,4,ec,8,positive,J   O   L   F,maske_1.bmp,maske_2.bmp,7350.bmp,0.08,B   R   O   L,J   O   L   F,W   A   P   S,D   W   A   P,yes,no,no,no,
59,2,5,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,2091.bmp,0.5,T   E   H   V,H   Y   V   Z,K   I   G   M,G   M   U   X,yes,no,no,no,
59,2,6,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,7230.bmp,0.5,G   M   U   X,T   E   H   V,H   Y   V   Z,K   I   G   M,no,no,yes,no,
59,2,7,ec,5,positive,F   R   O   B,maske_2.bmp,maske_1.bmp,2209.bmp,0.08,F   R   O   B,S   N   A   D,S   P   A   D,L   O   R   B,no,no,no,yes,
59,2,8,ec,7,positive,B   R   O   L,maske_1.bmp,maske_2.bmp,8190.bmp,0.08,W   A   N   S,B   R   O   L,B   L   O   F,W   A   D   S,no,yes,no,no,
59,2,9,ec,2,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,3160.bmp,0.08,W   A   N   S,F   R   O   B,F   L   O   R,W   A   D   S,yes,no,no,no,
59,2,10,ec,6,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,6555.bmp,0.08,S   N   A   D,S   P   A   D,B   L   O   R,B   L   O   F,no,yes,no,no,
59,2,11,ec,1,positive,B   R   O   F,maske_1.bmp,maske_2.bmp,2057.bmp,0.08,S   N   A   D,W   A   N   S,B   R   O   F,F   L   O   R,no,no,yes,no,
59,2,12,ec,4,negative,W   A   D   S,maske_1.bmp,maske_2.bmp,9330.bmp,0.08,W   A   D   S,S   N   A   W,L   O   R   B,J   O   L   F,yes,no,no,no,
59,2,13,ec,3,positive,B   L   O   F,maske_2.bmp,maske_1.bmp,8501.bmp,0.08,B   L   O   F,B   L   O   R,D   W   A   P,P   A   N   D,yes,no,no,no,
59,2,14,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,9180.bmp,0.5,G   M   U   X,H   Y   V   Z,K   I   G   M,T   E   H   V,yes,no,no,no,
59,2,15,ec_control,2,negative,K   I   G   M,maske_2.bmp,maske_1.bmp,9430.bmp,0.5,H   Y   V   Z,T   E   H   V,K   I   G   M,G   M   U   X,no,no,yes,no,
59,2,16,ec,6,positive,B   L   O   R,maske_2.bmp,maske_1.bmp,8496.bmp,0.08,B   L   O   R,S   P   A   D,J   O   L   F,S   N   A   W,yes,no,no,no,
59,2,17,ec,8,negative,S   N   A   W,maske_1.bmp,maske_2.bmp,9920.bmp,0.08,P   A   N   D,B   L   O   F,F   L   O   R,S   N   A   W,yes,no,no,no,
59,2,18,ec,1,negative,P   A   N   D,maske_1.bmp,maske_2.bmp,9500.bmp,0.08,F   R   O   B,P   A   N   D,W   A   P   S,B   R   O   L,no,yes,no,no,
59,2,19,ec,2,positive,L   O   R   B,maske_2.bmp,maske_1.bmp,2208.bmp,0.08,B   R   O   F,W   A   D   S,S   N   A   W,L   O   R   B,no,yes,no,no,
59,2,20,ec,5,negative,W   A   P   S,maske_2.bmp,maske_1.bmp,6242.bmp,0.08,S   P   A   D,J   O   L   F,B   R   O   L,W   A   P   S,no,no,no,yes,
59,3,1,ec,1,positive,B   R   O   F,maske_2.bmp,maske_1.bmp,2791.bmp,0.08,S   N   A   D,S   N   A   W,L   O   R   B,B   R   O   F,no,no,no,yes,
59,3,2,ec,6,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,9041.bmp,0.08,B   L   O   R,W   A   N   S,S   P   A   D,B   R   O   L,no,no,yes,no,
59,3,3,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,1650.bmp,0.5,G   M   U   X,K   I   G   M,T   E   H   V,H   Y   V   Z,no,no,no,yes,
59,3,4,ec,8,negative,S   N   A   W,maske_2.bmp,maske_1.bmp,9265.bmp,0.08,S   N   A   W,F   R   O   B,J   O   L   F,P   A   N   D,yes,no,no,no,
59,3,5,ec,8,positive,J   O   L   F,maske_2.bmp,maske_1.bmp,1463.bmp,0.08,P   A   N   D,B   R   O   F,S   P   A   D,J   O   L   F,no,yes,no,no,
59,3,6,ec,3,negative,D   W   A   P,maske_1.bmp,maske_2.bmp,9342.bmp,0.08,S   N   A   D,F   R   O   B,D   W   A   P,B   L   O   F,no,no,yes,no,
59,3,7,ec,2,positive,L   O   R   B,maske_1.bmp,maske_2.bmp,8501.bmp,0.08,W   A   D   S,W   A   P   S,B   R   O   L,L   O   R   B,no,no,no,yes,
59,3,8,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,5594.bmp,0.5,G   M   U   X,T   E   H   V,K   I   G   M,H   Y   V   Z,no,yes,no,no,
59,3,9,ec,7,positive,B   R   O   L,maske_1.bmp,maske_2.bmp,8496.bmp,0.08,B   R   O   L,W   A   N   S,S   N   A   W,F   R   O   B,yes,no,no,no,
59,3,10,ec,3,positive,B   L   O   F,maske_1.bmp,maske_2.bmp,2057.bmp,0.08,S   N   A   D,D   W   A   P,B   L   O   F,F   L   O   R,no,no,yes,no,
59,3,11,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9630.bmp,0.5,T   E   H   V,K   I   G   M,H   Y   V   Z,G   M   U   X,no,yes,no,no,
59,3,12,ec,5,negative,W   A   P   S,maske_2.bmp,maske_1.bmp,3160.bmp,0.08,W   A   P   S,D   W   A   P,F   L   O   R,L   O   R   B,yes,no,no,no,
59,3,13,ec,2,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,2276.bmp,0.08,B   R   O   F,W   A   D   S,B   R   O   L,W   A   N   S,no,yes,no,no,
59,3,14,ec,4,negative,W   A   D   S,maske_1.bmp,maske_2.bmp,9050.bmp,0.08,L   O   R   B,F   L   O   R,W   A   D   S,W   A   P   S,no,no,no,yes,
59,3,15,ec,1,negative,P   A   N   D,maske_1.bmp,maske_2.bmp,6311.bmp,0.08,S   N   A   W,J   O   L   F,P   A   N   D,B   L   O   F,yes,no,no,no,
59,3,16,ec,6,positive,B   L   O   R,maske_2.bmp,maske_1.bmp,2080.bmp,0.08,B   L   O   F,W   A   P   S,B   L   O   R,S   P   A   D,yes,no,no,no,
59,3,17,ec,5,positive,F   R   O   B,maske_2.bmp,maske_1.bmp,2160.bmp,0.08,P   A   N   D,W   A   D   S,F   R   O   B,J   O   L   F,no,no,yes,no,
59,3,18,ec,7,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,8485.bmp,0.08,S   P   A   D,B   R   O   F,S   N   A   D,B   L   O   R,yes,no,no,no,
59,3,19,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,9435.bmp,0.5,K   I   G   M,T   E   H   V,H   Y   V   Z,G   M   U   X,no,no,no,yes,
59,3,20,ec,4,positive,F   L   O   R,maske_2.bmp,maske_1.bmp,7502.bmp,0.08,D   W   A   P,F   L   O   R,B   L   O   R,W   A   N   S,yes,no,no,no,
59,4,1,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9500.bmp,0.5,G   M   U   X,T   E   H   V,H   Y   V   Z,K   I   G   M,no,no,no,yes,
59,4,2,ec,8,positive,J   O   L   F,maske_2.bmp,maske_1.bmp,5831.bmp,0.08,B   L   O   F,S   N   A   W,J   O   L   F,D   W   A   P,no,no,no,yes,
59,4,3,ec,7,positive,B   R   O   L,maske_1.bmp,maske_2.bmp,2057.bmp,0.08,W   A   N   S,W   A   D   S,B   R   O   L,L   O   R   B,no,no,yes,no,
59,4,4,ec,2,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,2750.bmp,0.08,B   R   O   L,W   A   N   S,F   R   O   B,W   A   D   S,no,no,no,yes,
59,4,5,ec,3,positive,B   L   O   F,maske_1.bmp,maske_2.bmp,2071.bmp,0.08,P   A   N   D,B   L   O   F,W   A   P   S,B   L   O   R,no,no,no,yes,
59,4,6,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,6530.bmp,0.5,T   E   H   V,K   I   G   M,G   M   U   X,H   Y   V   Z,no,no,yes,no,
59,4,7,ec,1,positive,B   R   O   F,maske_1.bmp,maske_2.bmp,7330.bmp,0.08,B   R   O   L,S   P   A   D,B   R   O   F,S   N   A   D,yes,no,no,no,
59,4,8,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,1463.bmp,0.5,H   Y   V   Z,G   M   U   X,T   E   H   V,K   I   G   M,yes,no,no,no,
59,4,9,ec,1,negative,P   A   N   D,maske_1.bmp,maske_2.bmp,9435.bmp,0.08,F   L   O   R,P   A   N   D,S   P   A   D,J   O   L   F,no,no,yes,no,
59,4,10,ec,6,negative,S   P   A   D,maske_1.bmp,maske_2.bmp,9000.bmp,0.08,S   N   A   D,F   R   O   B,S   P   A   D,B   R   O   F,yes,no,no,no,
59,4,11,ec,5,positive,F   R   O   B,maske_1.bmp,maske_2.bmp,2040.bmp,0.08,W   A   N   S,W   A   D   S,F   L   O   R,F   R   O   B,no,no,yes,no,
59,4,12,ec,8,negative,S   N   A   W,maske_2.bmp,maske_1.bmp,3160.bmp,0.08,S   N   A   W,W   A   N   S,J   O   L   F,L   O   R   B,yes,no,no,no,
59,4,13,ec,7,negative,S   N   A   D,maske_2.bmp,maske_1.bmp,3220.bmp,0.08,S   N   A   D,B   R   O   F,W   A   P   S,B   L   O   F,yes,no,no,no,
59,4,14,ec,6,positive,B   L   O   R,maske_2.bmp,maske_1.bmp,2070.bmp,0.08,B   R   O   F,B   L   O   R,W   A   P   S,D   W   A   P,no,yes,no,no,
59,4,15,ec,4,negative,W   A   D   S,maske_2.bmp,maske_1.bmp,6020.bmp,0.08,L   O   R   B,W   A   D   S,B   L   O   F,S   N   A   W,no,no,no,yes,
59,4,16,ec,4,positive,F   L   O   R,maske_2.bmp,maske_1.bmp,7502.bmp,0.08,P   A   N   D,F   R   O   B,S   N   A   W,F   L   O   R,no,yes,no,no,
59,4,17,ec,5,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,6242.bmp,0.08,F   L   O   R,D   W   A   P,B   L   O   R,W   A   P   S,yes,no,no,no,
59,4,18,ec,3,negative,D   W   A   P,maske_2.bmp,maske_1.bmp,6555.bmp,0.08,B   R   O   L,D   W   A   P,P   A   N   D,B   L   O   R,no,yes,no,no,
59,4,19,ec,2,positive,L   O   R   B,maske_1.bmp,maske_2.bmp,5910.bmp,0.08,S   P   A   D,L   O   R   B,S   N   A   D,J   O   L   F,no,yes,no,no,
59,4,20,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,2900.2.bmp,0.5,T   E   H   V,H   Y   V   Z,K   I   G   M,G   M   U   X,yes,no,no,no,
59,5,1,ec,8,negative,S   N   A   W,maske_1.bmp,maske_2.bmp,2276.bmp,0.08,W   A   N   S,S   N   A   W,F   L   O   R,B   R   O   F,yes,no,no,no,
