subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
35,1,1,ec,5,negative,D   A   P   S,maske_1.bmp,maske_2.bmp,9520.bmp,0.083,D   A   P   S,F   R   O   L,S   W   A   P,L   O   B   F,yes,no,no,no,
35,1,2,ec,6,negative,S   W   A   D,maske_1.bmp,maske_2.bmp,9340.bmp,0.083,F   R   O   L,B   O   R   F,W   A   N   S,S   W   A   D,no,no,no,yes,
35,1,3,ec,1,positive,F   O   R   B,maske_2.bmp,maske_1.bmp,2091.bmp,0.083,F   R   O   L,S   N   A   D,W   A   N   S,F   O   R   B,yes,no,no,no,
35,1,4,ec,6,positive,J   O   R   B,maske_2.bmp,maske_1.bmp,7330.bmp,0.083,B   O   R   F,J   O   R   B,D   A   P   S,W   A   N   S,no,yes,no,no,
35,1,5,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,2710.bmp,0.5,K   I   G   M,H   Y   V   Z,G   M   U   X,T   E   H   V,no,no,yes,no,
35,1,6,ec,7,negative,P   A   N   D,maske_1.bmp,maske_2.bmp,9630.bmp,0.083,B   O   L   F,F   L   O   R,P   A   N   D,S   N   A   D,no,no,yes,no,
35,1,7,ec,8,negative,S   W   A   P,maske_2.bmp,maske_1.bmp,2750.bmp,0.083,S   W   A   P,D   A   P   S,B   O   R   F,B   O   L   F,yes,no,no,no,
35,1,8,ec,7,positive,B   R   O   F,maske_1.bmp,maske_2.bmp,5910.bmp,0.083,L   O   B   F,B   R   O   F,S   P   A   D,P   A   N   D,no,no,yes,no,
35,1,9,ec,4,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,9500.bmp,0.083,W   A   N   S,F   L   O   R,J   O   R   B,S   W   A   D,yes,no,no,no,
35,1,10,ec,3,negative,N   A   P   S,maske_2.bmp,maske_1.bmp,9102.bmp,0.083,N   A   P   S,F   O   R   B,L   O   B   F,P   A   N   D,yes,no,no,no,
35,1,11,ec,5,positive,F   R   O   L,maske_2.bmp,maske_1.bmp,2311.bmp,0.083,F   O   R   B,S   W   A   D,S   W   A   P,F   R   O   L,no,no,no,yes,
35,1,12,ec,4,positive,B   O   R   F,maske_2.bmp,maske_1.bmp,8470.bmp,0.083,B   O   R   F,B   R   O   F,S   P   A   D,N   A   P   S,yes,no,no,no,
35,1,13,ec,8,positive,F   L   O   R,maske_1.bmp,maske_2.bmp,2900.2.bmp,0.083,D   A   P   S,J   O   R   B,S   N   A   D,F   L   O   R,no,yes,no,no,
35,1,14,ec_control,2,negative,K   I   G   M,maske_2.bmp,maske_1.bmp,9421.bmp,0.5,K   I   G   M,G   M   U   X,H   Y   V   Z,T   E   H   V,yes,no,no,no,
35,1,15,ec,2,negative,S   P   A   D,maske_1.bmp,maske_2.bmp,8485.bmp,0.083,F   O   R   B,S   P   A   D,B   R   O   F,N   A   P   S,no,yes,no,no,
35,1,16,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,8420.bmp,0.5,T   E   H   V,H   Y   V   Z,G   M   U   X,K   I   G   M,yes,no,no,no,
35,1,17,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,1650.bmp,0.5,T   E   H   V,G   M   U   X,H   Y   V   Z,K   I   G   M,no,no,yes,no,
35,1,18,ec,3,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,2660.bmp,0.083,F   L   O   R,S   W   A   D,B   O   L   F,S   W   A   P,no,no,yes,no,
35,1,19,ec,1,negative,S   N   A   D,maske_2.bmp,maske_1.bmp,6311.bmp,0.083,S   N   A   D,S   P   A   D,J   O   R   B,B   R   O   F,yes,no,no,no,
35,1,20,ec,2,positive,L   O   B   F,maske_1.bmp,maske_2.bmp,5629.bmp,0.083,P   A   N   D,L   O   B   F,B   O   L   F,N   A   P   S,no,no,yes,no,
35,2,1,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9830.bmp,0.5,G   M   U   X,H   Y   V   Z,T   E   H   V,K   I   G   M,no,no,no,yes,
35,2,2,ec,4,positive,B   O   R   F,maske_2.bmp,maske_1.bmp,2550.bmp,0.083,B   O   R   F,S   W   A   D,J   O   R   B,S   N   A   D,yes,no,no,no,
35,2,3,ec,4,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,9102.bmp,0.083,W   A   N   S,B   O   L   F,S   W   A   D,J   O   R   B,no,no,yes,no,
35,2,4,ec,6,negative,S   W   A   D,maske_2.bmp,maske_1.bmp,2276.bmp,0.083,L   O   B   F,B   O   R   F,S   W   A   D,D   A   P   S,no,no,yes,no,
35,2,5,ec,8,negative,S   W   A   P,maske_1.bmp,maske_2.bmp,9050.bmp,0.083,S   W   A   P,J   O   R   B,F   R   O   L,S   P   A   D,yes,no,no,no,
35,2,6,ec,7,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,9220.bmp,0.083,W   A   N   S,B   R   O   F,P   A   N   D,F   O   R   B,no,no,yes,no,
35,2,7,ec,8,positive,F   L   O   R,maske_1.bmp,maske_2.bmp,7502.bmp,0.083,B   O   R   F,S   W   A   P,F   L   O   R,P   A   N   D,no,no,yes,no,
35,2,8,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,5831.bmp,0.5,K   I   G   M,T   E   H   V,H   Y   V   Z,G   M   U   X,no,yes,no,no,
35,2,9,ec,3,positive,B   O   L   F,maske_2.bmp,maske_1.bmp,4622.bmp,0.083,F   L   O   R,S   N   A   D,S   P   A   D,B   O   L   F,no,no,no,yes,
35,2,10,ec,7,positive,B   R   O   F,maske_2.bmp,maske_1.bmp,2080.bmp,0.083,B   R   O   F,F   O   R   B,N   A   P   S,D   A   P   S,yes,no,no,no,
35,2,11,ec,2,positive,L   O   B   F,maske_1.bmp,maske_2.bmp,8170.bmp,0.083,D   A   P   S,L   O   B   F,B   R   O   F,N   A   P   S,no,yes,no,no,
35,2,12,ec,6,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,5910.bmp,0.083,F   R   O   L,S   W   A   D,W   A   N   S,J   O   R   B,no,no,no,yes,
