subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
36,1,1,ec,8,positive,L   O   R   B,maske_1.bmp,maske_2.bmp,2208.bmp,0.077,S   P   A   D,B   O   R   L,P   A   W   S,L   O   R   B,no,yes,no,no,
36,1,2,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,1525.bmp,0.5,G   M   U   X,K   I   G   M,T   E   H   V,H   Y   V   Z,no,no,no,yes,
36,1,3,ec,6,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,7580.bmp,0.077,J   O   R   F,W   A   P   S,L   O   B   F,S   N   A   W,no,yes,no,no,
36,1,4,ec,1,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,9220.bmp,0.077,S   N   A   D,F   R   O   B,P   A   N   D,B   R   O   L,no,no,yes,no,
36,1,5,ec,4,positive,B   L   O   R,maske_1.bmp,maske_2.bmp,1650.bmp,0.077,W   A   N   S,P   A   N   D,B   L   O   R,F   R   O   B,no,yes,no,no,
36,1,6,ec,2,positive,B   O   R   L,maske_1.bmp,maske_2.bmp,8470.bmp,0.077,S   N   A   W,B   L   O   R,W   A   N   S,B   O   R   L,no,no,no,yes,
36,1,7,ec,7,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,2276.bmp,0.077,L   O   B   F,J   O   R   B,P   A   W   S,W   A   N   S,no,no,no,yes,
36,1,8,ec,5,positive,L   O   B   F,maske_2.bmp,maske_1.bmp,2071.bmp,0.077,L   O   B   F,B   R   O   L,P   A   W   S,S   P   A   W,yes,no,no,no,
36,1,9,ec_control,1,negative,T   E   H   V,maske_2.bmp,maske_1.bmp,7380.bmp,0.5,K   I   G   M,G   M   U   X,H   Y   V   Z,T   E   H   V,no,no,no,yes,
36,1,10,ec,7,positive,F   R   O   B,maske_1.bmp,maske_2.bmp,5994.bmp,0.077,W   A   P   S,F   R   O   B,S   P   A   W,J   O   R   F,no,no,no,yes,
36,1,11,ec,2,negative,P   A   N   D,maske_1.bmp,maske_2.bmp,6530.bmp,0.077,L   O   B   F,P   A   N   D,B   L   O   R,S   N   A   D,no,yes,no,no,
36,1,12,ec_control,1,positive,G   M   U   X,maske_1.bmp,maske_2.bmp,5460.bmp,0.5,T   E   H   V,H   Y   V   Z,K   I   G   M,G   M   U   X,no,no,no,yes,
36,1,13,ec,4,negative,P   A   W   S,maske_2.bmp,maske_1.bmp,9280.bmp,0.077,S   P   A   D,J   O   R   F,P   A   W   S,L   O   R   B,no,no,yes,no,
36,1,14,ec,3,positive,B   R   O   L,maske_2.bmp,maske_1.bmp,8080.bmp,0.077,J   O   R   B,S   N   A   D,S   P   A   D,B   R   O   L,no,no,no,yes,
36,1,15,ec,1,positive,J   O   R   B,maske_2.bmp,maske_1.bmp,2340.bmp,0.077,L   O   R   B,S   N   A   D,P   A   N   D,J   O   R   B,yes,no,no,no,
36,1,16,ec,3,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,9520.bmp,0.077,F   R   O   B,W   A   P   S,L   O   R   B,S   N   A   W,no,yes,no,no,
36,1,17,ec_control,2,positive,K   I   G   M,maske_2.bmp,maske_1.bmp,4606.bmp,0.5,K   I   G   M,T   E   H   V,H   Y   V   Z,G   M   U   X,yes,no,no,no,
36,1,18,ec,6,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,8485.bmp,0.077,B   R   O   L,B   O   R   L,S   P   A   W,S   P   A   D,no,no,no,yes,
36,1,19,ec,5,negative,S   P   A   W,maske_2.bmp,maske_1.bmp,9007.bmp,0.077,W   A   P   S,J   O   R   F,S   P   A   W,B   O   R   L,no,no,yes,no,
36,1,20,ec,8,negative,S   N   A   W,maske_1.bmp,maske_2.bmp,2141.bmp,0.077,W   A   N   S,J   O   R   B,B   L   O   R,S   N   A   W,no,yes,no,no,
36,2,1,ec_control,1,negative,T   E   H   V,maske_2.bmp,maske_1.bmp,1525.bmp,0.5,K   I   G   M,T   E   H   V,H   Y   V   Z,G   M   U   X,no,yes,no,no,
36,2,2,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,7580.bmp,0.5,T   E   H   V,K   I   G   M,H   Y   V   Z,G   M   U   X,no,yes,no,no,
36,2,3,ec,1,negative,S   N   A   D,maske_2.bmp,maske_1.bmp,3220.bmp,0.077,S   N   A   D,B   R   O   L,P   A   W   S,B   O   R   L,yes,no,no,no,
36,2,4,ec,4,positive,B   L   O   R,maske_1.bmp,maske_2.bmp,5910.bmp,0.077,S   P   A   W,B   L   O   R,S   N   A   W,J   O   R   F,no,no,no,yes,
36,2,5,ec,5,positive,L   O   B   F,maske_1.bmp,maske_2.bmp,1710.bmp,0.077,P   A   N   D,L   O   B   F,L   O   R   B,S   N   A   W,no,no,yes,no,
36,2,6,ec,4,negative,P   A   W   S,maske_1.bmp,maske_2.bmp,9430.bmp,0.077,B   L   O   R,B   O   R   L,P   A   W   S,S   N   A   W,yes,no,no,no,
36,2,7,ec,2,positive,B   O   R   L,maske_1.bmp,maske_2.bmp,5629.bmp,0.077,J   O   R   B,P   A   N   D,S   P   A   W,B   O   R   L,yes,no,no,no,
36,2,8,ec_control,1,positive,G   M   U   X,maske_1.bmp,maske_2.bmp,5831.bmp,0.5,K   I   G   M,G   M   U   X,T   E   H   V,H   Y   V   Z,no,yes,no,no,
36,2,9,ec,2,negative,P   A   N   D,maske_1.bmp,maske_2.bmp,9920.bmp,0.077,J   O   R   F,P   A   N   D,S   N   A   D,B   R   O   L,no,yes,no,no,
36,2,10,ec,8,negative,S   N   A   W,maske_2.bmp,maske_1.bmp,6831.bmp,0.077,L   O   B   F,S   N   A   W,S   P   A   W,J   O   R   F,no,no,yes,no,
36,2,11,ec,5,negative,S   P   A   W,maske_2.bmp,maske_1.bmp,9007.bmp,0.077,F   R   O   B,L   O   R   B,S   P   A   W,W   A   P   S,no,no,yes,no,
36,2,12,ec,6,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,2141.bmp,0.077,J   O   R   B,S   P   A   D,L   O   B   F,W   A   N   S,yes,no,no,no,
36,2,13,ec,3,positive,B   R   O   L,maske_2.bmp,maske_1.bmp,2791.bmp,0.077,W   A   N   S,S   N   A   D,L   O   B   F,B   R   O   L,no,no,no,yes,
36,2,14,ec,7,positive,F   R   O   B,maske_2.bmp,maske_1.bmp,2080.bmp,0.077,F   R   O   B,P   A   W   S,S   N   A   D,B   L   O   R,yes,no,no,no,
36,2,15,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,9000.bmp,0.5,T   E   H   V,G   M   U   X,H   Y   V   Z,K   I   G   M,no,no,yes,no,
36,2,16,ec,3,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,3160.bmp,0.077,P   A   N   D,W   A   P   S,F   R   O   B,L   O   R   B,no,yes,no,no,
36,2,17,ec,7,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,9342.bmp,0.077,S   P   A   D,J   O   R   B,W   A   N   S,B   L   O   R,no,no,yes,no,
36,2,18,ec,1,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,2660.bmp,0.077,S   P   A   D,J   O   R   B,W   A   N   S,B   R   O   L,no,yes,no,no,
36,2,19,ec,6,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,2311.bmp,0.077,F   R   O   B,J   O   R   F,S   P   A   D,W   A   P   S,yes,no,no,no,
36,2,20,ec,8,positive,L   O   R   B,maske_2.bmp,maske_1.bmp,2091.bmp,0.077,L   O   R   B,B   O   R   L,W   A   P   S,P   A   W   S,yes,no,no,no,
36,3,1,ec_control,2,positive,K   I   G   M,maske_1.bmp,maske_2.bmp,7330.bmp,0.5,T   E   H   V,H   Y   V   Z,K   I   G   M,G   M   U   X,no,no,yes,no,
36,3,2,ec,7,negative,W   A   N   S,maske_2.bmp,maske_1.bmp,2710.bmp,0.077,F   R   O   B,S   N   A   W,W   A   N   S,B   R   O   L,no,yes,no,no,
36,3,3,ec,2,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,9421.bmp,0.077,B   O   R   L,S   P   A   D,B   R   O   L,P   A   N   D,yes,no,no,no,
36,3,4,ec,6,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2050.bmp,0.077,P   A   W   S,S   N   A   W,J   O   R   B,J   O   R   F,no,no,yes,no,
36,3,5,ec,6,negative,S   P   A   D,maske_1.bmp,maske_2.bmp,3300.bmp,0.077,S   N   A   D,J   O   R   B,S   P   A   D,L   O   R   B,yes,no,no,no,
36,3,6,ec,4,negative,P   A   W   S,maske_2.bmp,maske_1.bmp,9330.bmp,0.077,J   O   R   B,P   A   W   S,B   L   O   R,S   P   A   W,yes,no,no,no,
36,3,7,ec,3,positive,B   R   O   L,maske_2.bmp,maske_1.bmp,8496.bmp,0.077,L   O   B   F,S   P   A   W,S   P   A   D,B   R   O   L,no,no,no,yes,
36,3,8,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,9561.bmp,0.5,T   E   H   V,H   Y   V   Z,K   I   G   M,G   M   U   X,yes,no,no,no,
36,3,9,ec,4,positive,B   L   O   R,maske_1.bmp,maske_2.bmp,8080.bmp,0.077,J   O   R   F,W   A   N   S,S   N   A   D,B   L   O   R,no,no,no,yes,
36,3,10,ec,1,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,7502.bmp,0.077,B   L   O   R,W   A   P   S,J   O   R   B,P   A   W   S,yes,no,no,no,
36,3,11,ec,1,negative,S   N   A   D,maske_2.bmp,maske_1.bmp,2141.bmp,0.077,B   O   R   L,F   R   O   B,W   A   P   S,S   N   A   D,no,yes,no,no,
36,3,12,ec,8,negative,S   N   A   W,maske_2.bmp,maske_1.bmp,3220.bmp,0.077,P   A   N   D,L   O   B   F,S   N   A   W,B   L   O   R,yes,no,no,no,
36,3,13,ec_control,1,positive,G   M   U   X,maske_2.bmp,maske_1.bmp,4606.bmp,0.5,H   Y   V   Z,T   E   H   V,G   M   U   X,K   I   G   M,no,no,yes,no,
36,3,14,ec,7,positive,F   R   O   B,maske_1.bmp,maske_2.bmp,2340.bmp,0.077,F   R   O   B,B   O   R   L,S   P   A   D,S   P   A   W,no,no,no,yes,
36,3,15,ec,8,positive,L   O   R   B,maske_1.bmp,maske_2.bmp,2550.bmp,0.077,L   O   R   B,W   A   N   S,P   A   N   D,B   R   O   L,yes,no,no,no,
36,3,16,ec,5,negative,S   P   A   W,maske_1.bmp,maske_2.bmp,9265.bmp,0.077,L   O   B   F,W   A   N   S,S   P   A   W,J   O   R   F,no,no,yes,no,
36,3,17,ec,2,positive,B   O   R   L,maske_2.bmp,maske_1.bmp,7470.bmp,0.077,S   N   A   D,B   O   R   L,L   O   R   B,S   N   A   W,no,yes,no,no,
36,3,18,ec_control,2,negative,H   Y   V   Z,maske_2.bmp,maske_1.bmp,6831.bmp,0.5,K   I   G   M,G   M   U   X,H   Y   V   Z,T   E   H   V,no,no,yes,no,
36,3,19,ec,5,positive,L   O   B   F,maske_1.bmp,maske_2.bmp,2660.bmp,0.077,P   A   N   D,F   R   O   B,W   A   P   S,L   O   B   F,no,no,no,yes,
36,3,20,ec,3,negative,W   A   P   S,maske_2.bmp,maske_1.bmp,6242.bmp,0.077,P   A   W   S,W   A   P   S,J   O   R   F,L   O   R   B,no,yes,no,no,
36,4,1,ec_control,1,positive,G   M   U   X,maske_1.bmp,maske_2.bmp,2900.2.bmp,0.5,G   M   U   X,K   I   G   M,H   Y   V   Z,T   E   H   V,yes,no,no,no,
36,4,2,ec,7,negative,W   A   N   S,maske_1.bmp,maske_2.bmp,9435.bmp,0.077,S   N   A   W,W   A   N   S,B   O   R   L,J   O   R   B,no,yes,no,no,
36,4,3,ec,7,positive,F   R   O   B,maske_1.bmp,maske_2.bmp,4622.bmp,0.077,L   O   B   F,W   A   P   S,F   R   O   B,S   N   A   W,no,no,yes,no,
36,4,4,ec,5,negative,S   P   A   W,maske_1.bmp,maske_2.bmp,9342.bmp,0.077,P   A   W   S,B   R   O   L,J   O   R   F,S   P   A   W,no,no,no,yes,
36,4,5,ec_control,1,negative,T   E   H   V,maske_1.bmp,maske_2.bmp,9561.bmp,0.5,K   I   G   M,H   Y   V   Z,G   M   U   X,T   E   H   V,no,yes,no,no,
36,4,6,ec,4,negative,P   A   W   S,maske_2.bmp,maske_1.bmp,2710.bmp,0.077,S   P   A   W,B   L   O   R,P   A   W   S,L   O   B   F,no,no,no,yes,
36,4,7,ec_control,2,negative,H   Y   V   Z,maske_1.bmp,maske_2.bmp,3220.bmp,0.5,H   Y   V   Z,K   I   G   M,T   E   H   V,G   M   U   X,yes,no,no,no,
36,4,8,ec,2,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,9400.bmp,0.077,B   L   O   R,F   R   O   B,P   A   N   D,S   P   A   D,no,no,yes,no,
