subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
78,1,1,ec,3,positive,T   N   U   D,maske_1.bmp,maske_2.bmp,2160.bmp,0.075,T   N   U   D,Z   U   N   T,C   L   E   K,K   L   E   M,no,yes,no,no,
78,1,2,ec_control,2,positive,P   Y   W   S,maske_1.bmp,maske_2.bmp,8501.bmp,0.5,P   Y   W   S,J   O   R   F,V   A   S   P,F   R   I   B,yes,no,no,no,
78,1,3,ec,8,negative,K   E   C   H,maske_2.bmp,maske_1.bmp,9000.bmp,0.075,C   E   L   K,K   E   C   H,Z   U   N   D,G   U   N   T,no,yes,no,no,
78,1,4,ec,5,positive,Z   U   N   T,maske_2.bmp,maske_1.bmp,2080.bmp,0.075,T   N   U   D,H   E   M   K,M   E   C   H,Z   U   N   T,no,no,no,yes,
78,1,5,ec,7,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,2900.bmp,0.075,C   L   E   K,D   U   T   Z,K   L   E   M,Z   U   N   T,yes,no,no,no,
78,1,6,ec,5,negative,K   L   E   H,maske_2.bmp,maske_1.bmp,9500.bmp,0.075,D   U   T   Z,D   N   U   G,K   L   E   M,K   L   E   H,yes,no,no,no,
78,1,7,ec,2,positive,N   U   G   Z,maske_2.bmp,maske_1.bmp,2340.bmp,0.075,N   U   G   Z,H   E   M   K,G   N   U   D,K   L   E   M,yes,no,no,no,
78,1,8,ec_control,1,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,6020.bmp,0.5,J   O   R   F,P   Y   W   S,F   R   I   B,V   A   S   P,yes,no,no,no,
78,1,9,ec,3,negative,H   E   M   K,maske_2.bmp,maske_1.bmp,2710.bmp,0.075,Z   U   N   T,K   E   C   H,N   U   G   Z,H   E   M   K,yes,no,no,no,
78,1,10,ec_control,2,negative,F   R   I   B,maske_2.bmp,maske_1.bmp,7380.bmp,0.5,J   O   R   F,V   A   S   P,P   Y   W   S,F   R   I   B,no,no,no,yes,
78,1,11,ec,7,positive,D   U   T   Z,maske_2.bmp,maske_1.bmp,8190.bmp,0.075,K   L   E   H,C   E   L   K,D   U   T   Z,G   U   N   T,no,yes,no,no,
78,1,12,ec,4,positive,D   N   U   G,maske_2.bmp,maske_1.bmp,5910.bmp,0.075,K   L   E   H,D   U   T   Z,D   N   U   G,K   E   C   H,no,no,yes,no,
78,1,13,ec,2,negative,C   L   E   K,maske_1.bmp,maske_2.bmp,2750.bmp,0.075,G   N   U   D,N   U   G   Z,C   L   E   M,C   L   E   K,no,no,yes,no,
78,1,14,ec,1,negative,C   L   E   M,maske_2.bmp,maske_1.bmp,3300.bmp,0.075,C   L   E   M,H   E   M   K,G   N   U   D,G   U   N   T,yes,no,no,no,
78,1,15,ec_control,1,positive,V   A   S   P,maske_1.bmp,maske_2.bmp,8330.bmp,0.5,V   A   S   P,P   Y   W   S,F   R   I   B,J   O   R   F,yes,no,no,no,
78,1,16,ec,1,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,2660.bmp,0.075,C   L   E   K,D   N   U   G,G   N   U   D,K   E   C   H,no,yes,no,no,
78,1,17,ec,4,negative,C   E   L   K,maske_2.bmp,maske_1.bmp,2276.bmp,0.075,C   E   L   K,M   E   C   H,Z   U   N   D,T   N   U   D,no,yes,no,no,
78,1,18,ec,6,positive,Z   U   N   D,maske_1.bmp,maske_2.bmp,2208.bmp,0.075,Z   U   N   D,M   E   C   H,C   L   E   M,N   U   G   Z,yes,no,no,no,
78,1,19,ec,8,positive,G   U   N   T,maske_1.bmp,maske_2.bmp,2311.bmp,0.075,C   E   L   K,G   U   N   T,C   L   E   M,Z   U   N   D,no,yes,no,no,
78,1,20,ec,6,negative,M   E   C   H,maske_1.bmp,maske_2.bmp,2141.bmp,0.075,K   L   E   H,D   N   U   G,M   E   C   H,T   N   U   D,no,no,yes,no,
78,2,1,ec,8,negative,K   E   C   H,maske_1.bmp,maske_2.bmp,9920.bmp,0.075,G   N   U   D,H   E   M   K,D   N   U   G,K   E   C   H,no,no,no,yes,
78,2,2,ec,2,negative,C   L   E   K,maske_2.bmp,maske_1.bmp,9400.bmp,0.075,C   L   E   K,N   U   G   Z,G   N   U   D,M   E   C   H,no,yes,no,no,
78,2,3,ec_control,2,positive,P   Y   W   S,maske_2.bmp,maske_1.bmp,8370.bmp,0.5,J   O   R   F,F   R   I   B,V   A   S   P,P   Y   W   S,no,no,no,yes,
78,2,4,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,9561.bmp,0.5,V   A   S   P,P   Y   W   S,F   R   I   B,J   O   R   F,no,no,no,yes,
78,2,5,ec_control,2,negative,F   R   I   B,maske_2.bmp,maske_1.bmp,9520.bmp,0.5,J   O   R   F,F   R   I   B,V   A   S   P,P   Y   W   S,no,yes,no,no,
78,2,6,ec,7,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,9331.bmp,0.075,K   L   E   H,G   U   N   T,T   N   U   D,K   L   E   M,yes,no,no,no,
78,2,7,ec,2,positive,N   U   G   Z,maske_1.bmp,maske_2.bmp,1650.bmp,0.075,C   L   E   M,N   U   G   Z,D   N   U   G,C   E   L   K,no,no,no,yes,
78,2,8,ec,5,negative,K   L   E   H,maske_1.bmp,maske_2.bmp,9000.bmp,0.075,K   E   C   H,K   L   E   H,T   N   U   D,D   U   T   Z,no,yes,no,no,
78,2,9,ec,8,positive,G   U   N   T,maske_2.bmp,maske_1.bmp,2160.bmp,0.075,K   L   E   M,G   U   N   T,M   E   C   H,N   U   G   Z,no,no,yes,no,
78,2,10,ec,6,negative,M   E   C   H,maske_2.bmp,maske_1.bmp,6530.bmp,0.075,C   E   L   K,Z   U   N   D,Z   U   N   T,M   E   C   H,no,no,no,yes,
78,2,11,ec,5,positive,Z   U   N   T,maske_1.bmp,maske_2.bmp,2150.bmp,0.075,C   L   E   M,Z   U   N   T,D   U   T   Z,H   E   M   K,no,yes,no,no,
