subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
64,1,1,ec,4,positive,K   E   H   M,maske_1.bmp,maske_2.bmp,5460.bmp,0.091,C   E   L   K,D   N   U   G,Z   U   D   T,K   E   H   M,no,yes,no,no,
64,1,2,ec,5,negative,D   N   U   G,maske_1.bmp,maske_2.bmp,9007.bmp,0.091,K   E   H   M,Z   U   N   T,K   L   E   M,D   N   U   G,yes,no,no,no,
64,1,3,ec,6,positive,C   E   L   K,maske_2.bmp,maske_1.bmp,8420.bmp,0.091,C   E   L   K,T   U   N   G,G   U   T   Z,H   E   L   K,no,no,yes,no,
64,1,4,ec,5,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,2550.bmp,0.091,Z   U   N   T,K   L   E   H,D   U   T   Z,C   H   E   L,yes,no,no,no,
64,1,5,ec_control,2,negative,F   R   I   B,maske_1.bmp,maske_2.bmp,9050.bmp,0.5,P   Y   W   S,V   A   S   P,J   O   R   F,F   R   I   B,no,no,no,yes,
64,1,6,ec,2,negative,T   U   N   G,maske_1.bmp,maske_2.bmp,9421.bmp,0.091,Z   U   D   T,M   E   C   H,T   U   N   G,C   E   L   M,no,yes,no,no,
64,1,7,ec,8,negative,G   U   T   Z,maske_2.bmp,maske_1.bmp,8485.bmp,0.091,G   U   T   Z,M   E   C   H,N   U   G   Z,H   E   L   K,no,no,yes,no,
64,1,8,ec,6,negative,Z   U   D   T,maske_1.bmp,maske_2.bmp,6311.bmp,0.091,K   E   H   M,T   U   N   G,Z   U   D   T,C   E   L   K,yes,no,no,no,
64,1,9,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,2750.bmp,0.5,V   A   S   P,P   Y   W   S,F   R   I   B,J   O   R   F,no,no,no,yes,
64,1,10,ec_control,2,positive,P   Y   W   S,maske_2.bmp,maske_1.bmp,4220.bmp,0.5,F   R   I   B,V   A   S   P,P   Y   W   S,J   O   R   F,no,no,yes,no,
64,1,11,ec_control,1,positive,V   A   S   P,maske_1.bmp,maske_2.bmp,7502.bmp,0.5,F   R   I   B,V   A   S   P,P   Y   W   S,J   O   R   F,no,yes,no,no,
64,1,12,ec,7,positive,H   E   L   K,maske_1.bmp,maske_2.bmp,8080.bmp,0.091,H   E   L   K,M   E   C   H,G   N   U   D,N   U   G   Z,yes,no,no,no,
64,1,13,ec,3,negative,G   N   U   D,maske_1.bmp,maske_2.bmp,9041.bmp,0.091,G   N   U   D,C   H   E   L,G   U   T   Z,K   L   E   H,no,yes,no,no,
64,1,14,ec,7,negative,N   U   G   Z,maske_1.bmp,maske_2.bmp,2276.bmp,0.091,N   U   G   Z,D   N   U   G,K   L   E   H,C   E   L   M,yes,no,no,no,
64,1,15,ec,1,negative,Z   U   N   T,maske_1.bmp,maske_2.bmp,2710.bmp,0.091,C   E   L   K,Z   U   N   T,D   U   T   Z,C   H   E   L,no,no,no,yes,
64,1,16,ec,3,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,5629.bmp,0.091,M   E   C   H,K   L   E   H,Z   U   N   T,D   U   T   Z,yes,no,no,no,
64,1,17,ec,8,positive,K   L   E   M,maske_2.bmp,maske_1.bmp,2080.bmp,0.091,G   N   U   D,K   L   E   M,K   E   H   M,Z   U   D   T,no,yes,no,no,
64,1,18,ec,2,positive,C   E   L   M,maske_2.bmp,maske_1.bmp,1650.bmp,0.091,D   N   U   G,C   E   L   M,N   U   G   Z,K   L   E   M,yes,no,no,no,
64,1,19,ec,4,negative,D   U   T   Z,maske_2.bmp,maske_1.bmp,6831.bmp,0.091,G   N   U   D,K   L   E   M,H   E   L   K,D   U   T   Z,no,no,no,yes,
64,1,20,ec,1,positive,C   H   E   L,maske_2.bmp,maske_1.bmp,2040.bmp,0.091,C   H   E   L,C   E   L   M,G   U   T   Z,T   U   N   G,no,no,yes,no,
64,2,1,ec_control,2,negative,F   R   I   B,maske_2.bmp,maske_1.bmp,9630.bmp,0.5,F   R   I   B,P   Y   W   S,J   O   R   F,V   A   S   P,yes,no,no,no,
