subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
63,1,1,ec,4,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,2208.bmp,0.086,G   U   T   Z,K   L   E   H,G   U   N   D,K   E   C   H,no,no,yes,no,
63,1,2,ec,1,positive,K   E   L   M,maske_1.bmp,maske_2.bmp,8496.bmp,0.086,K   E   L   M,T   U   N   G,D   U   N   T,M   E   H   K,no,no,yes,no,
63,1,3,ec,1,negative,T   U   N   G,maske_1.bmp,maske_2.bmp,3550.bmp,0.086,D   N   U   G,K   E   H   M,K   E   L   M,T   U   N   G,no,yes,no,no,
63,1,4,ec,2,negative,D   U   G   T,maske_1.bmp,maske_2.bmp,9430.bmp,0.086,Z   U   D   T,D   U   G   T,K   L   E   M,M   E   C   H,no,yes,no,no,
63,1,5,ec,3,positive,L   E   M   K,maske_1.bmp,maske_2.bmp,5994.bmp,0.086,L   E   M   K,D   N   U   G,Z   U   D   T,K   E   H   M,yes,no,no,no,
63,1,6,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2660.bmp,0.5,F   R   I   B,P   Y   W   S,V   A   S   P,J   O   R   F,no,no,no,yes,
63,1,7,ec,7,positive,K   E   C   H,maske_2.bmp,maske_1.bmp,7502.bmp,0.086,D   U   G   T,T   U   N   G,K   E   C   H,M   E   C   H,no,no,no,yes,
63,1,8,ec,6,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,2058.bmp,0.086,K   L   E   H,Z   U   D   T,D   U   N   T,M   E   C   H,no,no,no,yes,
63,1,9,ec,2,positive,M   E   H   K,maske_1.bmp,maske_2.bmp,1463.bmp,0.086,G   U   T   Z,D   N   U   G,K   L   E   M,M   E   H   K,no,no,no,yes,
63,1,10,ec,8,positive,K   L   E   M,maske_1.bmp,maske_2.bmp,2040.bmp,0.086,K   E   L   M,T   U   G   Z,D   U   G   T,K   L   E   M,yes,no,no,no,
63,1,11,ec,6,negative,G   U   T   Z,maske_2.bmp,maske_1.bmp,9220.bmp,0.086,K   E   L   M,G   U   T   Z,K   L   E   M,D   U   N   T,no,yes,no,no,
63,1,12,ec,5,negative,T   U   G   Z,maske_2.bmp,maske_1.bmp,9041.bmp,0.086,T   U   N   G,L   E   M   K,M   E   H   K,T   U   G   Z,no,no,no,yes,
63,1,13,ec,3,negative,G   U   N   D,maske_2.bmp,maske_1.bmp,2276.bmp,0.086,K   E   H   M,M   E   H   K,D   U   G   T,G   U   N   D,no,no,no,yes,
63,1,14,ec,4,negative,Z   U   D   T,maske_2.bmp,maske_1.bmp,9340.bmp,0.086,K   E   C   H,Z   U   D   T,K   L   E   H,G   U   T   Z,no,yes,no,no,
