subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
13,1,1,ec,7,positive,G   U   N   D,maske_1.bmp,maske_2.bmp,8501.bmp,0.066,G   N   U   D,K   L   E   M,G   U   N   D,M   E   H   K,yes,no,no,no,
13,1,2,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9050.bmp,0.5,V   A   S   P,F   R   I   B,J   O   R   F,P   Y   W   S,yes,no,no,no,
13,1,3,ec,7,negative,L   E   M   K,maske_1.bmp,maske_2.bmp,9220.bmp,0.066,G   U   N   D,C   H   E   L,Z   U   D   T,L   E   M   K,no,no,yes,no,
13,1,4,ec,8,positive,T   U   G   Z,maske_1.bmp,maske_2.bmp,2040.bmp,0.066,M   E   H   K,G   U   N   D,T   U   G   Z,C   H   E   L,no,no,no,yes,
13,1,5,ec,2,negative,H   E   L   K,maske_2.bmp,maske_1.bmp,9421.bmp,0.066,T   N   U   D,C   E   L   M,H   E   L   K,G   N   U   D,yes,no,no,no,
13,1,6,ec,6,negative,K   E   H   M,maske_1.bmp,maske_2.bmp,9330.bmp,0.066,M   E   H   K,K   E   H   M,T   N   U   D,D   U   G   T,yes,no,no,no,
13,1,7,ec,8,negative,C   L   E   M,maske_1.bmp,maske_2.bmp,9830.bmp,0.066,D   N   U   G,C   L   E   M,H   E   L   K,T   U   G   Z,no,yes,no,no,
13,1,8,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,7470.bmp,0.5,V   A   S   P,J   O   R   F,P   Y   W   S,F   R   I   B,no,no,no,yes,
13,1,9,ec,3,positive,N   U   G   Z,maske_2.bmp,maske_1.bmp,5594.bmp,0.066,N   U   G   Z,Z   U   D   T,L   E   M   K,K   E   H   M,no,yes,no,no,
13,1,10,ec,5,negative,M   E   H   K,maske_2.bmp,maske_1.bmp,6570.1.bmp,0.066,G   N   U   D,D   N   U   G,M   E   H   K,K   E   H   M,yes,no,no,no,
