subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
5,1,1,ec,3,positive,D   U   T   Z,maske_1.bmp,maske_2.bmp,2057.bmp,0.069,Z   U   D   T,C   L   E   M,M   E   C   H,D   U   T   Z,no,no,no,yes,
5,1,2,ec,2,positive,T   N   U   D,maske_1.bmp,maske_2.bmp,7330.bmp,0.069,G   U   N   T,K   L   E   H,T   N   U   D,K   E   H   M,no,yes,no,no,
5,1,3,ec_control,1,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,7470.bmp,0.5,V   A   S   P,F   R   I   B,P   Y   W   S,J   O   R   F,no,no,no,yes,
5,1,4,ec,5,positive,Z   U   D   T,maske_1.bmp,maske_2.bmp,2311.bmp,0.069,H   E   M   K,T   N   U   D,M   E   C   H,Z   U   D   T,yes,no,no,no,
5,1,5,ec,1,positive,T   U   G   Z,maske_2.bmp,maske_1.bmp,2058.bmp,0.069,C   E   L   K,Z   U   N   D,C   L   E   K,T   U   G   Z,no,yes,no,no,
5,1,6,ec,5,negative,M   E   C   H,maske_2.bmp,maske_1.bmp,9920.bmp,0.069,T   U   G   Z,D   U   T   Z,M   E   C   H,K   E   H   M,no,yes,no,no,
5,1,7,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,3160.bmp,0.5,V   A   S   P,J   O   R   F,P   Y   W   S,F   R   I   B,no,no,yes,no,
5,1,8,ec,2,negative,C   L   E   M,maske_1.bmp,maske_2.bmp,9331.bmp,0.069,H   E   M   K,C   L   E   M,D   U   N   T,T   N   U   D,no,no,no,yes,
5,1,9,ec,4,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,2340.bmp,0.069,C   E   L   K,T   U   G   Z,C   L   E   M,G   N   U   D,yes,no,no,no,
5,1,10,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,4220.bmp,0.5,V   A   S   P,F   R   I   B,P   Y   W   S,J   O   R   F,no,yes,no,no,
5,1,11,ec,1,negative,C   E   L   K,maske_1.bmp,maske_2.bmp,2053.bmp,0.069,G   N   U   D,G   U   N   T,C   E   L   K,K   L   E   M,no,no,yes,no,
5,1,12,ec,7,negative,C   L   E   K,maske_2.bmp,maske_1.bmp,2710.bmp,0.069,C   L   E   K,G   U   N   T,Z   U   D   T,K   L   E   H,no,yes,no,no,
5,1,13,ec,6,negative,K   L   E   M,maske_2.bmp,maske_1.bmp,9280.bmp,0.069,D   U   N   T,K   L   E   M,Z   U   N   D,C   L   E   K,no,yes,no,no,
5,1,14,ec,4,negative,H   E   M   K,maske_2.bmp,maske_1.bmp,9561.bmp,0.069,H   E   M   K,M   E   C   H,Z   U   N   D,T   U   G   Z,no,no,no,yes,
5,1,15,ec,7,positive,G   U   N   T,maske_1.bmp,maske_2.bmp,2660.bmp,0.069,C   L   E   K,D   U   N   T,K   E   H   M,G   U   N   T,no,yes,no,no,
5,1,16,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,9421.bmp,0.5,P   Y   W   S,F   R   I   B,J   O   R   F,V   A   S   P,no,no,no,yes,
5,1,17,ec,8,negative,K   E   H   M,maske_1.bmp,maske_2.bmp,6555.bmp,0.069,G   N   U   D,K   E   H   M,C   E   L   K,Z   U   D   T,no,yes,no,no,
5,1,18,ec,3,negative,K   L   E   H,maske_2.bmp,maske_1.bmp,9041.bmp,0.069,K   L   E   H,C   L   E   M,D   U   T   Z,T   N   U   D,yes,no,no,no,
5,1,19,ec,8,positive,D   U   N   T,maske_2.bmp,maske_1.bmp,7502.bmp,0.069,D   U   N   T,D   U   T   Z,K   L   E   M,H   E   M   K,no,yes,no,no,
5,1,20,ec,6,positive,Z   U   N   D,maske_1.bmp,maske_2.bmp,7230.bmp,0.069,K   L   E   M,K   L   E   H,G   N   U   D,Z   U   N   D,no,yes,no,no,
5,2,1,ec,4,negative,H   E   M   K,maske_2.bmp,maske_1.bmp,2900.bmp,0.069,H   E   M   K,D   U   N   T,C   L   E   K,Z   U   N   D,no,yes,no,no,
5,2,2,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9000.bmp,0.5,V   A   S   P,F   R   I   B,P   Y   W   S,J   O   R   F,yes,no,no,no,
5,2,3,ec,3,negative,K   L   E   H,maske_2.bmp,maske_1.bmp,9280.bmp,0.069,Z   U   D   T,G   N   U   D,K   E   H   M,K   L   E   H,yes,no,no,no,
5,2,4,ec,6,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,9330.bmp,0.069,D   U   T   Z,C   E   L   K,G   U   N   T,K   L   E   M,no,no,yes,no,
5,2,5,ec,1,negative,C   E   L   K,maske_2.bmp,maske_1.bmp,9340.bmp,0.069,C   E   L   K,M   E   C   H,T   N   U   D,T   U   G   Z,no,no,yes,no,
5,2,6,ec,8,positive,D   U   N   T,maske_1.bmp,maske_2.bmp,8540.bmp,0.069,C   E   L   K,D   U   N   T,T   U   G   Z,H   E   M   K,no,yes,no,no,
5,2,7,ec,7,negative,C   L   E   K,maske_2.bmp,maske_1.bmp,3300.bmp,0.069,C   L   E   M,T   U   G   Z,C   L   E   K,T   N   U   D,no,no,no,yes,
5,2,8,ec,5,positive,Z   U   D   T,maske_1.bmp,maske_2.bmp,1999.bmp,0.069,Z   U   D   T,G   U   N   T,K   L   E   H,C   L   E   M,yes,no,no,no,
5,2,9,ec,2,positive,T   N   U   D,maske_1.bmp,maske_2.bmp,5994.bmp,0.069,Z   U   N   D,T   N   U   D,K   L   E   M,C   L   E   K,no,yes,no,no,
5,2,10,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,8190.bmp,0.5,F   R   I   B,J   O   R   F,P   Y   W   S,V   A   S   P,yes,no,no,no,
5,2,11,ec,5,negative,M   E   C   H,maske_1.bmp,maske_2.bmp,6555.bmp,0.069,K   L   E   H,D   U   N   T,M   E   C   H,D   U   T   Z,yes,no,no,no,
5,2,12,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,2208.bmp,0.5,F   R   I   B,V   A   S   P,P   Y   W   S,J   O   R   F,no,no,no,yes,
5,2,13,ec,4,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,4606.bmp,0.069,M   E   C   H,Z   U   D   T,K   E   H   M,G   N   U   D,no,yes,no,no,
5,2,14,ec,8,negative,K   E   H   M,maske_1.bmp,maske_2.bmp,8485.bmp,0.069,K   E   H   M,G   U   N   T,Z   U   D   T,K   L   E   M,no,yes,no,no,
5,2,15,ec,1,positive,T   U   G   Z,maske_2.bmp,maske_1.bmp,5830.bmp,0.069,T   U   G   Z,D   U   T   Z,K   E   H   M,M   E   C   H,no,no,yes,no,
5,2,16,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,2375.1.bmp,0.5,F   R   I   B,V   A   S   P,J   O   R   F,P   Y   W   S,no,no,no,yes,
5,2,17,ec,7,positive,G   U   N   T,maske_2.bmp,maske_1.bmp,2057.bmp,0.069,D   U   N   T,H   E   M   K,G   U   N   T,K   L   E   H,no,no,yes,no,
5,2,18,ec,6,positive,Z   U   N   D,maske_2.bmp,maske_1.bmp,2660.bmp,0.069,C   E   L   K,G   N   U   D,Z   U   N   D,C   L   E   M,no,no,no,yes,
5,2,19,ec,3,positive,D   U   T   Z,maske_2.bmp,maske_1.bmp,2040.bmp,0.069,D   U   T   Z,C   L   E   K,K   L   E   M,T   N   U   D,yes,no,no,no,
5,2,20,ec,2,negative,C   L   E   M,maske_1.bmp,maske_2.bmp,9007.bmp,0.069,G   N   U   D,C   L   E   M,Z   U   N   D,H   E   M   K,no,yes,no,no,
5,3,1,ec,1,positive,T   U   G   Z,maske_1.bmp,maske_2.bmp,1710.bmp,0.069,H   E   M   K,Z   U   N   D,C   E   L   K,T   U   G   Z,no,yes,no,no,
5,3,2,ec,2,positive,T   N   U   D,maske_2.bmp,maske_1.bmp,8190.bmp,0.069,T   N   U   D,M   E   C   H,K   L   E   M,T   U   G   Z,no,yes,no,no,
5,3,3,ec,6,negative,K   L   E   M,maske_2.bmp,maske_1.bmp,9520.bmp,0.069,K   L   E   M,G   N   U   D,G   U   N   T,H   E   M   K,no,yes,no,no,
5,3,4,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,8501.bmp,0.5,J   O   R   F,V   A   S   P,P   Y   W   S,F   R   I   B,no,no,no,yes,
5,3,5,ec,7,negative,C   L   E   K,maske_1.bmp,maske_2.bmp,2900.bmp,0.069,C   E   L   K,Z   U   D   T,D   U   N   T,C   L   E   K,yes,no,no,no,
5,3,6,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,9007.bmp,0.5,J   O   R   F,P   Y   W   S,F   R   I   B,V   A   S   P,no,no,no,yes,
5,3,7,ec,3,negative,K   L   E   H,maske_2.bmp,maske_1.bmp,9182.bmp,0.069,K   L   E   H,D   U   N   T,C   L   E   M,Z   U   N   D,no,yes,no,no,
5,3,8,ec,4,positive,G   N   U   D,maske_2.bmp,maske_1.bmp,2091.bmp,0.069,G   U   N   T,G   N   U   D,K   L   E   H,H   E   M   K,yes,no,no,no,
5,3,9,ec,8,negative,K   E   H   M,maske_1.bmp,maske_2.bmp,9432.bmp,0.069,K   L   E   M,D   U   T   Z,K   E   H   M,T   U   G   Z,yes,no,no,no,
5,3,10,ec,5,negative,M   E   C   H,maske_1.bmp,maske_2.bmp,6020.bmp,0.069,K   L   E   H,G   N   U   D,Z   U   N   D,M   E   C   H,no,yes,no,no,
5,3,11,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,9342.bmp,0.5,J   O   R   F,F   R   I   B,P   Y   W   S,V   A   S   P,no,no,yes,no,
5,3,12,ec,3,positive,D   U   T   Z,maske_1.bmp,maske_2.bmp,7330.bmp,0.069,C   L   E   M,D   U   T   Z,K   E   H   M,Z   U   D   T,no,yes,no,no,
5,3,13,ec,2,negative,C   L   E   M,maske_2.bmp,maske_1.bmp,3300.bmp,0.069,M   E   C   H,G   U   N   T,Z   U   D   T,C   L   E   M,no,yes,no,no,
5,3,14,ec,7,positive,G   U   N   T,maske_1.bmp,maske_2.bmp,8170.bmp,0.069,C   L   E   K,D   U   N   T,K   L   E   M,G   U   N   T,no,no,no,yes,
5,3,15,ec,5,positive,Z   U   D   T,maske_2.bmp,maske_1.bmp,2050.bmp,0.069,C   E   L   K,Z   U   D   T,T   N   U   D,K   L   E   H,no,yes,no,no,
5,3,16,ec,4,negative,H   E   M   K,maske_2.bmp,maske_1.bmp,3550.bmp,0.069,T   U   G   Z,H   E   M   K,K   E   H   M,T   N   U   D,no,yes,no,no,
5,3,17,ec,1,negative,C   E   L   K,maske_1.bmp,maske_2.bmp,6242.bmp,0.069,D   U   T   Z,T   N   U   D,C   L   E   K,C   E   L   K,yes,no,no,no,
5,3,18,ec,8,positive,D   U   N   T,maske_1.bmp,maske_2.bmp,2340.bmp,0.069,D   U   N   T,G   N   U   D,K   E   H   M,C   L   E   K,yes,no,no,no,
5,3,19,ec,6,positive,Z   U   N   D,maske_1.bmp,maske_2.bmp,1999.bmp,0.069,M   E   C   H,Z   U   N   D,D   U   T   Z,C   L   E   M,yes,no,no,no,
5,3,20,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,7230.bmp,0.5,J   O   R   F,V   A   S   P,F   R   I   B,P   Y   W   S,yes,no,no,no,
5,4,1,ec,2,positive,T   N   U   D,maske_1.bmp,maske_2.bmp,7502.bmp,0.069,C   L   E   K,K   E   H   M,T   N   U   D,T   U   G   Z,yes,no,no,no,
5,4,2,ec,8,positive,D   U   N   T,maske_2.bmp,maske_1.bmp,8540.bmp,0.069,D   U   N   T,K   L   E   H,G   N   U   D,K   E   H   M,yes,no,no,no,
5,4,3,ec,8,negative,K   E   H   M,maske_2.bmp,maske_1.bmp,9561.bmp,0.069,H   E   M   K,T   U   G   Z,Z   U   D   T,K   E   H   M,yes,no,no,no,
5,4,4,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9630.bmp,0.5,V   A   S   P,F   R   I   B,P   Y   W   S,J   O   R   F,yes,no,no,no,
5,4,5,ec,7,negative,C   L   E   K,maske_2.bmp,maske_1.bmp,6831.bmp,0.069,Z   U   N   D,G   N   U   D,C   L   E   K,C   L   E   M,no,no,yes,no,
