subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
53,1,1,ec,8,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,8540.bmp,0.069,C   E   L   K,M   E   C   H,G   N   U   D,Z   U   N   T,no,no,yes,no,
53,1,2,ec,7,positive,G   U   N   D,maske_2.bmp,maske_1.bmp,4606.bmp,0.069,G   U   N   D,H   E   L   K,M   E   H   K,G   N   U   D,yes,no,no,no,
53,1,3,ec,5,positive,Z   U   N   T,maske_1.bmp,maske_2.bmp,2208.bmp,0.069,K   E   L   M,C   L   E   K,D   U   G   T,Z   U   N   T,no,yes,no,no,
53,1,4,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,1650.bmp,0.5,J   O   R   F,V   A   S   P,F   R   I   B,P   Y   W   S,no,no,yes,no,
53,1,5,ec,2,positive,N   U   G   Z,maske_2.bmp,maske_1.bmp,8470.bmp,0.069,N   U   G   Z,K   E   C   H,T   U   N   G,M   E   H   K,no,no,no,yes,
53,1,6,ec,8,negative,C   L   E   K,maske_1.bmp,maske_2.bmp,9050.bmp,0.069,Z   U   N   G,C   E   L   M,T   U   N   G,C   L   E   K,no,yes,no,no,
53,1,7,ec,6,negative,H   E   L   K,maske_2.bmp,maske_1.bmp,9561.bmp,0.069,Z   U   N   G,D   N   U   G,H   E   L   K,M   E   C   H,no,no,no,yes,
53,1,8,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9560.bmp,0.5,P   Y   W   S,V   A   S   P,J   O   R   F,F   R   I   B,no,yes,no,no,
53,1,9,ec,7,negative,M   E   C   H,maske_2.bmp,maske_1.bmp,9520.bmp,0.069,K   E   L   M,G   U   N   D,M   E   C   H,D   U   G   T,yes,no,no,no,
53,1,10,ec,6,positive,Z   U   N   G,maske_1.bmp,maske_2.bmp,2900.2.bmp,0.069,K   E   L   M,G   U   N   D,Z   U   N   G,M   E   C   H,no,no,yes,no,
53,1,11,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,9430.bmp,0.5,V   A   S   P,F   R   I   B,J   O   R   F,P   Y   W   S,no,no,no,yes,
53,1,12,ec,3,positive,D   U   G   T,maske_2.bmp,maske_1.bmp,5994.bmp,0.069,C   L   E   K,D   N   U   G,D   U   G   T,C   E   L   K,no,yes,no,no,
53,1,13,ec,3,negative,K   E   C   H,maske_2.bmp,maske_1.bmp,9041.bmp,0.069,G   U   N   D,K   E   C   H,Z   U   N   T,M   E   H   K,no,yes,no,no,
53,1,14,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,5831.bmp,0.5,V   A   S   P,J   O   R   F,F   R   I   B,P   Y   W   S,no,yes,no,no,
53,1,15,ec,4,positive,D   N   U   G,maske_1.bmp,maske_2.bmp,2070.bmp,0.069,Z   U   N   G,C   E   L   M,K   E   C   H,D   N   U   G,no,no,no,yes,
53,1,16,ec,2,negative,K   E   L   M,maske_2.bmp,maske_1.bmp,2900.bmp,0.069,C   L   E   K,K   E   L   M,G   N   U   D,Z   U   N   T,no,yes,no,no,
53,1,17,ec,1,positive,T   U   N   G,maske_1.bmp,maske_2.bmp,5910.bmp,0.069,N   U   G   Z,C   E   L   M,T   U   N   G,H   E   L   K,yes,no,no,no,
53,1,18,ec,1,negative,C   E   L   K,maske_2.bmp,maske_1.bmp,9342.bmp,0.069,G   N   U   D,T   U   N   G,C   E   L   K,K   E   C   H,no,no,yes,no,
53,1,19,ec,4,negative,M   E   H   K,maske_2.bmp,maske_1.bmp,6530.bmp,0.069,N   U   G   Z,M   E   H   K,C   E   L   K,D   N   U   G,no,yes,no,no,
53,1,20,ec,5,negative,C   E   L   M,maske_2.bmp,maske_1.bmp,9920.bmp,0.069,N   U   G   Z,D   U   G   T,C   E   L   M,H   E   L   K,no,no,yes,no,
53,2,1,ec,2,positive,N   U   G   Z,maske_2.bmp,maske_1.bmp,4606.bmp,0.069,K   E   L   M,C   E   L   K,N   U   G   Z,G   U   N   D,no,no,yes,no,
53,2,2,ec,4,negative,M   E   H   K,maske_1.bmp,maske_2.bmp,9180.bmp,0.069,K   E   C   H,M   E   H   K,Z   U   N   G,G   U   N   D,no,yes,no,no,
53,2,3,ec,7,negative,M   E   C   H,maske_2.bmp,maske_1.bmp,9050.bmp,0.069,K   E   L   M,M   E   C   H,D   U   G   T,Z   U   N   G,no,no,no,yes,
53,2,4,ec,6,negative,H   E   L   K,maske_1.bmp,maske_2.bmp,9435.bmp,0.069,T   U   N   G,Z   U   N   T,M   E   C   H,H   E   L   K,yes,no,no,no,
53,2,5,ec,2,negative,K   E   L   M,maske_2.bmp,maske_1.bmp,8485.bmp,0.069,K   E   L   M,T   U   N   G,Z   U   N   T,C   E   L   M,no,yes,no,no,
