subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
15,1,1,ec,3,negative,T   N   U   D,maske_1.bmp,maske_2.bmp,9920.bmp,0.036,C   H   E   L,G   N   U   D,T   N   U   D,C   E   L   M,no,no,yes,no,
15,1,2,ec_control,1,negative,V   A   S   P,maske_2.bmp,maske_1.bmp,3160.bmp,0.5,P   Y   W   S,V   A   S   P,J   O   R   F,F   R   I   B,no,yes,no,no,
15,1,3,ec,2,negative,Z   U   N   G,maske_1.bmp,maske_2.bmp,1525.bmp,0.036,N   U   G   Z,Z   U   N   G,K   E   H   M,K   E   L   M,no,no,no,yes,
15,1,4,ec,4,negative,D   N   U   G,maske_1.bmp,maske_2.bmp,9102.bmp,0.036,K   E   L   M,D   U   N   T,K   E   H   M,D   N   U   G,no,no,no,yes,
15,1,5,ec,8,positive,H   E   L   K,maske_2.bmp,maske_1.bmp,4622.bmp,0.036,H   E   L   K,K   E   L   M,N   U   G   Z,G   N   U   D,no,yes,no,no,
15,1,6,ec,6,negative,D   U   G   T,maske_2.bmp,maske_1.bmp,2375.1.bmp,0.036,K   E   C   H,C   H   E   K,D   U   G   T,Z   U   D   T,no,no,no,yes,
15,1,7,ec,3,positive,K   E   L   M,maske_1.bmp,maske_2.bmp,2057.bmp,0.036,G   N   U   D,C   H   E   L,D   U   N   T,K   E   L   M,no,yes,no,no,
15,1,8,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,1999.bmp,0.5,J   O   R   F,P   Y   W   S,V   A   S   P,F   R   I   B,yes,no,no,no,
15,1,9,ec,1,positive,K   E   C   H,maske_2.bmp,maske_1.bmp,2160.bmp,0.036,Z   U   N   G,K   E   C   H,C   H   E   K,Z   U   D   T,no,yes,no,no,
15,1,10,ec,7,positive,C   H   E   K,maske_2.bmp,maske_1.bmp,7470.bmp,0.036,D   U   G   T,D   U   N   T,C   H   E   K,K   E   C   H,no,yes,no,no,
15,1,11,ec,5,positive,C   E   L   M,maske_2.bmp,maske_1.bmp,7350.bmp,0.036,C   E   L   M,K   L   E   H,D   U   G   T,Z   U   D   T,no,yes,no,no,
15,1,12,ec,7,negative,G   N   U   D,maske_2.bmp,maske_1.bmp,2141.bmp,0.036,G   N   U   D,K   E   C   H,Z   U   N   G,C   H   E   K,no,yes,no,no,
15,1,13,ec,6,positive,K   E   H   M,maske_1.bmp,maske_2.bmp,2208.bmp,0.036,N   U   G   Z,K   E   H   M,T   N   U   D,C   E   L   M,no,yes,no,no,
15,1,14,ec,5,negative,N   U   G   Z,maske_2.bmp,maske_1.bmp,9560.bmp,0.036,C   H   E   L,D   U   G   T,N   U   G   Z,H   E   L   K,no,yes,no,no,
15,1,15,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,2311.bmp,0.5,V   A   S   P,F   R   I   B,P   Y   W   S,J   O   R   F,no,yes,no,no,
15,1,16,ec,4,positive,C   H   E   L,maske_2.bmp,maske_1.bmp,5460.bmp,0.036,D   N   U   G,K   E   H   M,Z   U   N   G,C   H   E   L,no,yes,no,no,
15,1,17,ec,8,negative,Z   U   D   T,maske_2.bmp,maske_1.bmp,7380.bmp,0.036,Z   U   D   T,T   N   U   D,H   E   L   K,K   L   E   H,no,yes,no,no,
15,1,18,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,3220.bmp,0.5,F   R   I   B,J   O   R   F,V   A   S   P,P   Y   W   S,no,no,no,yes,
15,1,19,ec,1,negative,D   U   N   T,maske_1.bmp,maske_2.bmp,9432.bmp,0.036,K   L   E   H,D   U   N   T,D   N   U   G,C   E   L   M,no,yes,no,no,
15,1,20,ec,2,positive,K   L   E   H,maske_1.bmp,maske_2.bmp,5994.bmp,0.036,K   L   E   H,H   E   L   K,D   N   U   G,T   N   U   D,no,yes,no,no,
15,2,1,ec,2,negative,Z   U   N   G,maske_1.bmp,maske_2.bmp,6242.bmp,0.036,D   U   G   T,K   E   H   M,H   E   L   K,Z   U   N   G,yes,no,no,no,
15,2,2,ec,8,positive,H   E   L   K,maske_1.bmp,maske_2.bmp,8470.bmp,0.036,K   L   E   H,G   N   U   D,H   E   L   K,N   U   G   Z,yes,no,no,no,
15,2,3,ec,1,positive,K   E   C   H,maske_2.bmp,maske_1.bmp,8330.bmp,0.036,K   E   C   H,G   N   U   D,D   U   G   T,C   H   E   K,yes,no,no,no,
15,2,4,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,9400.bmp,0.5,P   Y   W   S,J   O   R   F,V   A   S   P,F   R   I   B,yes,no,no,no,
15,2,5,ec,1,negative,D   U   N   T,maske_1.bmp,maske_2.bmp,3220.bmp,0.036,C   H   E   L,D   U   N   T,G   N   U   D,K   E   L   M,yes,no,no,no,
15,2,6,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,8540.bmp,0.5,P   Y   W   S,F   R   I   B,V   A   S   P,J   O   R   F,no,yes,no,no,
15,2,7,ec,7,positive,C   H   E   K,maske_2.bmp,maske_1.bmp,2050.bmp,0.036,K   E   H   M,T   N   U   D,C   H   E   K,D   N   U   G,yes,no,no,no,
15,2,8,ec,4,positive,C   H   E   L,maske_1.bmp,maske_2.bmp,1710.bmp,0.036,C   E   L   M,D   N   U   G,C   H   E   L,T   N   U   D,yes,no,no,no,
15,2,9,ec,5,positive,C   E   L   M,maske_2.bmp,maske_1.bmp,2660.bmp,0.036,H   E   L   K,C   E   L   M,D   U   G   T,Z   U   N   G,yes,no,no,no,
15,2,10,ec,6,negative,D   U   G   T,maske_2.bmp,maske_1.bmp,6570.1.bmp,0.036,C   E   L   M,T   N   U   D,K   L   E   H,D   U   G   T,yes,no,no,no,
15,2,11,ec,6,positive,K   E   H   M,maske_1.bmp,maske_2.bmp,4606.bmp,0.036,N   U   G   Z,K   E   H   M,C   H   E   L,D   U   N   T,yes,no,no,no,
15,2,12,ec,3,positive,K   E   L   M,maske_2.bmp,maske_1.bmp,2311.bmp,0.036,K   E   L   M,K   E   C   H,Z   U   D   T,D   U   N   T,yes,no,no,no,
15,2,13,ec,5,negative,N   U   G   Z,maske_1.bmp,maske_2.bmp,2375.1.bmp,0.036,H   E   L   K,N   U   G   Z,Z   U   N   G,C   H   E   K,yes,no,no,no,
15,2,14,ec,7,negative,G   N   U   D,maske_2.bmp,maske_1.bmp,9050.bmp,0.036,K   E   C   H,Z   U   D   T,G   N   U   D,K   E   H   M,yes,no,no,no,
15,2,15,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,4220.bmp,0.5,V   A   S   P,J   O   R   F,F   R   I   B,P   Y   W   S,no,yes,no,no,
15,2,16,ec,2,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,1650.bmp,0.036,K   E   L   M,Z   U   N   G,K   L   E   H,Z   U   D   T,no,yes,no,no,
15,2,17,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,3160.bmp,0.5,P   Y   W   S,F   R   I   B,V   A   S   P,J   O   R   F,no,no,yes,no,
15,2,18,ec,8,negative,Z   U   D   T,maske_2.bmp,maske_1.bmp,9340.bmp,0.036,C   E   L   M,Z   U   D   T,K   E   L   M,D   N   U   G,yes,no,no,no,
15,2,19,ec,3,negative,T   N   U   D,maske_2.bmp,maske_1.bmp,6020.bmp,0.036,D   U   N   T,T   N   U   D,C   H   E   K,K   E   C   H,yes,no,no,no,
15,2,20,ec,4,negative,D   N   U   G,maske_1.bmp,maske_2.bmp,2141.bmp,0.036,D   N   U   G,C   H   E   L,K   L   E   H,N   U   G   Z,yes,no,no,no,
15,3,1,ec,3,negative,T   N   U   D,maske_2.bmp,maske_1.bmp,9500.bmp,0.036,T   N   U   D,D   N   U   G,C   H   E   K,K   E   L   M,yes,no,no,no,
15,3,2,ec_control,2,negative,P   Y   W   S,maske_1.bmp,maske_2.bmp,9000.bmp,0.5,V   A   S   P,F   R   I   B,P   Y   W   S,J   O   R   F,no,no,yes,no,
15,3,3,ec,4,negative,D   N   U   G,maske_2.bmp,maske_1.bmp,6831.bmp,0.036,C   H   E   L,D   U   G   T,C   E   L   M,D   N   U   G,no,yes,no,no,
15,3,4,ec,5,negative,N   U   G   Z,maske_2.bmp,maske_1.bmp,9920.bmp,0.036,K   L   E   H,K   E   C   H,Z   U   D   T,N   U   G   Z,no,yes,no,no,
15,3,5,ec,2,negative,Z   U   N   G,maske_1.bmp,maske_2.bmp,9630.bmp,0.036,H   E   L   K,K   E   H   M,G   N   U   D,Z   U   N   G,no,yes,no,no,
15,3,6,ec,8,negative,Z   U   D   T,maske_1.bmp,maske_2.bmp,2900.bmp,0.036,K   E   H   M,N   U   G   Z,Z   U   D   T,K   L   E   H,no,yes,no,no,
15,3,7,ec,2,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,7350.bmp,0.036,K   L   E   H,D   N   U   G,D   U   G   T,H   E   L   K,no,yes,no,no,
15,3,8,ec,7,negative,G   N   U   D,maske_1.bmp,maske_2.bmp,6555.bmp,0.036,H   E   L   K,D   U   N   T,K   E   L   M,G   N   U   D,no,yes,no,no,
