subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
7,1,1,ec,5,negative,Z   U   N   D,maske_2.bmp,maske_1.bmp,9265.bmp,0.072,C   E   L   M,N   U   G   Z,Z   U   N   D,K   L   E   H,no,no,yes,no,
7,1,2,ec,4,negative,Z   U   N   T,maske_1.bmp,maske_2.bmp,2053.bmp,0.072,M   E   H   K,Z   U   N   G,C   L   E   K,Z   U   N   T,no,no,no,yes,
7,1,3,ec,1,negative,D   U   G   T,maske_2.bmp,maske_1.bmp,9920.bmp,0.072,D   U   G   T,K   L   E   H,G   U   N   D,K   E   H   M,yes,no,no,no,
7,1,4,ec,7,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,3220.bmp,0.072,M   E   C   H,G   U   N   D,M   E   H   K,T   N   U   D,no,no,yes,no,
7,1,5,ec_control,2,positive,F   R   I   B,maske_2.bmp,maske_1.bmp,2057.bmp,0.5,F   R   I   B,J   O   R   F,V   A   S   P,P   Y   W   S,yes,no,no,no,
7,1,6,ec_control,1,positive,J   O   R   F,maske_1.bmp,maske_2.bmp,5594.bmp,0.5,P   Y   W   S,V   A   S   P,J   O   R   F,F   R   I   B,no,no,yes,no,
7,1,7,ec,3,negative,N   U   G   Z,maske_1.bmp,maske_2.bmp,9102.bmp,0.072,G   N   U   D,H   E   L   K,N   U   G   Z,M   E   C   H,yes,no,no,no,
7,1,8,ec,7,positive,K   E   H   M,maske_1.bmp,maske_2.bmp,7470.bmp,0.072,Z   U   N   T,M   E   C   H,K   E   H   M,Z   U   N   G,no,no,yes,no,
7,1,9,ec,1,positive,C   L   E   K,maske_2.bmp,maske_1.bmp,8501.bmp,0.072,C   L   E   K,K   L   E   H,D   U   G   T,G   N   U   D,no,no,yes,no,
7,1,10,ec,8,negative,T   N   U   D,maske_2.bmp,maske_1.bmp,9421.bmp,0.072,K   E   H   M,C   E   L   M,Z   U   N   T,T   N   U   D,yes,no,no,no,
7,1,11,ec,6,positive,H   E   L   K,maske_2.bmp,maske_1.bmp,8496.bmp,0.072,C   E   L   M,H   E   L   K,G   U   N   D,Z   U   N   D,yes,no,no,no,
7,1,12,ec,4,positive,K   L   E   H,maske_2.bmp,maske_1.bmp,7230.bmp,0.072,Z   U   N   D,C   L   E   K,K   L   E   H,G   U   N   D,no,no,no,yes,
7,1,13,ec,5,positive,C   H   E   L,maske_1.bmp,maske_2.bmp,2550.bmp,0.072,D   U   G   T,T   N   U   D,C   H   E   L,H   E   L   K,yes,no,no,no,
7,1,14,ec,8,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,1440.bmp,0.072,N   U   G   Z,Z   U   N   T,M   E   C   H,K   E   H   M,no,no,yes,no,
7,1,15,ec,3,positive,M   E   H   K,maske_1.bmp,maske_2.bmp,7502.bmp,0.072,M   E   H   K,T   N   U   D,C   H   E   L,Z   U   N   G,no,no,no,yes,
7,1,16,ec_control,2,negative,P   Y   W   S,maske_2.bmp,maske_1.bmp,6311.bmp,0.5,P   Y   W   S,J   O   R   F,F   R   I   B,V   A   S   P,yes,no,no,no,
7,1,17,ec,6,negative,Z   U   N   G,maske_2.bmp,maske_1.bmp,9500.bmp,0.072,Z   U   N   D,C   H   E   L,Z   U   N   G,H   E   L   K,no,yes,no,no,
7,1,18,ec_control,1,negative,V   A   S   P,maske_1.bmp,maske_2.bmp,9050.bmp,0.5,P   Y   W   S,V   A   S   P,J   O   R   F,F   R   I   B,no,yes,no,no,
7,1,19,ec,2,negative,G   N   U   D,maske_1.bmp,maske_2.bmp,2900.bmp,0.072,C   H   E   L,C   L   E   K,G   N   U   D,D   U   G   T,no,no,no,yes,
7,1,20,ec,2,positive,C   E   L   M,maske_1.bmp,maske_2.bmp,7330.bmp,0.072,M   E   H   K,C   E   L   M,N   U   G   Z,G   N   U   D,no,no,yes,no,
7,2,1,ec,3,positive,M   E   H   K,maske_1.bmp,maske_2.bmp,2550.bmp,0.072,Z   U   N   G,Z   U   N   T,M   E   H   K,C   L   E   K,yes,no,no,no,
7,2,2,ec,2,positive,C   E   L   M,maske_1.bmp,maske_2.bmp,8080.bmp,0.072,D   U   G   T,C   H   E   L,C   E   L   M,Z   U   N   D,no,no,yes,no,
7,2,3,ec,2,negative,G   N   U   D,maske_2.bmp,maske_1.bmp,9340.bmp,0.072,G   N   U   D,C   E   L   M,C   L   E   K,D   U   G   T,yes,no,no,no,
7,2,4,ec,7,negative,G   U   N   D,maske_1.bmp,maske_2.bmp,3220.bmp,0.072,G   U   N   D,M   E   C   H,C   E   L   M,Z   U   N   G,yes,no,no,no,
7,2,5,ec,8,positive,M   E   C   H,maske_2.bmp,maske_1.bmp,1463.bmp,0.072,M   E   C   H,M   E   H   K,N   U   G   Z,G   U   N   D,no,yes,no,no,
7,2,6,ec_control,2,positive,F   R   I   B,maske_1.bmp,maske_2.bmp,7350.bmp,0.5,J   O   R   F,F   R   I   B,V   A   S   P,P   Y   W   S,no,yes,no,no,
7,2,7,ec,3,negative,N   U   G   Z,maske_2.bmp,maske_1.bmp,9007.bmp,0.072,T   N   U   D,M   E   H   K,K   L   E   H,N   U   G   Z,yes,no,no,no,
7,2,8,ec,5,negative,Z   U   N   D,maske_2.bmp,maske_1.bmp,2276.bmp,0.072,C   H   E   L,K   E   H   M,N   U   G   Z,Z   U   N   D,no,no,no,yes,
