subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3
73,1,1,ec,6,positive,S   N   A   D,maske_2.bmp,maske_1.bmp,5994.bmp,0.075,no,yes,no,no,no,no,no,no,no
73,1,2,ec,4,positive,S   W   A   P,maske_1.bmp,maske_2.bmp,2150.bmp,0.075,no,yes,no,no,no,no,no,no,no
73,1,3,ec,6,negative,F   L   O   R,maske_1.bmp,maske_2.bmp,2375.1.bmp,0.075,no,no,yes,no,no,no,no,no,no
73,1,4,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,1650.bmp,0.5,no,no,no,no,no,yes,no,no,no
73,1,5,ec,2,positive,D   W   A   P,maske_1.bmp,maske_2.bmp,2040.bmp,0.075,no,yes,no,no,no,no,no,no,no
73,1,6,ec,7,positive,W   A   P   S,maske_1.bmp,maske_2.bmp,7350.bmp,0.075,no,yes,no,no,no,no,no,no,no
73,1,7,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,4220.bmp,0.5,no,no,no,no,no,yes,no,no,no
73,1,8,ec,5,negative,F   R   O   B,maske_1.bmp,maske_2.bmp,9006.bmp,0.075,yes,no,no,no,no,no,no,no,no
73,1,9,ec,3,positive,P   A   N   S,maske_2.bmp,maske_1.bmp,2660.bmp,0.075,yes,no,no,no,no,no,no,no,no
73,1,10,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,6311.bmp,0.5,no,no,no,no,no,yes,no,no,no
73,1,11,ec,8,negative,B   R   O   L,maske_2.bmp,maske_1.bmp,9342.bmp,0.075,yes,no,no,no,no,no,no,no,no
73,1,12,ec,1,negative,B   R   O   F,maske_1.bmp,maske_2.bmp,2750.bmp,0.075,yes,no,no,no,no,no,no,no,no
73,1,13,ec,1,positive,S   N   A   W,maske_1.bmp,maske_2.bmp,1463.bmp,0.075,yes,no,no,no,no,no,no,no,no
73,1,14,ec,5,positive,W   A   N   S,maske_1.bmp,maske_2.bmp,8190.bmp,0.075,yes,no,no,no,no,no,no,no,no
73,1,15,ec,3,negative,F   O   R   B,maske_1.bmp,maske_2.bmp,3220.bmp,0.075,no,no,yes,no,no,no,no,no,no
73,1,16,ec,8,positive,P   A   W   S,maske_1.bmp,maske_2.bmp,2209.bmp,0.075,no,no,yes,no,no,no,no,no,no
73,1,17,ec,2,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,2900.bmp,0.075,no,no,yes,no,no,no,no,no,no
73,1,18,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,9331.bmp,0.5,no,no,no,no,no,yes,no,no,no
73,1,19,ec,7,negative,L   O   R   B,maske_1.bmp,maske_2.bmp,9520.bmp,0.075,no,no,yes,no,no,no,no,no,no
73,1,20,ec,4,negative,J   O   R   B,maske_1.bmp,maske_2.bmp,9400.bmp,0.075,no,no,yes,no,no,no,no,no,no
73,2,1,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,8501.bmp,0.5,no,no,no,no,no,yes,no,no,no
73,2,2,ec,5,positive,W   A   N   S,maske_2.bmp,maske_1.bmp,1440.bmp,0.079,no,no,yes,no,no,no,no,no,no
73,2,3,ec,5,negative,F   R   O   B,maske_2.bmp,maske_1.bmp,3300.bmp,0.079,no,no,yes,no,no,no,no,no,no
73,2,4,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,6838.bmp,0.5,no,no,no,no,no,yes,no,no,no
73,2,5,ec,2,positive,D   W   A   P,maske_2.bmp,maske_1.bmp,8370.bmp,0.079,no,no,yes,no,no,no,no,no,no
73,2,6,ec,7,positive,W   A   P   S,maske_2.bmp,maske_1.bmp,8330.bmp,0.079,no,no,yes,no,no,no,no,no,no
73,2,7,ec,1,negative,B   R   O   F,maske_2.bmp,maske_1.bmp,1525.bmp,0.079,no,no,yes,no,no,no,no,no,no
73,2,8,ec,4,negative,J   O   R   B,maske_2.bmp,maske_1.bmp,6555.bmp,0.079,no,no,yes,no,no,no,no,no,no
73,2,9,ec,4,positive,S   W   A   P,maske_2.bmp,maske_1.bmp,2091.bmp,0.079,no,no,no,no,yes,no,no,no,no
73,2,10,ec,7,negative,L   O   R   B,maske_2.bmp,maske_1.bmp,7380.bmp,0.079,no,no,no,no,yes,no,no,no,no
73,2,11,ec,6,negative,F   L   O   R,maske_2.bmp,maske_1.bmp,6242.bmp,0.079,no,no,yes,no,no,no,no,no,no
