subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
73,1,1,ec,8,negative,B   R   O   L,maske_1.bmp,maske_2.bmp,2375.1.bmp,0.069,B   R   O   L,L   O   R   B,D   W   A   P,W   A   N   S,no,yes,no,no,
73,1,2,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,9330.bmp,0.5,H   Y   V   Z,T   E   H   V,K   I   G   M,G   M   U   X,no,no,no,yes,
73,1,3,ec,5,negative,F   R   O   B,maske_2.bmp,maske_1.bmp,9432.bmp,0.069,F   R   O   B,P   A   N   S,J   O   R   B,S   N   A   W,yes,no,no,no,
73,1,4,ec_control,2,negative,K   I   G   M,maske_2.bmp,maske_1.bmp,9102.bmp,0.5,H   Y   V   Z,T   E   H   V,G   M   U   X,K   I   G   M,no,no,no,yes,
73,1,5,ec,5,positive,W   A   N   S,maske_2.bmp,maske_1.bmp,2311.bmp,0.069,W   A   N   S,P   A   N   S,F   O   R   B,F   L   O   R,no,yes,no,no,
73,1,6,ec,3,positive,P   A   N   S,maske_1.bmp,maske_2.bmp,5830.bmp,0.069,F   O   R   B,P   A   N   S,S   W   A   P,J   O   R   F,no,yes,no,no,
73,1,7,ec,2,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,9421.bmp,0.069,F   R   O   B,D   W   A   P,J   O   R   F,P   A   W   S,no,yes,no,no,
73,1,8,ec,8,positive,P   A   W   S,maske_1.bmp,maske_2.bmp,1440.bmp,0.069,P   A   W   S,J   O   R   F,W   A   P   S,F   R   O   B,yes,no,no,no,
73,1,9,ec,4,negative,J   O   R   B,maske_1.bmp,maske_2.bmp,9280.bmp,0.069,S   W   A   P,F   L   O   R,S   N   A   D,J   O   R   B,no,yes,no,no,
73,1,10,ec,2,positive,D   W   A   P,maske_2.bmp,maske_1.bmp,7580.bmp,0.069,S   N   A   W,D   W   A   P,F   L   O   R,B   R   O   F,no,yes,no,no,
73,1,11,ec,7,negative,L   O   R   B,maske_2.bmp,maske_1.bmp,9006.bmp,0.069,P   A   W   S,S   W   A   P,F   O   R   B,L   O   R   B,yes,no,no,no,
73,1,12,ec,4,positive,S   W   A   P,maske_1.bmp,maske_2.bmp,5460.bmp,0.069,S   W   A   P,S   N   A   D,J   O   R   B,L   O   R   B,no,no,yes,no,
73,1,13,ec,7,positive,W   A   P   S,maske_1.bmp,maske_2.bmp,8170.bmp,0.069,L   O   R   B,B   R   O   L,W   A   P   S,W   A   N   S,yes,no,no,no,
73,1,14,ec,3,negative,F   O   R   B,maske_1.bmp,maske_2.bmp,2710.bmp,0.069,P   A   N   S,F   O   R   B,W   A   P   S,B   R   O   F,yes,no,no,no,
73,1,15,ec,1,positive,S   N   A   W,maske_2.bmp,maske_1.bmp,2209.bmp,0.069,D   W   A   P,S   N   A   W,F   R   O   B,J   O   R   B,yes,no,no,no,
73,1,16,ec,1,negative,B   R   O   F,maske_1.bmp,maske_2.bmp,2900.bmp,0.069,W   A   P   S,S   N   A   W,B   R   O   L,B   R   O   F,no,yes,no,no,
73,1,17,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,7502.bmp,0.5,K   I   G   M,H   Y   V   Z,T   E   H   V,G   M   U   X,no,no,yes,no,
73,1,18,ec,6,positive,S   N   A   D,maske_2.bmp,maske_1.bmp,5594.bmp,0.069,B   R   O   L,S   N   A   D,B   R   O   F,P   A   W   S,no,yes,no,no,
73,1,19,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,1650.bmp,0.5,K   I   G   M,H   Y   V   Z,G   M   U   X,T   E   H   V,no,yes,no,no,
73,1,20,ec,6,negative,F   L   O   R,maske_2.bmp,maske_1.bmp,9430.bmp,0.069,F   L   O   R,S   N   A   D,W   A   N   S,J   O   R   F,yes,no,no,no,
