subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
25,1,1,ec,6,negative,B   L   O   R,maske_1.bmp,maske_2.bmp,9630.bmp,0.077,J   O   R   B,B   L   O   R,N   A   P   S,D   A   P   S,yes,no,no,no,
25,1,2,ec,4,negative,J   O   R   B,maske_2.bmp,maske_1.bmp,9342.bmp,0.077,F   R   O   B,J   O   R   B,D   A   P   S,P   A   N   S,no,yes,no,no,
25,1,3,ec,7,negative,B   O   L   F,maske_1.bmp,maske_2.bmp,2375.1.bmp,0.077,B   O   L   F,B   L   O   F,W   A   D   S,S   N   A   D,yes,no,no,no,
25,1,4,ec,3,negative,B   R   O   F,maske_2.bmp,maske_1.bmp,9400.bmp,0.077,B   R   O   L,B   R   O   F,N   A   P   S,S   P   A   D,no,yes,no,no,
25,1,5,ec,3,positive,N   A   P   S,maske_1.bmp,maske_2.bmp,2091.bmp,0.077,B   L   O   F,S   N   A   D,N   A   P   S,L   O   B   F,no,no,yes,no,
25,1,6,ec,5,negative,B   R   O   L,maske_1.bmp,maske_2.bmp,9041.bmp,0.077,B   R   O   L,P   A   N   S,S   P   A   D,L   O   B   F,no,no,no,yes,
25,1,7,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9006.bmp,0.5,T   E   H   V,G   M   U   X,H   Y   V   Z,K   I   G   M,no,no,no,yes,
25,1,8,ec,1,positive,P   A   N   S,maske_1.bmp,maske_2.bmp,5830.bmp,0.077,P   A   N   S,D   W   A   P,F   R   O   B,B   O   L   F,yes,no,no,no,
25,1,9,ec,8,positive,D   A   P   S,maske_2.bmp,maske_1.bmp,2791.bmp,0.077,D   A   P   S,J   O   R   B,W   A   D   S,B   O   L   F,yes,no,no,no,
25,1,10,ec,2,negative,B   L   O   F,maske_2.bmp,maske_1.bmp,6530.bmp,0.077,P   A   N   D,B   R   O   F,B   L   O   F,D   W   A   P,no,no,yes,no,
25,1,11,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,7230.bmp,0.5,T   E   H   V,G   M   U   X,H   Y   V   Z,K   I   G   M,yes,no,no,no,
25,1,12,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,9432.bmp,0.5,K   I   G   M,G   M   U   X,T   E   H   V,H   Y   V   Z,no,yes,no,no,
25,1,13,ec,4,positive,S   N   A   D,maske_2.bmp,maske_1.bmp,8470.bmp,0.077,S   P   A   D,S   N   A   D,B   R   O   F,B   L   O   R,no,yes,no,no,
25,1,14,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,8420.bmp,0.5,G   M   U   X,H   Y   V   Z,T   E   H   V,K   I   G   M,no,yes,no,no,
25,1,15,ec,7,positive,S   P   A   D,maske_2.bmp,maske_1.bmp,2660.bmp,0.077,B   L   O   F,S   P   A   D,D   A   P   S,B   R   O   L,no,yes,no,no,
25,1,16,ec,1,negative,F   R   O   B,maske_2.bmp,maske_1.bmp,9920.bmp,0.077,P   A   N   D,B   L   O   R,S   N   A   D,F   R   O   B,no,no,no,yes,
25,1,17,ec,2,positive,P   A   N   D,maske_2.bmp,maske_1.bmp,7350.bmp,0.077,L   O   B   F,J   O   R   B,P   A   N   D,N   A   P   S,no,no,yes,no,
25,1,18,ec,5,positive,W   A   D   S,maske_2.bmp,maske_1.bmp,2080.bmp,0.077,P   A   N   S,B   L   O   R,F   R   O   B,W   A   D   S,no,no,no,yes,
25,1,19,ec,6,positive,D   W   A   P,maske_1.bmp,maske_2.bmp,2040.bmp,0.077,P   A   N   D,B   R   O   L,B   R   O   F,D   W   A   P,no,no,no,yes,
25,1,20,ec,8,negative,L   O   B   F,maske_1.bmp,maske_2.bmp,9280.bmp,0.077,B   O   L   F,W   A   D   S,L   O   B   F,D   W   A   P,yes,no,no,no,
25,2,1,ec,8,positive,D   A   P   S,maske_1.bmp,maske_2.bmp,5910.bmp,0.077,B   L   O   F,D   A   P   S,P   A   N   D,B   R   O   F,no,yes,no,no,
25,2,2,ec_control,1,negative,G   M   U   X,maske_2.bmp,maske_1.bmp,9342.bmp,0.5,G   M   U   X,K   I   G   M,T   E   H   V,H   Y   V   Z,yes,no,no,no,
25,2,3,ec,5,negative,B   R   O   L,maske_2.bmp,maske_1.bmp,9404.bmp,0.077,D   A   P   S,B   R   O   L,D   W   A   P,J   O   R   B,no,yes,no,no,
25,2,4,ec,4,negative,J   O   R   B,maske_1.bmp,maske_2.bmp,6570.1.bmp,0.077,W   A   D   S,J   O   R   B,P   A   N   D,B   O   L   F,no,yes,no,no,
25,2,5,ec,3,positive,N   A   P   S,maske_2.bmp,maske_1.bmp,8420.bmp,0.077,S   P   A   D,N   A   P   S,B   O   L   F,B   R   O   L,no,yes,no,no,
25,2,6,ec,7,positive,S   P   A   D,maske_2.bmp,maske_1.bmp,8330.bmp,0.077,W   A   D   S,S   P   A   D,J   O   R   B,F   R   O   B,no,yes,no,no,
25,2,7,ec,6,positive,D   W   A   P,maske_1.bmp,maske_2.bmp,7470.bmp,0.077,B   L   O   R,B   L   O   F,D   W   A   P,S   N   A   D,no,no,yes,no,
25,2,8,ec,2,negative,B   L   O   F,maske_2.bmp,maske_1.bmp,9182.bmp,0.077,S   P   A   D,B   L   O   F,F   R   O   B,N   A   P   S,no,yes,no,no,
