subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
62,1,1,ec,4,negative,C   L   E   M,maske_1.bmp,maske_2.bmp,9182.bmp,0.09,L   E   M   K,D   U   T   Z,C   L   E   M,T   U   N   G,no,yes,no,no,
62,1,2,ec,3,negative,H   E   M   K,maske_2.bmp,maske_1.bmp,9331.bmp,0.09,M   E   C   H,Z   U   D   T,H   E   M   K,G   U   N   T,no,yes,no,no,
62,1,3,ec_control,1,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,2900.bmp,0.5,V   A   S   P,P   Y   W   S,J   O   R   F,F   R   I   B,no,no,yes,no,
62,1,4,ec,7,negative,C   E   L   M,maske_2.bmp,maske_1.bmp,6831.bmp,0.09,K   E   H   M,C   E   L   M,T   U   N   G,Z   U   D   T,yes,no,no,no,
62,1,5,ec,1,positive,Z   U   N   G,maske_2.bmp,maske_1.bmp,2070.bmp,0.09,C   E   L   M,D   U   T   Z,K   E   H   M,Z   U   N   G,no,yes,no,no,
62,1,6,ec,2,positive,Z   U   N   D,maske_2.bmp,maske_1.bmp,5594.bmp,0.09,G   U   N   T,C   L   E   M,C   E   L   M,Z   U   N   D,no,no,no,yes,
62,1,7,ec,1,negative,K   E   H   M,maske_2.bmp,maske_1.bmp,9920.bmp,0.09,H   E   M   K,Z   U   N   G,K   E   H   M,Z   U   N   D,no,no,no,yes,
62,1,8,ec,7,positive,T   U   N   G,maske_1.bmp,maske_2.bmp,2057.bmp,0.09,L   E   M   K,H   E   L   K,T   U   N   G,Z   U   D   T,no,no,no,yes,
62,1,9,ec_control,1,positive,V   A   S   P,maske_1.bmp,maske_2.bmp,8190.bmp,0.5,P   Y   W   S,J   O   R   F,F   R   I   B,V   A   S   P,no,no,no,yes,
62,1,10,ec_control,2,positive,P   Y   W   S,maske_2.bmp,maske_1.bmp,8080.bmp,0.5,V   A   S   P,J   O   R   F,F   R   I   B,P   Y   W   S,no,no,no,yes,
62,1,11,ec_control,2,negative,F   R   I   B,maske_1.bmp,maske_2.bmp,9430.bmp,0.5,F   R   I   B,J   O   R   F,P   Y   W   S,V   A   S   P,yes,no,no,no,
62,1,12,ec,4,positive,Z   U   D   T,maske_2.bmp,maske_1.bmp,2050.bmp,0.09,M   E   C   H,Z   U   D   T,H   E   L   K,N   U   G   Z,no,yes,no,no,
62,1,13,ec,3,positive,G   U   N   T,maske_2.bmp,maske_1.bmp,2091.bmp,0.09,Z   U   N   D,K   L   E   M,G   U   N   T,C   L   E   M,yes,no,no,no,
62,1,14,ec,5,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,2040.bmp,0.09,L   E   M   K,Z   U   N   G,K   E   H   M,G   N   U   D,no,no,no,yes,
62,1,15,ec,8,positive,D   U   T   Z,maske_1.bmp,maske_2.bmp,1440.bmp,0.09,M   E   C   H,G   N   U   D,H   E   M   K,D   U   T   Z,no,yes,no,no,
62,1,16,ec,6,positive,N   U   G   Z,maske_2.bmp,maske_1.bmp,2660.bmp,0.09,K   L   E   M,N   U   G   Z,H   E   M   K,T   U   N   G,no,no,no,yes,
62,1,17,ec,6,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,9342.bmp,0.09,K   L   E   M,G   N   U   D,C   L   E   M,N   U   G   Z,no,yes,no,no,
62,1,18,ec,2,negative,H   E   L   K,maske_1.bmp,maske_2.bmp,2750.bmp,0.09,Z   U   N   D,C   E   L   M,Z   U   N   G,H   E   L   K,no,no,no,yes,
62,1,19,ec,8,negative,L   E   M   K,maske_2.bmp,maske_1.bmp,6530.bmp,0.09,H   E   L   K,D   U   T   Z,N   U   G   Z,L   E   M   K,no,no,no,yes,
62,1,20,ec,5,negative,M   E   C   H,maske_1.bmp,maske_2.bmp,9102.bmp,0.09,M   E   C   H,G   N   U   D,K   L   E   M,G   U   N   T,no,yes,no,no,
62,2,1,ec,2,negative,H   E   L   K,maske_1.bmp,maske_2.bmp,9182.bmp,0.09,C   L   E   M,H   E   L   K,D   U   T   Z,N   U   G   Z,no,no,no,yes,
62,2,2,ec,7,positive,T   U   N   G,maske_1.bmp,maske_2.bmp,5594.bmp,0.09,M   E   C   H,T   U   N   G,C   E   L   M,Z   U   N   G,no,no,no,yes,
62,2,3,ec_control,1,positive,V   A   S   P,maske_2.bmp,maske_1.bmp,4606.bmp,0.5,V   A   S   P,J   O   R   F,F   R   I   B,P   Y   W   S,yes,no,no,no,
62,2,4,ec,6,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,9435.bmp,0.09,K   L   E   M,H   E   L   K,T   U   N   G,D   U   T   Z,yes,no,no,no,
62,2,5,ec,3,negative,H   E   M   K,maske_2.bmp,maske_1.bmp,6831.bmp,0.09,H   E   M   K,M   E   C   H,Z   U   D   T,G   U   N   T,yes,no,no,no,
62,2,6,ec,6,positive,N   U   G   Z,maske_2.bmp,maske_1.bmp,5831.bmp,0.09,L   E   M   K,G   N   U   D,N   U   G   Z,M   E   C   H,no,no,yes,no,
62,2,7,ec,1,negative,K   E   H   M,maske_1.bmp,maske_2.bmp,9500.bmp,0.09,T   U   N   G,K   E   H   M,L   E   M   K,G   N   U   D,yes,no,no,no,
62,2,8,ec_control,2,positive,P   Y   W   S,maske_2.bmp,maske_1.bmp,7350.bmp,0.5,V   A   S   P,P   Y   W   S,J   O   R   F,F   R   I   B,no,yes,no,no,
62,2,9,ec_control,2,negative,F   R   I   B,maske_1.bmp,maske_2.bmp,1525.bmp,0.5,V   A   S   P,J   O   R   F,F   R   I   B,P   Y   W   S,no,no,yes,no,
62,2,10,ec,8,negative,L   E   M   K,maske_1.bmp,maske_2.bmp,6311.bmp,0.09,Z   U   N   G,Z   U   D   T,L   E   M   K,C   E   L   M,no,no,yes,no,
62,2,11,ec,5,positive,G   N   U   D,maske_1.bmp,maske_2.bmp,2058.bmp,0.09,G   U   N   T,H   E   L   K,G   N   U   D,L   E   M   K,no,no,yes,no,
62,2,12,ec,1,positive,Z   U   N   G,maske_2.bmp,maske_1.bmp,2050.bmp,0.09,D   U   T   Z,C   E   L   M,K   E   H   M,Z   U   N   G,no,no,yes,no,
62,2,13,ec,8,positive,D   U   T   Z,maske_2.bmp,maske_1.bmp,2340.bmp,0.09,Z   U   D   T,H   E   M   K,K   L   E   M,D   U   T   Z,no,no,no,yes,
62,2,14,ec,3,positive,G   U   N   T,maske_2.bmp,maske_1.bmp,8540.bmp,0.09,G   U   N   T,Z   U   N   D,H   E   M   K,K   E   H   M,no,no,yes,no,
62,2,15,ec,2,positive,Z   U   N   D,maske_1.bmp,maske_2.bmp,5910.bmp,0.09,C   L   E   M,Z   U   N   D,T   U   N   G,H   E   L   K,no,no,yes,no,
62,2,16,ec,4,positive,Z   U   D   T,maske_2.bmp,maske_1.bmp,4220.bmp,0.09,C   L   E   M,N   U   G   Z,K   L   E   M,Z   U   D   T,no,no,no,yes,
62,2,17,ec,4,negative,C   L   E   M,maske_1.bmp,maske_2.bmp,9000.bmp,0.09,K   E   H   M,Z   U   N   D,C   L   E   M,G   U   N   T,no,no,yes,no,
62,2,18,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,9342.bmp,0.5,J   O   R   F,V   A   S   P,P   Y   W   S,F   R   I   B,yes,no,no,no,
62,2,19,ec,7,negative,C   E   L   M,maske_2.bmp,maske_1.bmp,6530.bmp,0.09,N   U   G   Z,C   E   L   M,K   L   E   M,Z   U   N   D,no,yes,no,no,
62,2,20,ec,5,negative,M   E   C   H,maske_1.bmp,maske_2.bmp,9421.bmp,0.09,M   E   C   H,Z   U   N   G,G   N   U   D,H   E   M   K,yes,no,no,no,
62,3,1,ec_control,2,positive,P   Y   W   S,maske_2.bmp,maske_1.bmp,4220.bmp,0.5,J   O   R   F,V   A   S   P,P   Y   W   S,F   R   I   B,no,no,yes,no,
62,3,2,ec,5,negative,M   E   C   H,maske_2.bmp,maske_1.bmp,2710.bmp,0.09,Z   U   N   D,M   E   C   H,G   N   U   D,K   L   E   M,no,yes,no,no,
62,3,3,ec,1,negative,K   E   H   M,maske_2.bmp,maske_1.bmp,9500.bmp,0.09,K   E   H   M,T   U   N   G,H   E   L   K,Z   U   N   D,yes,no,no,no,
62,3,4,ec,4,negative,C   L   E   M,maske_2.bmp,maske_1.bmp,9920.bmp,0.09,Z   U   N   G,L   E   M   K,C   L   E   M,Z   U   D   T,no,yes,no,no,
62,3,5,ec,1,positive,Z   U   N   G,maske_1.bmp,maske_2.bmp,7580.bmp,0.09,M   E   C   H,N   U   G   Z,Z   U   N   G,L   E   M   K,no,no,no,yes,
62,3,6,ec,6,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,9280.bmp,0.09,K   L   E   M,K   E   H   M,G   U   N   T,D   U   T   Z,yes,no,no,no,
62,3,7,ec,3,positive,G   U   N   T,maske_1.bmp,maske_2.bmp,1999.bmp,0.09,M   E   C   H,L   E   M   K,G   N   U   D,G   U   N   T,yes,no,no,no,
62,3,8,ec,2,positive,Z   U   N   D,maske_2.bmp,maske_1.bmp,2058.bmp,0.09,C   L   E   M,C   E   L   M,D   U   T   Z,Z   U   N   D,no,no,no,yes,
62,3,9,ec,8,positive,D   U   T   Z,maske_1.bmp,maske_2.bmp,2070.bmp,0.09,K   L   E   M,D   U   T   Z,H   E   L   K,Z   U   N   D,yes,no,no,no,
62,3,10,ec,7,positive,T   U   N   G,maske_1.bmp,maske_2.bmp,1440.bmp,0.09,T   U   N   G,C   L   E   M,G   U   N   T,H   E   M   K,yes,no,no,no,
62,3,11,ec_control,2,negative,F   R   I   B,maske_2.bmp,maske_1.bmp,2375.1.bmp,0.5,J   O   R   F,P   Y   W   S,F   R   I   B,V   A   S   P,no,no,yes,no,
62,3,12,ec,4,positive,Z   U   D   T,maske_2.bmp,maske_1.bmp,5910.bmp,0.09,Z   U   D   T,Z   U   N   G,K   L   E   M,H   E   L   K,yes,no,no,no,
62,3,13,ec,8,negative,L   E   M   K,maske_1.bmp,maske_2.bmp,9180.bmp,0.09,M   E   C   H,L   E   M   K,N   U   G   Z,G   U   N   T,no,yes,no,no,
62,3,14,ec,6,positive,N   U   G   Z,maske_1.bmp,maske_2.bmp,2311.bmp,0.09,K   E   H   M,T   U   N   G,H   E   M   K,N   U   G   Z,no,no,no,yes,
62,3,15,ec_control,1,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,9182.bmp,0.5,J   O   R   F,V   A   S   P,F   R   I   B,P   Y   W   S,yes,no,no,no,
62,3,16,ec,2,negative,H   E   L   K,maske_1.bmp,maske_2.bmp,9435.bmp,0.09,Z   U   D   T,H   E   M   K,H   E   L   K,G   N   U   D,yes,no,no,no,
62,3,17,ec,3,negative,H   E   M   K,maske_1.bmp,maske_2.bmp,9220.bmp,0.09,H   E   M   K,Z   U   N   G,C   E   L   M,T   U   N   G,yes,no,no,no,
62,3,18,ec,5,positive,G   N   U   D,maske_2.bmp,maske_1.bmp,2050.bmp,0.09,Z   U   D   T,C   E   L   M,K   E   H   M,G   N   U   D,yes,no,no,no,
62,3,19,ec,7,negative,C   E   L   M,maske_1.bmp,maske_2.bmp,2141.bmp,0.09,C   E   L   M,D   U   T   Z,N   U   G   Z,C   L   E   M,yes,no,no,no,
62,3,20,ec_control,1,positive,V   A   S   P,maske_2.bmp,maske_1.bmp,2057.bmp,0.5,V   A   S   P,F   R   I   B,J   O   R   F,P   Y   W   S,yes,no,no,no,
62,4,1,ec,3,positive,G   U   N   T,maske_1.bmp,maske_2.bmp,1710.bmp,0.09,G   U   N   T,C   E   L   M,N   U   G   Z,M   E   C   H,yes,no,no,no,
62,4,2,ec,4,positive,Z   U   D   T,maske_1.bmp,maske_2.bmp,8470.bmp,0.09,L   E   M   K,Z   U   D   T,H   E   L   K,Z   U   N   G,yes,no,no,no,
62,4,3,ec_control,2,positive,P   Y   W   S,maske_1.bmp,maske_2.bmp,2311.bmp,0.5,V   A   S   P,P   Y   W   S,J   O   R   F,F   R   I   B,no,yes,no,no,
62,4,4,ec_control,1,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,9050.bmp,0.5,F   R   I   B,J   O   R   F,P   Y   W   S,V   A   S   P,no,yes,no,no,
62,4,5,ec,2,positive,Z   U   N   D,maske_1.bmp,maske_2.bmp,1440.bmp,0.09,M   E   C   H,L   E   M   K,G   U   N   T,Z   U   N   D,no,no,no,yes,
62,4,6,ec,6,positive,N   U   G   Z,maske_2.bmp,maske_1.bmp,2080.bmp,0.09,N   U   G   Z,Z   U   N   D,H   E   M   K,K   E   H   M,no,yes,no,no,
62,4,7,ec,5,negative,M   E   C   H,maske_2.bmp,maske_1.bmp,9561.bmp,0.09,L   E   M   K,M   E   C   H,G   N   U   D,D   U   T   Z,no,no,yes,no,
62,4,8,ec_control,1,positive,V   A   S   P,maske_1.bmp,maske_2.bmp,8330.bmp,0.5,J   O   R   F,V   A   S   P,F   R   I   B,P   Y   W   S,no,yes,no,no,
62,4,9,ec,6,negative,K   L   E   M,maske_1.bmp,maske_2.bmp,6530.bmp,0.09,Z   U   D   T,K   L   E   M,Z   U   N   G,K   E   H   M,no,no,no,yes,
62,4,10,ec,1,negative,K   E   H   M,maske_2.bmp,maske_1.bmp,9430.bmp,0.09,K   E   H   M,C   L   E   M,T   U   N   G,Z   U   N   G,yes,no,no,no,
62,4,11,ec,8,positive,D   U   T   Z,maske_2.bmp,maske_1.bmp,7330.bmp,0.09,Z   U   D   T,K   L   E   M,C   L   E   M,D   U   T   Z,yes,no,no,no,
62,4,12,ec,2,negative,H   E   L   K,maske_2.bmp,maske_1.bmp,9265.bmp,0.09,N   U   G   Z,H   E   L   K,C   E   L   M,Z   U   N   D,yes,no,no,no,
62,4,13,ec,4,negative,C   L   E   M,maske_2.bmp,maske_1.bmp,9102.bmp,0.09,Z   U   N   D,H   E   M   K,C   L   E   M,N   U   G   Z,yes,no,no,no,
62,4,14,ec,8,negative,L   E   M   K,maske_2.bmp,maske_1.bmp,9330.bmp,0.09,Z   U   D   T,L   E   M   K,G   U   N   T,K   L   E   M,yes,no,no,no,
62,4,15,ec,7,positive,T   U   N   G,maske_2.bmp,maske_1.bmp,4220.bmp,0.09,C   L   E   M,C   E   L   M,G   N   U   D,T   U   N   G,yes,no,no,no,
62,4,16,ec_control,2,negative,F   R   I   B,maske_1.bmp,maske_2.bmp,3300.bmp,0.5,J   O   R   F,V   A   S   P,F   R   I   B,P   Y   W   S,no,no,yes,no,
