subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
19,1,1,ec,1,negative,S   P   A   D,maske_1.bmp,maske_2.bmp,2710.bmp,0.105,L   O   B   F,P   A   N   D,B   R   O   L,S   P   A   D,no,no,no,yes,
19,1,2,ec,7,positive,B   R   O   L,maske_2.bmp,maske_1.bmp,8080.bmp,0.105,B   R   O   L,N   A   P   S,W   A   P   S,J   O   R   B,yes,no,no,no,
19,1,3,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,2375.1.bmp,0.5,T   E   H   V,H   Y   V   Z,K   I   G   M,G   M   U   X,no,no,no,yes,
19,1,4,ec,5,negative,P   A   N   S,maske_1.bmp,maske_2.bmp,9421.bmp,0.105,P   A   N   S,S   N   A   D,J   O   R   B,J   O   R   F,yes,no,no,no,
19,1,5,ec,1,positive,B   L   O   F,maske_2.bmp,maske_1.bmp,2791.bmp,0.105,B   L   O   F,W   A   P   S,P   A   W   S,B   O   R   F,no,no,no,yes,
19,1,6,ec,3,negative,N   A   P   S,maske_2.bmp,maske_1.bmp,7380.bmp,0.105,B   O   L   F,S   P   A   D,N   A   P   S,J   O   R   F,no,no,yes,no,
19,1,7,ec,2,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,6838.bmp,0.105,B   L   O   F,B   R   O   L,W   A   P   S,S   N   A   D,no,no,yes,no,
19,1,8,ec,4,negative,W   A   P   S,maske_1.bmp,maske_2.bmp,2276.bmp,0.105,L   O   B   F,S   W   A   P,F   O   R   B,W   A   P   S,no,no,yes,no,
19,1,9,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9430.bmp,0.5,T   E   H   V,H   Y   V   Z,G   M   U   X,K   I   G   M,no,no,no,yes,
19,1,10,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,1440.bmp,0.5,K   I   G   M,G   M   U   X,T   E   H   V,H   Y   V   Z,no,no,yes,no,
19,1,11,ec,5,positive,B   O   R   F,maske_1.bmp,maske_2.bmp,2050.bmp,0.105,S   W   A   P,B   O   R   F,F   O   R   B,P   A   N   D,no,yes,no,no,
19,1,12,ec,7,negative,P   A   N   D,maske_2.bmp,maske_1.bmp,6831.bmp,0.105,J   O   R   B,P   A   N   S,B   O   R   F,P   A   N   D,no,no,no,yes,
19,1,13,ec,8,negative,S   W   A   P,maske_2.bmp,maske_1.bmp,2141.bmp,0.105,B   O   R   F,P   A   W   S,F   O   R   B,S   W   A   P,no,yes,no,no,
19,1,14,ec,6,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,2070.bmp,0.105,J   O   R   F,P   A   W   S,S   P   A   D,B   R   O   L,yes,no,no,no,
19,1,15,ec,4,positive,J   O   R   B,maske_1.bmp,maske_2.bmp,2660.bmp,0.105,L   O   B   F,S   W   A   P,J   O   R   B,P   A   N   S,no,no,no,yes,
19,1,16,ec,2,positive,L   O   B   F,maske_1.bmp,maske_2.bmp,8330.bmp,0.105,S   P   A   D,B   L   O   F,P   A   N   S,L   O   B   F,no,no,no,yes,
19,1,17,ec,8,positive,F   O   R   B,maske_2.bmp,maske_1.bmp,4622.bmp,0.105,S   N   A   D,B   O   L   F,F   O   R   B,P   A   N   D,no,no,yes,no,
19,1,18,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,4220.bmp,0.5,H   Y   V   Z,K   I   G   M,G   M   U   X,T   E   H   V,yes,no,no,no,
19,1,19,ec,6,negative,P   A   W   S,maske_2.bmp,maske_1.bmp,2900.bmp,0.105,N   A   P   S,B   O   L   F,P   A   W   S,B   L   O   F,no,no,yes,no,
19,1,20,ec,3,positive,B   O   L   F,maske_1.bmp,maske_2.bmp,8501.bmp,0.105,S   N   A   D,B   O   L   F,J   O   R   F,N   A   P   S,no,yes,no,no,
19,2,1,ec,2,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,2053.bmp,0.105,J   O   R   F,P   A   W   S,B   O   R   F,S   N   A   D,no,no,no,yes,
19,2,2,ec,6,positive,J   O   R   F,maske_2.bmp,maske_1.bmp,5910.bmp,0.105,J   O   R   F,S   W   A   P,S   P   A   D,B   R   O   L,no,no,yes,no,
