subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,sicher1,sicher2,sicher3,sicher4,sicher5,sicher6,crit1,crit2,crit3
75,1,1,ec,5,negative,S   N   A   D,maske_1.bmp,maske_2.bmp,6530.bmp,0.063,yes,no,no,no,no,no,no,no,no
75,1,2,ec,8,negative,D   A   N   S,maske_1.bmp,maske_2.bmp,9430.bmp,0.063,no,no,no,yes,no,no,no,no,no
75,1,3,ec,4,negative,P   A   N   S,maske_1.bmp,maske_2.bmp,9220.bmp,0.063,yes,no,no,no,no,no,no,no,no
75,1,4,ec,2,positive,F   L   O   R,maske_2.bmp,maske_1.bmp,8170.bmp,0.063,yes,no,no,no,no,no,no,no,no
75,1,5,ec_control,1,positive,T   E   H   V,maske_1.bmp,maske_2.bmp,1999.bmp,0.5,no,no,no,no,no,yes,no,no,no
75,1,6,ec,3,positive,B   R   O   L,maske_2.bmp,maske_1.bmp,2071.bmp,0.063,yes,no,no,no,no,no,no,no,no
75,1,7,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9520.bmp,0.5,no,no,no,no,no,yes,no,no,no
75,1,8,ec,5,positive,B   L   O   F,maske_2.bmp,maske_1.bmp,5830.bmp,0.063,yes,no,no,no,no,no,no,no,no
75,1,9,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,6570.1.bmp,0.5,no,no,no,no,no,yes,no,no,no
75,1,10,ec,7,positive,B   L   O   R,maske_2.bmp,maske_1.bmp,8190.bmp,0.063,no,no,yes,no,no,no,no,no,no
75,1,11,ec,2,negative,S   W   A   P,maske_2.bmp,maske_1.bmp,9432.bmp,0.063,no,no,yes,no,no,no,no,no,no
75,1,12,ec,1,positive,L   O   R   B,maske_1.bmp,maske_2.bmp,8330.bmp,0.063,no,no,yes,no,no,no,no,no,no
75,1,13,ec,1,negative,P   A   W   S,maske_2.bmp,maske_1.bmp,9342.bmp,0.063,no,no,no,yes,no,no,no,no,no
75,1,14,ec,6,negative,S   N   A   W,maske_1.bmp,maske_2.bmp,9421.bmp,0.063,no,no,yes,no,no,no,no,no,no
75,1,15,ec,4,positive,L   O   B   F,maske_2.bmp,maske_1.bmp,8470.bmp,0.063,no,no,yes,no,no,no,no,no,no
75,1,16,ec,6,positive,B   R   O   F,maske_1.bmp,maske_2.bmp,7330.bmp,0.063,yes,no,no,no,no,no,no,no,no
75,1,17,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,7580.bmp,0.5,no,no,no,no,no,yes,no,no,no
75,1,18,ec,3,negative,S   P   A   D,maske_2.bmp,maske_1.bmp,6838.bmp,0.063,no,no,yes,no,no,no,no,no,no
75,1,19,ec,7,negative,W   A   D   S,maske_1.bmp,maske_2.bmp,9920.bmp,0.063,no,no,yes,no,no,no,no,no,no
75,1,20,ec,8,positive,B   O   R   L,maske_1.bmp,maske_2.bmp,1440.bmp,0.063,no,yes,no,no,no,no,no,no,no
75,2,1,ec,3,negative,S   P   A   D,maske_1.bmp,maske_2.bmp,9404.bmp,0.067,yes,no,no,no,no,no,no,no,no
75,2,2,ec_control,2,positive,H   Y   V   Z,maske_1.bmp,maske_2.bmp,5994.bmp,0.5,no,no,no,no,no,yes,no,no,no
