subjnr,blocknr,trialnr,stimulus_type,stimulus_nr,us_valence,cs_filename,premask_filename,postmask_filename,us_filename,cs_duration,id_opt_1,id_opt_2,id_opt_3,id_opt_4,opt_1,opt_2,opt_3,opt_4
33,1,1,ec,3,positive,S   W   A   P,maske_2.bmp,maske_1.bmp,5629.bmp,0.081,B   O   R   F,D   A   N   S,F   R   O   L,S   W   A   P,no,no,no,yes,
33,1,2,ec,2,negative,J   O   R   F,maske_1.bmp,maske_2.bmp,9220.bmp,0.081,J   O   R   F,B   R   O   F,P   A   N   D,P   A   W   S,yes,no,no,no,
33,1,3,ec,1,positive,P   A   N   S,maske_2.bmp,maske_1.bmp,5830.bmp,0.081,J   O   R   F,P   A   N   S,S   P   A   D,F   R   O   B,no,yes,no,no,
33,1,4,ec,5,negative,B   O   R   L,maske_2.bmp,maske_1.bmp,8485.bmp,0.081,S   P   A   D,B   O   R   L,B   O   L   F,S   P   A   W,no,no,yes,no,
33,1,5,ec,6,positive,S   P   A   D,maske_1.bmp,maske_2.bmp,2050.bmp,0.081,B   L   O   R,B   R   O   F,S   W   A   P,S   P   A   D,no,no,no,yes,
33,1,6,ec_control,1,negative,G   M   U   X,maske_1.bmp,maske_2.bmp,3160.bmp,0.5,G   M   U   X,K   I   G   M,H   Y   V   Z,T   E   H   V,yes,no,no,no,
33,1,7,ec,3,negative,B   L   O   R,maske_2.bmp,maske_1.bmp,9102.bmp,0.081,B   L   O   R,F   R   O   L,D   A   N   S,S   W   A   P,yes,no,no,no,
33,1,8,ec,7,negative,F   R   O   L,maske_1.bmp,maske_2.bmp,9182.bmp,0.081,P   A   N   S,F   R   O   L,B   O   R   F,W   A   N   S,no,yes,no,no,
33,1,9,ec,5,positive,D   A   N   S,maske_2.bmp,maske_1.bmp,8330.bmp,0.081,B   O   R   L,W   A   N   S,D   A   N   S,B   L   O   R,no,no,yes,no,
33,1,10,ec,2,positive,P   A   W   S,maske_1.bmp,maske_2.bmp,7330.bmp,0.081,S   P   A   W,F   R   O   B,B   O   L   F,P   A   W   S,no,no,no,yes,
33,1,11,ec,4,negative,B   O   R   F,maske_1.bmp,maske_2.bmp,9330.bmp,0.081,P   A   N   S,B   O   R   F,W   A   N   S,F   R   O   B,no,yes,no,no,
33,1,12,ec,4,positive,S   P   A   W,maske_2.bmp,maske_1.bmp,5831.bmp,0.081,S   P   A   W,B   R   O   F,P   A   N   S,B   O   L   F,yes,no,no,no,
33,1,13,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,7230.bmp,0.5,T   E   H   V,G   M   U   X,K   I   G   M,H   Y   V   Z,no,no,no,yes,
33,1,14,ec_control,1,positive,T   E   H   V,maske_2.bmp,maske_1.bmp,2160.bmp,0.5,T   E   H   V,K   I   G   M,G   M   U   X,H   Y   V   Z,yes,no,no,no,
33,1,15,ec,7,positive,W   A   N   S,maske_2.bmp,maske_1.bmp,2057.bmp,0.081,P   A   N   D,B   O   R   F,F   R   O   L,W   A   N   S,no,no,no,yes,
33,1,16,ec,8,positive,P   A   N   D,maske_1.bmp,maske_2.bmp,5594.bmp,0.081,P   A   N   D,B   O   R   L,P   A   W   S,J   O   R   F,yes,no,no,no,
33,1,17,ec,1,negative,B   R   O   F,maske_1.bmp,maske_2.bmp,6311.bmp,0.081,S   P   A   W,S   P   A   D,B   R   O   F,B   L   O   R,no,no,yes,no,
33,1,18,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9435.bmp,0.5,G   M   U   X,K   I   G   M,T   E   H   V,H   Y   V   Z,no,yes,no,no,
33,1,19,ec,8,negative,B   O   L   F,maske_2.bmp,maske_1.bmp,9421.bmp,0.081,B   O   R   L,P   A   W   S,D   A   N   S,B   O   L   F,yes,no,no,no,
33,1,20,ec,6,negative,F   R   O   B,maske_1.bmp,maske_2.bmp,9400.bmp,0.081,F   R   O   B,P   A   N   D,J   O   R   F,S   W   A   P,yes,no,no,no,
33,2,1,ec,2,negative,J   O   R   F,maske_2.bmp,maske_1.bmp,2710.bmp,0.081,J   O   R   F,S   P   A   D,F   R   O   L,D   A   N   S,yes,no,no,no,
33,2,2,ec_control,2,negative,K   I   G   M,maske_1.bmp,maske_2.bmp,9180.bmp,0.5,G   M   U   X,K   I   G   M,H   Y   V   Z,T   E   H   V,no,yes,no,no,
33,2,3,ec_control,2,positive,H   Y   V   Z,maske_2.bmp,maske_1.bmp,2057.bmp,0.5,H   Y   V   Z,T   E   H   V,K   I   G   M,G   M   U   X,yes,no,no,no,
