subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
2,cs18.bmp,7,1526982,1533371
2,cs21.bmp,9,1534135,1536390
2,cs10.bmp,12,1537048,1539422
2,cs6.bmp,13,1540080,1542472
2,cs13.bmp,7,1543131,1545211
2,cs27.bmp,14,1545859,1547613
2,cs17.bmp,12,1548272,1550548
2,cs30.bmp,9,1551220,1552554
2,cs19.bmp,5,1553212,1555631
2,cs26.bmp,13,1556283,1557830
2,cs29.bmp,11,1558484,1559854
2,cs3.bmp,9,1560505,1564959
2,cs11.bmp,5,1565614,1567644
2,cs12.bmp,3,1568295,1569990
2,cs15.bmp,11,1570647,1572094
2,cs9.bmp,12,1572743,1577649
2,cs7.bmp,12,1578307,1579904
2,cs2.bmp,12,1580555,1582026
2,cs24.bmp,7,1582684,1584529
2,cs14.bmp,13,1585177,1586520
2,cs28.bmp,3,1587178,1589635
2,cs25.bmp,9,1590284,1591845
2,cs23.bmp,9,1592495,1594561
2,cs22.bmp,17,1595214,1597943
2,cs8.bmp,12,1598594,1600390
2,cs1.bmp,14,1601037,1602791
2,cs20.bmp,10,1603449,1605308
2,cs5.bmp,7,1605967,1608237
2,cs4.bmp,6,1608885,1610705
2,cs16.bmp,4,1611355,1614868
subject_nr,cs_filename_rating,eval_rating,time_ratings_form,time_ratings_delay
2,cs8.bmp,14,1800343,1805820
2,cs17.bmp,14,1806578,1811913
2,cs7.bmp,7,1812567,1816760
2,cs9.bmp,6,1817415,1820921
2,cs11.bmp,7,1821580,1825073
2,cs20.bmp,9,1825733,1829069
2,cs3.bmp,13,1829741,1833295
2,cs14.bmp,10,1833944,1836957
2,cs6.bmp,7,1837616,1844919
2,cs18.bmp,9,1845567,1849907
2,cs5.bmp,10,1850557,1853525
2,cs29.bmp,7,1854179,1859222
2,cs15.bmp,7,1859874,1862451
2,cs24.bmp,5,1863110,1866288
2,cs10.bmp,4,1866946,1870939
2,cs23.bmp,8,1871592,1875574
2,cs27.bmp,8,1876226,1880728
2,cs13.bmp,10,1881381,1885356
2,cs21.bmp,13,1886008,1890034
2,cs30.bmp,13,1890686,1895055
2,cs16.bmp,13,1895723,1899426
2,cs25.bmp,11,1900076,1902627
2,cs1.bmp,11,1903275,1905745
2,cs26.bmp,12,1906393,1909454
2,cs4.bmp,10,1910111,1913382
2,cs12.bmp,9,1914041,1918950
2,cs19.bmp,7,1919605,1924000
2,cs22.bmp,6,1924654,1927861
2,cs2.bmp,5,1928512,1932740
2,cs28.bmp,6,1933394,1937356
