subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
9,14,mel_end_end,M_first,2,G,1,pos,pos5.png,verursachen,78.4,0,143657,154330
9,14,mel_end_end,M_first,2,G,1,pos,pos3.png,verhindern,-92.4,1,156670,165507
9,14,mel_end_end,M_first,2,G,1,pos,pos4.png,verhindern,-98.4,2,167815,179522
9,14,mel_end_end,M_first,2,G,1,neg,neg4.png,verhindern,87.6,3,181836,187038
9,14,mel_end_end,M_first,2,G,1,neg,neg2.png,verhindern,92.8,4,189367,202374
9,14,mel_end_end,M_first,2,G,1,neg,neg3.png,verursachen,-95.6,5,204701,208850
9,14,mel_end_end,M_first,2,G,1,pos,pos1.png,verhindern,-100,6,211177,217299
9,14,mel_end_end,M_first,2,G,1,pos,pos6.png,verursachen,78.4,7,219615,224123
9,14,mel_end_end,M_first,2,G,1,neg,neg5.png,verhindern,95.2,8,226443,229939
9,14,mel_end_end,M_first,2,G,1,pos,pos2.png,verursachen,100,9,232259,234763
9,14,mel_end_end,M_first,2,G,1,neg,neg1.png,verursachen,-81.2,10,237080,243099
9,14,mel_end_end,M_first,2,G,1,neg,neg6.png,verursachen,-100,11,245421,248316
9,14,mel_end_end,M_first,2,G,2,neg,neg2.png,verursachen,-91.2,12,250640,254907
9,14,mel_end_end,M_first,2,G,2,pos,pos4.png,verursachen,90.8,13,257226,262429
9,14,mel_end_end,M_first,2,G,2,neg,neg4.png,verursachen,-94.4,14,264751,271971
9,14,mel_end_end,M_first,2,G,2,pos,pos2.png,verhindern,-91.6,15,274286,279067
9,14,mel_end_end,M_first,2,G,2,pos,pos6.png,verhindern,-82.8,16,281385,283810
9,14,mel_end_end,M_first,2,G,2,neg,neg1.png,verhindern,79.2,17,286130,291627
9,14,mel_end_end,M_first,2,G,2,pos,pos3.png,verursachen,62.4,18,293947,296602
9,14,mel_end_end,M_first,2,G,2,neg,neg6.png,verhindern,100,19,298925,302794
9,14,mel_end_end,M_first,2,G,2,pos,pos1.png,verursachen,100,20,305118,307667
9,14,mel_end_end,M_first,2,G,2,neg,neg5.png,verursachen,-93.2,21,309986,312946
9,14,mel_end_end,M_first,2,G,2,pos,pos5.png,verhindern,-93.6,22,315266,319226
9,14,mel_end_end,M_first,2,G,2,neg,neg3.png,verhindern,83.2,23,321550,324123
