subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
57,2,mel_end_sta,G_first,2,G,1,pos,pos3.png,verhindern,-72,0,115578,190792
57,2,mel_end_sta,G_first,2,G,1,pos,pos1.png,verursachen,-9.6,1,193201,208656
57,2,mel_end_sta,G_first,2,G,1,neg,neg1.png,verhindern,100,2,211043,218788
57,2,mel_end_sta,G_first,2,G,1,neg,neg2.png,verursachen,-78,3,221115,228948
57,2,mel_end_sta,G_first,2,G,1,pos,pos4.png,verhindern,-88.4,4,231273,240085
57,2,mel_end_sta,G_first,2,G,1,neg,neg3.png,verursachen,-100,5,242448,247048
57,2,mel_end_sta,G_first,2,G,1,neg,neg6.png,verhindern,100,6,249374,252030
57,2,mel_end_sta,G_first,2,G,1,pos,pos6.png,verursachen,-36.8,7,254368,271076
57,2,mel_end_sta,G_first,2,G,1,pos,pos5.png,verursachen,26.8,8,273402,283636
57,2,mel_end_sta,G_first,2,G,1,neg,neg5.png,verhindern,100,9,285995,288740
57,2,mel_end_sta,G_first,2,G,1,pos,pos2.png,verhindern,-44.8,10,291066,308725
57,2,mel_end_sta,G_first,2,G,1,neg,neg4.png,verursachen,-100,11,311047,320136
57,2,mel_end_sta,G_first,2,G,2,pos,pos3.png,verursachen,58,12,322460,329613
57,2,mel_end_sta,G_first,2,G,2,pos,pos6.png,verhindern,-1.2,13,331953,342324
57,2,mel_end_sta,G_first,2,G,2,pos,pos1.png,verhindern,-72.8,14,344656,352452
57,2,mel_end_sta,G_first,2,G,2,pos,pos4.png,verursachen,11.6,15,354779,362629
57,2,mel_end_sta,G_first,2,G,2,pos,pos2.png,verursachen,-0.8,16,364959,374124
57,2,mel_end_sta,G_first,2,G,2,neg,neg4.png,verhindern,100,17,376446,378821
57,2,mel_end_sta,G_first,2,G,2,neg,neg3.png,verhindern,100,18,381132,383292
57,2,mel_end_sta,G_first,2,G,2,neg,neg2.png,verhindern,98,19,385618,389668
57,2,mel_end_sta,G_first,2,G,2,pos,pos5.png,verhindern,-37.6,20,391994,396856
57,2,mel_end_sta,G_first,2,G,2,neg,neg5.png,verursachen,-100,21,399181,401708
57,2,mel_end_sta,G_first,2,G,2,neg,neg1.png,verursachen,-91.2,22,404033,408076
57,2,mel_end_sta,G_first,2,G,2,neg,neg6.png,verursachen,-100,23,410391,413005
