subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
54,8,scr_end_end,M_first,2,G,1,pos,pos6.png,verhindern,-51.2,0,200640,220525
54,8,scr_end_end,M_first,2,G,1,neg,neg2.png,verhindern,68,1,222852,233283
54,8,scr_end_end,M_first,2,G,1,neg,neg1.png,verhindern,71.2,2,235593,240060
54,8,scr_end_end,M_first,2,G,1,neg,neg3.png,verursachen,-82.8,3,242373,253083
54,8,scr_end_end,M_first,2,G,1,pos,pos4.png,verhindern,-70.4,4,255399,258524
54,8,scr_end_end,M_first,2,G,1,pos,pos2.png,verhindern,-60.4,5,260835,270107
54,8,scr_end_end,M_first,2,G,1,pos,pos3.png,verursachen,64.8,6,272422,277310
54,8,scr_end_end,M_first,2,G,1,neg,neg4.png,verursachen,-84.8,7,279623,285715
54,8,scr_end_end,M_first,2,G,1,neg,neg5.png,verhindern,82.4,8,288040,292836
54,8,scr_end_end,M_first,2,G,1,neg,neg6.png,verursachen,-85.6,9,295148,299476
54,8,scr_end_end,M_first,2,G,1,pos,pos1.png,verursachen,76.8,10,301791,307806
54,8,scr_end_end,M_first,2,G,1,pos,pos5.png,verursachen,80.8,11,310126,313316
54,8,scr_end_end,M_first,2,G,2,pos,pos3.png,verhindern,-63.6,12,315634,318268
54,8,scr_end_end,M_first,2,G,2,pos,pos4.png,verursachen,71.6,13,320578,322899
54,8,scr_end_end,M_first,2,G,2,pos,pos6.png,verursachen,63.2,14,325224,329572
54,8,scr_end_end,M_first,2,G,2,neg,neg4.png,verhindern,72.8,15,331881,334460
54,8,scr_end_end,M_first,2,G,2,neg,neg2.png,verursachen,-69.6,16,336767,340851
54,8,scr_end_end,M_first,2,G,2,neg,neg5.png,verursachen,-76.8,17,343160,346053
54,8,scr_end_end,M_first,2,G,2,pos,pos2.png,verursachen,43.2,18,348363,351860
54,8,scr_end_end,M_first,2,G,2,neg,neg3.png,verhindern,82.8,19,354176,356675
54,8,scr_end_end,M_first,2,G,2,pos,pos5.png,verhindern,-76,20,358984,360644
54,8,scr_end_end,M_first,2,G,2,pos,pos1.png,verhindern,-85.2,21,362958,369756
54,8,scr_end_end,M_first,2,G,2,neg,neg6.png,verhindern,100,22,372071,375483
54,8,scr_end_end,M_first,2,G,2,neg,neg1.png,verursachen,-84.8,23,377799,379692
