subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
41,11,scr_end_sta,G_first,2,M,negative,1bad15.wav,stoppt,100,startet,-84.4,0,363693,379742
41,11,scr_end_sta,G_first,2,M,positive,1good15.wav,startet,63.2,stoppt,-26.8,1,398662,410542
