subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
63,7,mel_sta_end,M_first,1,G,1,pos,pos2.png,verursachen,43.2,0,187385,199680
63,7,mel_sta_end,M_first,1,G,1,pos,pos3.png,verhindern,-50.8,1,202009,207342
63,7,mel_sta_end,M_first,1,G,1,neg,neg4.png,verursachen,-100,2,209668,215973
63,7,mel_sta_end,M_first,1,G,1,neg,neg1.png,verhindern,99.6,3,218300,222958
63,7,mel_sta_end,M_first,1,G,1,neg,neg6.png,verhindern,100,4,225275,228854
63,7,mel_sta_end,M_first,1,G,1,pos,pos1.png,verursachen,57.6,5,231184,235269
63,7,mel_sta_end,M_first,1,G,1,neg,neg3.png,verursachen,-100,6,237597,240158
63,7,mel_sta_end,M_first,1,G,1,pos,pos6.png,verhindern,-48.4,7,242489,247735
63,7,mel_sta_end,M_first,1,G,1,neg,neg5.png,verhindern,100,8,250060,253001
63,7,mel_sta_end,M_first,1,G,1,pos,pos4.png,verhindern,-57.6,9,255328,259686
63,7,mel_sta_end,M_first,1,G,1,pos,pos5.png,verursachen,56.8,10,262011,265864
63,7,mel_sta_end,M_first,1,G,1,neg,neg2.png,verursachen,-100,11,268198,271133
63,7,mel_sta_end,M_first,1,G,2,neg,neg1.png,verursachen,-100,12,273464,276454
63,7,mel_sta_end,M_first,1,G,2,pos,pos3.png,verursachen,33.6,13,278784,285438
63,7,mel_sta_end,M_first,1,G,2,neg,neg6.png,verursachen,-100,14,287770,289933
63,7,mel_sta_end,M_first,1,G,2,pos,pos6.png,verursachen,32.4,15,292267,296438
63,7,mel_sta_end,M_first,1,G,2,neg,neg4.png,verhindern,100,16,298763,300974
63,7,mel_sta_end,M_first,1,G,2,neg,neg5.png,verursachen,-100,17,303305,305070
63,7,mel_sta_end,M_first,1,G,2,pos,pos1.png,verhindern,-56.8,18,307381,316446
63,7,mel_sta_end,M_first,1,G,2,pos,pos5.png,verhindern,-77.6,19,318773,322989
63,7,mel_sta_end,M_first,1,G,2,pos,pos2.png,verhindern,-62,20,325310,329086
63,7,mel_sta_end,M_first,1,G,2,pos,pos4.png,verursachen,65.6,21,331417,335670
63,7,mel_sta_end,M_first,1,G,2,neg,neg3.png,verhindern,100,22,337984,340640
63,7,mel_sta_end,M_first,1,G,2,neg,neg2.png,verhindern,89.6,23,342966,344966
