subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
61,3,mel_end_sta,M_first,2,M,positive,1good15.wav,stoppt,-90,startet,95.2,0,77233,117342
61,3,mel_end_sta,M_first,2,M,negative,1bad15.wav,startet,-100,stoppt,100,1,136255,153262
