subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
24,7,scr_end_end,M_first,2,G,1,neg,neg1.png,verursachen,-74,0,163410,167062
24,7,scr_end_end,M_first,2,G,1,pos,pos5.png,verhindern,-100,1,169370,175231
24,7,scr_end_end,M_first,2,G,1,pos,pos3.png,verursachen,12.8,2,177558,186122
24,7,scr_end_end,M_first,2,G,1,pos,pos4.png,verursachen,69.6,3,188438,193167
24,7,scr_end_end,M_first,2,G,1,neg,neg6.png,verursachen,-100,4,195487,197367
24,7,scr_end_end,M_first,2,G,1,neg,neg3.png,verhindern,100,5,199687,201350
24,7,scr_end_end,M_first,2,G,1,neg,neg5.png,verursachen,-100,6,203665,206327
24,7,scr_end_end,M_first,2,G,1,pos,pos6.png,verursachen,38,7,208660,213639
24,7,scr_end_end,M_first,2,G,1,neg,neg2.png,verhindern,45.6,8,215953,221863
24,7,scr_end_end,M_first,2,G,1,pos,pos1.png,verhindern,-100,9,224178,227339
24,7,scr_end_end,M_first,2,G,1,neg,neg4.png,verhindern,100,10,229663,231831
24,7,scr_end_end,M_first,2,G,1,pos,pos2.png,verhindern,-83.2,11,234157,239247
24,7,scr_end_end,M_first,2,G,2,neg,neg6.png,verhindern,100,12,241559,243505
24,7,scr_end_end,M_first,2,G,2,neg,neg5.png,verhindern,100,13,245821,247551
24,7,scr_end_end,M_first,2,G,2,pos,pos1.png,verursachen,100,14,249882,251745
24,7,scr_end_end,M_first,2,G,2,pos,pos4.png,verhindern,-100,15,254062,255831
24,7,scr_end_end,M_first,2,G,2,pos,pos3.png,verhindern,-57.6,16,258149,260231
24,7,scr_end_end,M_first,2,G,2,neg,neg3.png,verursachen,-100,17,262543,264167
24,7,scr_end_end,M_first,2,G,2,neg,neg2.png,verursachen,-62.8,18,266480,268495
24,7,scr_end_end,M_first,2,G,2,pos,pos2.png,verursachen,41.6,19,270818,272681
24,7,scr_end_end,M_first,2,G,2,pos,pos5.png,verursachen,82.4,20,274997,276825
24,7,scr_end_end,M_first,2,G,2,neg,neg1.png,verhindern,54.8,21,279142,281328
24,7,scr_end_end,M_first,2,G,2,neg,neg4.png,verursachen,-100,22,283645,286454
24,7,scr_end_end,M_first,2,G,2,pos,pos6.png,verhindern,-61.6,23,288774,296745
