subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
23,1,mel_sta_end,G_first,1,M,positive,1good15.wav,startet,100,stoppt,-46,0,216225,224740
23,1,mel_sta_end,G_first,1,M,negative,1bad15.wav,stoppt,100,startet,-71.6,1,243645,250914
