subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
1,16,scr_sta_end,G_first,1,G,1,pos,pos5.png,verursachen,-29.2,0,63178,83480
1,16,scr_sta_end,G_first,1,G,1,neg,neg2.png,verhindern,47.6,1,85839,98164
1,16,scr_sta_end,G_first,1,G,1,pos,pos2.png,verhindern,89.2,2,100488,108218
1,16,scr_sta_end,G_first,1,G,1,pos,pos3.png,verhindern,75.2,3,110537,114185
1,16,scr_sta_end,G_first,1,G,1,neg,neg6.png,verhindern,71.2,4,116497,121150
1,16,scr_sta_end,G_first,1,G,1,neg,neg5.png,verursachen,-33.2,5,123464,127687
1,16,scr_sta_end,G_first,1,G,1,pos,pos1.png,verhindern,72.8,6,130015,131968
1,16,scr_sta_end,G_first,1,G,1,pos,pos6.png,verursachen,-32,7,134285,138644
1,16,scr_sta_end,G_first,1,G,1,neg,neg1.png,verhindern,79.2,8,140977,143382
1,16,scr_sta_end,G_first,1,G,1,neg,neg4.png,verursachen,-56.8,9,145704,149753
1,16,scr_sta_end,G_first,1,G,1,pos,pos4.png,verursachen,-49.6,10,152066,154531
1,16,scr_sta_end,G_first,1,G,1,neg,neg3.png,verursachen,-63.6,11,156860,159395
1,16,scr_sta_end,G_first,1,G,2,pos,pos6.png,verhindern,58.8,12,161715,164679
1,16,scr_sta_end,G_first,1,G,2,neg,neg1.png,verursachen,-67.2,13,166992,169219
1,16,scr_sta_end,G_first,1,G,2,pos,pos2.png,verursachen,-62,14,171542,173552
1,16,scr_sta_end,G_first,1,G,2,pos,pos1.png,verursachen,-67.2,15,175860,177628
1,16,scr_sta_end,G_first,1,G,2,pos,pos3.png,verursachen,-57.2,16,179939,181627
1,16,scr_sta_end,G_first,1,G,2,pos,pos5.png,verhindern,66,17,183946,186489
1,16,scr_sta_end,G_first,1,G,2,neg,neg5.png,verhindern,65.2,18,188805,191466
1,16,scr_sta_end,G_first,1,G,2,neg,neg2.png,verursachen,-62.4,19,193775,195854
1,16,scr_sta_end,G_first,1,G,2,pos,pos4.png,verhindern,63.2,20,198171,200661
1,16,scr_sta_end,G_first,1,G,2,neg,neg3.png,verhindern,61.2,21,202975,205130
1,16,scr_sta_end,G_first,1,G,2,neg,neg4.png,verhindern,54.8,22,207444,209313
1,16,scr_sta_end,G_first,1,G,2,neg,neg6.png,verursachen,-79.6,23,211632,214102
