subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
19,13,scr_sta_sta,M_first,1,G,1,neg,neg2.png,verhindern,-74.8,0,163818,186067
19,13,scr_sta_sta,M_first,1,G,1,neg,neg6.png,verursachen,-100,1,188386,190751
19,13,scr_sta_sta,M_first,1,G,1,pos,pos1.png,verhindern,100,2,193081,198019
19,13,scr_sta_sta,M_first,1,G,1,neg,neg3.png,verursachen,-100,3,200336,201785
19,13,scr_sta_sta,M_first,1,G,1,pos,pos4.png,verursachen,100,4,204107,205834
19,13,scr_sta_sta,M_first,1,G,1,pos,pos6.png,verursachen,100,5,208144,212191
19,13,scr_sta_sta,M_first,1,G,1,pos,pos2.png,verhindern,100,6,214503,216412
19,13,scr_sta_sta,M_first,1,G,1,pos,pos5.png,verursachen,100,7,218724,220112
19,13,scr_sta_sta,M_first,1,G,1,pos,pos3.png,verhindern,100,8,222427,223743
19,13,scr_sta_sta,M_first,1,G,1,neg,neg1.png,verursachen,-74.4,9,226045,230178
19,13,scr_sta_sta,M_first,1,G,1,neg,neg5.png,verhindern,-100,10,232492,234337
19,13,scr_sta_sta,M_first,1,G,1,neg,neg4.png,verhindern,-100,11,236647,238012
19,13,scr_sta_sta,M_first,1,G,2,neg,neg3.png,verhindern,-100,12,240325,241356
19,13,scr_sta_sta,M_first,1,G,2,pos,pos3.png,verursachen,100,13,243676,244855
19,13,scr_sta_sta,M_first,1,G,2,pos,pos4.png,verhindern,100,14,247164,248148
19,13,scr_sta_sta,M_first,1,G,2,pos,pos2.png,verursachen,100,15,250470,251444
19,13,scr_sta_sta,M_first,1,G,2,pos,pos1.png,verursachen,92,16,253749,254760
19,13,scr_sta_sta,M_first,1,G,2,neg,neg4.png,verursachen,-100,17,257071,258205
19,13,scr_sta_sta,M_first,1,G,2,neg,neg2.png,verursachen,-88,18,260507,263737
19,13,scr_sta_sta,M_first,1,G,2,neg,neg5.png,verursachen,-100,19,266042,267160
19,13,scr_sta_sta,M_first,1,G,2,pos,pos5.png,verhindern,100,20,269466,270445
19,13,scr_sta_sta,M_first,1,G,2,neg,neg6.png,verhindern,-100,21,272754,273470
19,13,scr_sta_sta,M_first,1,G,2,pos,pos6.png,verhindern,100,22,275777,276956
19,13,scr_sta_sta,M_first,1,G,2,neg,neg1.png,verhindern,-100,23,279272,281723
