subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
63,7,mel_sta_end,M_first,1,M,positive,1good15.wav,startet,87.6,stoppt,-72.4,0,48520,67054
63,7,mel_sta_end,M_first,1,M,negative,1bad15.wav,stoppt,100,startet,-100,1,86000,94085
