subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
35,1,scr_sta_sta,M_first,2,M,negative,1bad15.wav,startet,-100,stoppt,100,0,48549,57930
35,1,scr_sta_sta,M_first,2,M,positive,1good15.wav,startet,100,stoppt,-100,1,76899,81434
