subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
26,9,scr_sta_end,G_first,2,M,negative,1bad15.wav,startet,-79.6,stoppt,84,0,273397,297195
26,9,scr_sta_end,G_first,2,M,positive,1good15.wav,stoppt,-20.8,startet,22.4,1,316127,325283
