subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
42,5,mel_sta_sta,G_first,2,M,positive,1good15.wav,startet,81.2,stoppt,-56.8,0,301627,333780
42,5,mel_sta_sta,G_first,2,M,negative,1bad15.wav,startet,-100,stoppt,100,1,352687,357379
