subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
7,16,mel_end_sta,G_first,2,G,1,pos,pos4.png,verhindern,-62,0,51842,60055
7,16,mel_end_sta,G_first,2,G,1,neg,neg2.png,verursachen,-93.2,1,62405,67564
7,16,mel_end_sta,G_first,2,G,1,pos,pos6.png,verhindern,-100,2,69880,71192
7,16,mel_end_sta,G_first,2,G,1,pos,pos3.png,verursachen,10,3,73507,75477
7,16,mel_end_sta,G_first,2,G,1,neg,neg3.png,verhindern,100,4,77787,80109
7,16,mel_end_sta,G_first,2,G,1,neg,neg1.png,verursachen,-78.8,5,82432,87620
7,16,mel_end_sta,G_first,2,G,1,neg,neg5.png,verhindern,100,6,89930,91672
7,16,mel_end_sta,G_first,2,G,1,neg,neg4.png,verhindern,100,7,93995,95357
7,16,mel_end_sta,G_first,2,G,1,pos,pos5.png,verhindern,-100,8,97682,99149
7,16,mel_end_sta,G_first,2,G,1,pos,pos1.png,verursachen,100,9,101459,103044
7,16,mel_end_sta,G_first,2,G,1,pos,pos2.png,verursachen,86.8,10,105365,106893
7,16,mel_end_sta,G_first,2,G,1,neg,neg6.png,verursachen,-100,11,109219,113069
7,16,mel_end_sta,G_first,2,G,2,neg,neg1.png,verhindern,100,12,115395,116749
7,16,mel_end_sta,G_first,2,G,2,pos,pos6.png,verursachen,100,13,119075,120260
7,16,mel_end_sta,G_first,2,G,2,neg,neg4.png,verursachen,-100,14,122580,123844
7,16,mel_end_sta,G_first,2,G,2,neg,neg2.png,verhindern,50.4,15,126159,128557
7,16,mel_end_sta,G_first,2,G,2,pos,pos2.png,verhindern,-100,16,130888,131973
7,16,mel_end_sta,G_first,2,G,2,neg,neg3.png,verursachen,-100,17,134292,136869
7,16,mel_end_sta,G_first,2,G,2,neg,neg5.png,verursachen,-100,18,139187,140616
7,16,mel_end_sta,G_first,2,G,2,pos,pos4.png,verursachen,91.2,19,142933,144085
7,16,mel_end_sta,G_first,2,G,2,pos,pos5.png,verursachen,100,20,146405,147533
7,16,mel_end_sta,G_first,2,G,2,pos,pos3.png,verhindern,-98.4,21,149850,151829
7,16,mel_end_sta,G_first,2,G,2,neg,neg6.png,verhindern,100,22,154146,155389
7,16,mel_end_sta,G_first,2,G,2,pos,pos1.png,verhindern,-100,23,157709,158980
