subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
11,11,scr_sta_end,G_first,1,M,negative,1bad15.wav,startet,-100,stoppt,100,0,243583,253230
11,11,scr_sta_end,G_first,1,M,positive,1good15.wav,stoppt,-80.4,startet,94.8,1,272175,279482
