subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
8,3,mel_sta_sta,M_first,1,G,1,neg,neg4.png,verursachen,-65.2,0,139862,149100
8,3,mel_sta_sta,M_first,1,G,1,neg,neg2.png,verhindern,15.6,1,151429,157541
8,3,mel_sta_sta,M_first,1,G,1,pos,pos2.png,verursachen,7.6,2,159862,169793
8,3,mel_sta_sta,M_first,1,G,1,neg,neg3.png,verursachen,-71.2,3,172115,177585
8,3,mel_sta_sta,M_first,1,G,1,pos,pos6.png,verhindern,-18.8,4,179906,185911
8,3,mel_sta_sta,M_first,1,G,1,pos,pos4.png,verhindern,-27.6,5,188230,193589
8,3,mel_sta_sta,M_first,1,G,1,pos,pos5.png,verursachen,24.4,6,195909,199097
8,3,mel_sta_sta,M_first,1,G,1,neg,neg6.png,verhindern,55.6,7,201428,204659
8,3,mel_sta_sta,M_first,1,G,1,neg,neg1.png,verhindern,30.8,8,206972,212843
8,3,mel_sta_sta,M_first,1,G,1,pos,pos1.png,verursachen,42,9,215155,218605
8,3,mel_sta_sta,M_first,1,G,1,neg,neg5.png,verursachen,-55.6,10,220931,226725
8,3,mel_sta_sta,M_first,1,G,1,pos,pos3.png,verhindern,-67.2,11,229039,233808
8,3,mel_sta_sta,M_first,1,G,2,pos,pos2.png,verhindern,-49.6,12,236122,240004
8,3,mel_sta_sta,M_first,1,G,2,pos,pos6.png,verursachen,34.8,13,242317,244084
8,3,mel_sta_sta,M_first,1,G,2,pos,pos4.png,verursachen,50.4,14,246404,248155
8,3,mel_sta_sta,M_first,1,G,2,neg,neg4.png,verhindern,40.4,15,250469,253233
8,3,mel_sta_sta,M_first,1,G,2,pos,pos5.png,verhindern,-48,16,255547,258077
8,3,mel_sta_sta,M_first,1,G,2,neg,neg5.png,verhindern,39.2,17,260392,262359
8,3,mel_sta_sta,M_first,1,G,2,pos,pos1.png,verhindern,-52.4,18,264679,268707
8,3,mel_sta_sta,M_first,1,G,2,neg,neg2.png,verursachen,-25.6,19,271023,273823
8,3,mel_sta_sta,M_first,1,G,2,neg,neg3.png,verhindern,51.2,20,276143,279302
8,3,mel_sta_sta,M_first,1,G,2,neg,neg1.png,verursachen,-36.4,21,281620,283887
8,3,mel_sta_sta,M_first,1,G,2,pos,pos3.png,verursachen,44,22,286206,288522
8,3,mel_sta_sta,M_first,1,G,2,neg,neg6.png,verursachen,-88.8,23,290834,293574
