subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
38,16,mel_end_end,M_first,2,G,1,pos,pos3.png,verursachen,72.8,0,208875,228309
38,16,mel_end_end,M_first,2,G,1,neg,neg3.png,verhindern,82.4,1,230637,237156
38,16,mel_end_end,M_first,2,G,1,neg,neg5.png,verhindern,100,2,239474,249509
38,16,mel_end_end,M_first,2,G,1,neg,neg1.png,verursachen,-56,3,251828,258645
38,16,mel_end_end,M_first,2,G,1,pos,pos4.png,verhindern,-99.6,4,260977,265861
38,16,mel_end_end,M_first,2,G,1,pos,pos1.png,verursachen,100,5,268183,272292
38,16,mel_end_end,M_first,2,G,1,pos,pos5.png,verhindern,-100,6,274608,281093
38,16,mel_end_end,M_first,2,G,1,pos,pos6.png,verhindern,-30,7,283417,294125
38,16,mel_end_end,M_first,2,G,1,neg,neg6.png,verursachen,-100,8,296446,299589
38,16,mel_end_end,M_first,2,G,1,neg,neg4.png,verhindern,100,9,301905,307118
38,16,mel_end_end,M_first,2,G,1,neg,neg2.png,verursachen,-53.2,10,309438,313301
38,16,mel_end_end,M_first,2,G,1,pos,pos2.png,verursachen,38,11,315623,324532
38,16,mel_end_end,M_first,2,G,2,pos,pos3.png,verhindern,-51.6,12,326853,335878
38,16,mel_end_end,M_first,2,G,2,neg,neg6.png,verhindern,100,13,338201,341732
38,16,mel_end_end,M_first,2,G,2,neg,neg3.png,verursachen,-100,14,344060,350557
38,16,mel_end_end,M_first,2,G,2,pos,pos1.png,verhindern,-85.2,15,352883,359900
38,16,mel_end_end,M_first,2,G,2,pos,pos4.png,verursachen,83.2,16,362224,366709
38,16,mel_end_end,M_first,2,G,2,pos,pos6.png,verursachen,21.6,17,369016,373292
38,16,mel_end_end,M_first,2,G,2,neg,neg2.png,verhindern,40.4,18,375599,379287
38,16,mel_end_end,M_first,2,G,2,neg,neg4.png,verursachen,-100,19,381601,385093
38,16,mel_end_end,M_first,2,G,2,neg,neg1.png,verhindern,76.8,20,387415,392076
38,16,mel_end_end,M_first,2,G,2,pos,pos2.png,verhindern,-86,21,394396,398893
38,16,mel_end_end,M_first,2,G,2,neg,neg5.png,verursachen,-94,22,401214,406173
38,16,mel_end_end,M_first,2,G,2,pos,pos5.png,verursachen,29.6,23,408490,431349
