subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
34,5,mel_end_end,G_first,1,M,positive,1good15.wav,stoppt,-25.6,startet,14.4,0,259146,274748
34,5,mel_end_end,G_first,1,M,negative,1bad15.wav,stoppt,100,startet,-100,1,293657,298100
