subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
21,8,scr_end_end,M_first,1,G,1,neg,neg1.png,verursachen,-100,0,150803,163018
21,8,scr_end_end,M_first,1,G,1,pos,pos2.png,verursachen,100,1,165351,175975
21,8,scr_end_end,M_first,1,G,1,neg,neg6.png,verhindern,100,2,178284,183919
21,8,scr_end_end,M_first,1,G,1,neg,neg3.png,verhindern,100,3,186229,189220
21,8,scr_end_end,M_first,1,G,1,neg,neg5.png,verursachen,-100,4,191539,194101
21,8,scr_end_end,M_first,1,G,1,pos,pos6.png,verursachen,100,5,196425,198793
21,8,scr_end_end,M_first,1,G,1,neg,neg2.png,verursachen,-100,6,201104,204039
21,8,scr_end_end,M_first,1,G,1,pos,pos3.png,verhindern,-100,7,206356,209809
21,8,scr_end_end,M_first,1,G,1,pos,pos5.png,verhindern,-100,8,212124,214514
21,8,scr_end_end,M_first,1,G,1,pos,pos4.png,verursachen,100,9,216828,219151
21,8,scr_end_end,M_first,1,G,1,pos,pos1.png,verhindern,-100,10,221465,224194
21,8,scr_end_end,M_first,1,G,1,neg,neg4.png,verhindern,100,11,226509,233361
21,8,scr_end_end,M_first,1,G,2,pos,pos6.png,verhindern,-100,12,235679,255284
21,8,scr_end_end,M_first,1,G,2,pos,pos3.png,verursachen,100,13,257612,262180
21,8,scr_end_end,M_first,1,G,2,pos,pos2.png,verhindern,-100,14,264504,266486
21,8,scr_end_end,M_first,1,G,2,pos,pos5.png,verursachen,100,15,268793,270910
21,8,scr_end_end,M_first,1,G,2,neg,neg5.png,verhindern,100,16,273218,276552
21,8,scr_end_end,M_first,1,G,2,neg,neg1.png,verhindern,100,17,278856,285783
21,8,scr_end_end,M_first,1,G,2,pos,pos1.png,verursachen,100,18,288093,290509
21,8,scr_end_end,M_first,1,G,2,neg,neg2.png,verhindern,-100,19,292813,294346
21,8,scr_end_end,M_first,1,G,2,neg,neg4.png,verursachen,-100,20,296649,299441
21,8,scr_end_end,M_first,1,G,2,neg,neg6.png,verursachen,-100,21,301748,304773
21,8,scr_end_end,M_first,1,G,2,pos,pos4.png,verhindern,-100,22,307088,310270
21,8,scr_end_end,M_first,1,G,2,neg,neg3.png,verursachen,-100,23,312578,317025
