subject_nr,group_number,m_cond,material_order,assignment,material,half,us_valence,us_file,relation,eval_rating,trial_nr,time_rate_form,time_rate_delay
2,10,scr_sta_end,G_first,1,G,1,pos,pos2.png,verhindern,30,0,44992,54222
2,10,scr_sta_end,G_first,1,G,1,neg,neg3.png,verhindern,-46,1,56570,71171
2,10,scr_sta_end,G_first,1,G,1,pos,pos6.png,verursachen,-23.2,2,73495,81957
2,10,scr_sta_end,G_first,1,G,1,neg,neg5.png,verursachen,-87.2,3,84282,86868
2,10,scr_sta_end,G_first,1,G,1,neg,neg1.png,verursachen,-35.6,4,89191,92480
2,10,scr_sta_end,G_first,1,G,1,pos,pos1.png,verursachen,48.8,5,94801,100602
2,10,scr_sta_end,G_first,1,G,1,neg,neg6.png,verhindern,-98.4,6,102925,107077
2,10,scr_sta_end,G_first,1,G,1,pos,pos4.png,verursachen,54,7,109400,112130
2,10,scr_sta_end,G_first,1,G,1,pos,pos3.png,verhindern,39.6,8,114450,117532
2,10,scr_sta_end,G_first,1,G,1,neg,neg4.png,verursachen,-91.2,9,119855,121624
2,10,scr_sta_end,G_first,1,G,1,neg,neg2.png,verhindern,-33.6,10,123932,131093
2,10,scr_sta_end,G_first,1,G,1,pos,pos5.png,verhindern,-9.6,11,133407,135509
2,10,scr_sta_end,G_first,1,G,2,neg,neg5.png,verhindern,-50.8,12,137837,147860
2,10,scr_sta_end,G_first,1,G,2,neg,neg1.png,verhindern,-36.4,13,150196,152386
2,10,scr_sta_end,G_first,1,G,2,pos,pos6.png,verhindern,20,14,154703,160054
2,10,scr_sta_end,G_first,1,G,2,pos,pos1.png,verhindern,-21.2,15,162376,164755
2,10,scr_sta_end,G_first,1,G,2,pos,pos4.png,verhindern,-6,16,167080,170341
2,10,scr_sta_end,G_first,1,G,2,neg,neg2.png,verursachen,-20.4,17,172655,176256
2,10,scr_sta_end,G_first,1,G,2,neg,neg3.png,verursachen,-63.2,18,178583,179559
2,10,scr_sta_end,G_first,1,G,2,pos,pos3.png,verursachen,14.8,19,181879,183461
2,10,scr_sta_end,G_first,1,G,2,neg,neg4.png,verhindern,-79.6,20,185782,186911
2,10,scr_sta_end,G_first,1,G,2,neg,neg6.png,verursachen,-97.2,21,189231,190849
2,10,scr_sta_end,G_first,1,G,2,pos,pos2.png,verursachen,48.8,22,193168,194686
2,10,scr_sta_end,G_first,1,G,2,pos,pos5.png,verursachen,36.8,23,197005,198502
