subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
2,10,scr_sta_end,G_first,1,M,negative,1bad15.wav,startet,-81.2,stoppt,63.6,0,233381,240352
2,10,scr_sta_end,G_first,1,M,positive,1good15.wav,stoppt,46.4,startet,-18.8,1,259292,263853
