subject_nr,group_number,m_cond,material_order,assignment,material,us_valence,us_file,f_relation,f_eval_rating,s_relation,s_eval_rating,trial_nr,time_rate_form,time_rate_delay
9,14,mel_end_end,M_first,2,M,positive,1good15.wav,stoppt,-29.6,startet,73.6,0,57942,79747
9,14,mel_end_end,M_first,2,M,negative,1bad15.wav,stoppt,100,startet,-100,1,98693,102626
